run_id,experiment_name,parameter_set,motor_type,alpha_mode,id_reference,speed,current,timestamp,rmse_d_A,rmse_q_A,illegal_commands,mean_torque_Nm,torque_std_Nm,mean_magnet_torque_Nm,mean_reluctance_torque_Nm,negative_durations,applied_illegal_commands,selected_illegal_commands,applied_negative_durations,selected_negative_durations,constraint_d_violations,constraint_q_violations,geometry_reference_outside,saturated_commands,max_projection_error_V,case1_count,case2_count,case3_count,switching_actions,switching_actions_per_step,phase_a_thd,saliency_metric_delta,pass
20260712_155604_970_ipmsm_probe,saliency,zhou2025_ipmsm_probe,IPMSM,axis_specific,0,100,10,2026-07-12 15:56:13,0.873023794249886,0.906024983620218,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
20260712_210214_171_ipmsm_probe,saliency,zhou2025_ipmsm_probe,IPMSM,axis_specific,0,100,10,,0.227372021694656,0.287045989055082,0,4.50350025131441,0.911344873572378,4.50487666984531,-0.00137641853091041,0,0,0,0,0,0,0,0,0,4.44089209850063e-15,98,398,4,1130,2.26,0.0506250677130605,0.0955119944037863,1
20260712_210805_549_ipmsm_probe,saliency,zhou2025_ipmsm_probe,IPMSM,axis_specific,0,100,10,,0.227372021694656,0.287045989055082,0,4.50350025131441,0.911344873572378,4.50487666984531,-0.00137641853091041,0,0,0,0,0,0,0,0,0,4.44089209850063e-15,98,398,4,1130,2.26,0.0506250677130605,0.0955119944037863,1
20260712_211507_428_ipmsm_probe,saliency,zhou2025_ipmsm_probe,IPMSM,axis_specific,0,100,10,2026-07-12T21:15:16.291,0.227372021694656,0.287045989055082,0,4.50350025131441,0.911344873572378,4.50487666984531,-0.00137641853091041,0,0,0,0,0,0,0,0,0,4.44089209850063e-15,98,398,4,1130,2.26,0.0506250677130605,0.0955119944037863,1
