case_id,sample_count,ed_total_mean_A,ed_total_rms_A,ed_total_peak_A,eq_total_mean_A,eq_total_rms_A,eq_total_peak_A,ed_sequence_ul_mean_A,ed_sequence_ul_rms_A,ed_sequence_ul_peak_A,eq_sequence_ul_mean_A,eq_sequence_ul_rms_A,eq_sequence_ul_peak_A,ed_model_ul_mean_A,ed_model_ul_rms_A,ed_model_ul_peak_A,eq_model_ul_mean_A,eq_model_ul_rms_A,eq_model_ul_peak_A,ed_sequence_plant_mean_A,ed_sequence_plant_rms_A,ed_sequence_plant_peak_A,eq_sequence_plant_mean_A,eq_sequence_plant_rms_A,eq_sequence_plant_peak_A,ed_model_plant_mean_A,ed_model_plant_rms_A,ed_model_plant_peak_A,eq_model_plant_mean_A,eq_model_plant_rms_A,eq_model_plant_peak_A,total_vector_rms_A,sequence_ul_vector_rms_A,model_ul_vector_rms_A,sequence_ul_to_total_ratio,model_ul_to_total_ratio,sequence_plant_to_total_ratio,model_plant_to_total_ratio,avg_joint_pass_rate,seq_ul_joint_pass_rate,seq_plant_joint_pass_rate,actual_joint_pass_rate,avg_false_safe_rate,seq_ul_false_safe_rate,seq_plant_false_safe_rate,avg_false_alarm_rate,maximum_consecutive_false_safe,S2_trigger_rate,single_vector_ratio,double_vector_ratio,three_vector_ratio,id_tracking_rmse_A,iq_tracking_rmse_A,torque_ripple_Nm,switching_frequency_Hz,controller_time_mean_s,controller_time_p95_s,maximum_closure_error_A,maximum_ul_avg_gap_A,maximum_plant_replay_gap_A,valid_THD_percent,candidate_top1_avg_ul_flip_rate,candidate_top1_avg_plant_flip_rate,candidate_mode_avg_plant_flip_rate
ALL,24153,0.00600251693204732,0.0402775624081204,0.569829626910681,-0.000603314418433255,0.0227868356845566,0.272063735996219,-2.34146718915452e-15,3.3811643647747e-15,1.48214773787458e-14,-9.8268723603429e-16,3.34235338725152e-15,1.77635683940025e-14,0.00600251693204967,0.0402775624081204,0.569829626910686,-0.000603314418432273,0.0227868356845566,0.272063735996219,0.00600251693204732,0.0402775624081204,0.569829626910681,-0.000603314418433255,0.0227868356845566,0.272063735996219,0,0,0,0,0,0,0.0462765806218979,4.7543242029645e-15,0.0462765806218979,1.02737154281334e-13,1,1,0,0.999089140065416,0.999089140065416,0.968492526808264,0.968492526808264,0.0305966132571523,0.0305966132571523,0,0,11,0.000414027242992589,0.0380905063553182,0.579845153811121,0.382064339833561,0.201397059223228,0.316497302118727,2.73135311145586,289644.444444444,0.000359472355400985,0.00062474,1.11022302462516e-16,2.09476461333771e-14,0,2.24895195652798,0,0.0113443464579969,0.00939841841593177
