case_id,evidence_role,cohort,offset_samples,event_count,mean_e_d,mean_e_q,mean_residual_magnitude,mean_periodic_6_magnitude,mean_periodic_12_magnitude,mean_Jd_boundary_distance,mean_Jq_boundary_distance,mean_voltage_utilization,S2_fraction,false_safe_fraction
C06_low_bus_43p2V,ENGINEERING_PRIMARY,matched_control,-3,6,0.00260730121860593,0.00210849818630029,0.00510171445272541,0.00624502554688908,0.00294649299865898,0.357286354771202,0.286873533030159,0.491158980500271,0,0
C06_low_bus_43p2V,ENGINEERING_PRIMARY,matched_control,-2,6,-0.000937764699591693,0.00229037430293388,0.00773819650728366,0.00642780218874602,0.002589026385192,0.282374502572571,0.330361622982989,0.573123168030807,0,0
C06_low_bus_43p2V,ENGINEERING_PRIMARY,matched_control,-1,6,-0.00313293794914369,0.00244988262056663,0.00756560260193743,0.00778379561709576,0.00260911866468307,0.317939212314153,0.281042393415277,0.504026919292096,0,0
C06_low_bus_43p2V,ENGINEERING_PRIMARY,matched_control,0,6,-0.00903994163707867,0.00661845317129976,0.0112123195462052,0.00890353765356402,0.00322466680456033,0.017917133634344,0.0468263929370555,0.502278056196996,0,0
C06_low_bus_43p2V,ENGINEERING_PRIMARY,matched_control,1,6,-0.0125342085609092,0.00914784744193339,0.0155665231238118,0.00956973470254151,0.00377090316340606,0.39611902785785,0.310892602805679,0.56907097014206,0,0
C06_low_bus_43p2V,ENGINEERING_PRIMARY,matched_control,2,6,-0.0103377753722118,0.00762803738413296,0.0129206483345259,0.0097484088831698,0.00383253465408833,0.204545513244502,0.172350700927026,0.486336344043566,0,0
C06_low_bus_43p2V,ENGINEERING_PRIMARY,matched_control,3,6,-0.00569127957838304,0.00578157592679969,0.0086466399708014,0.00943045141517725,0.00342163976657203,0.399984753752766,0.399975676511236,0.612036021676834,0,0
C06_low_bus_43p2V,ENGINEERING_PRIMARY,matched_control,4,6,0.000339694174282997,0.00190248448553376,0.00497768345418573,0.00863206191340518,0.00292300288272101,0.25304137256665,0.209654716593479,0.449494579352285,0,0
C06_low_bus_43p2V,ENGINEERING_PRIMARY,matched_control,5,6,1.54182392232e-05,0.000975180492733446,0.00484918953473756,0.00739392349803527,0.00257508091197357,0.278050133391919,0.272126245828265,0.55813672143178,0,0
C06_low_bus_43p2V,ENGINEERING_PRIMARY,matched_control,6,6,-0.00184407776762303,0.00173426811506633,0.00926437879174176,0.00577915196209842,0.00263136434823442,0.293448389863888,0.252030093528436,0.497217544203462,0,0
C06_low_bus_43p2V,ENGINEERING_PRIMARY,matched_control,7,6,-0.006437318497769,0.00452490900693309,0.00813568635549445,0.00387116736850101,0.00326316968126036,0.0732781664422713,0.0490739904142799,0.43420601901002,0,0
C06_low_bus_43p2V,ENGINEERING_PRIMARY,matched_control,8,6,-0.00750235043905162,0.00591100232789958,0.0095511943971008,0.00403516521667072,0.00378854513667336,0.399980234217331,0.399970321400052,0.650999070456309,0,0
C06_low_bus_43p2V,ENGINEERING_PRIMARY,matched_control,9,6,0.00182219147052124,-0.000396364443933093,0.00414314243760772,0.00505411221335013,0.003820223898085,0.275439557271915,0.239657945170216,0.427941276616798,0,0
C06_low_bus_43p2V,ENGINEERING_PRIMARY,matched_control,10,6,0.00572738832117703,-0.00410858040846662,0.00722865974387754,0.00581578392600566,0.00339143481399779,0.300579883738459,0.303020226863187,0.513473362309336,0,0
C09_S2_boundary,ENGINEERING_PRIMARY,false_safe,-10,6,0.0317239435021563,-0.0215729399094666,0.0383644452154271,0.0150427724287511,0.0183538460326441,0.399801288357379,0.399900329417236,0.826369809192298,0,0
C09_S2_boundary,ENGINEERING_PRIMARY,false_safe,-9,6,0.018843817459914,-0.01344815235795,0.0231518522051408,0.0181817767325632,0.0146246994653126,0.399813867134264,0.399887194867298,0.843469710649483,0,0
C09_S2_boundary,ENGINEERING_PRIMARY,false_safe,-8,6,0.00468835613824128,-0.00234878151345086,0.00524908161846853,0.0188174427616612,0.00303148103210098,0.399797487521633,0.399870335288846,0.858026041078955,0,0
C09_S2_boundary,ENGINEERING_PRIMARY,false_safe,-7,6,-0.000597404178546346,0.00318828378340126,0.00324896367905692,0.0168550760840267,0.0103182497699246,0.399791564000946,0.399856942513615,0.864608948967411,0,0
C09_S2_boundary,ENGINEERING_PRIMARY,false_safe,-6,6,-0.00321049960169513,0.00603762094516646,0.00684055509618935,0.0125902779701497,0.0179826112408418,0.399791174177261,0.399845059115269,0.869846966215934,0,0
C09_S2_boundary,ENGINEERING_PRIMARY,false_safe,-5,6,-0.0014915322276918,0.00501417078445066,0.00523327120824255,0.00674033397146089,0.0159165775718357,0.399797876892206,0.399837006050879,0.87087973192868,0,0
C09_S2_boundary,ENGINEERING_PRIMARY,false_safe,-4,6,0.00110079651932663,0.00210664260481686,0.00238009605085237,0.00247844261566789,0.00525681562747008,0.399809268484341,0.399832417836754,0.869720039335947,0,0
C09_S2_boundary,ENGINEERING_PRIMARY,false_safe,-3,6,0.000980823717557896,0.000396733839198286,0.0010615502249224,0.00787046121811967,0.00832627870940075,0.399824062584912,0.399831559111028,0.866764336736613,0,0
C09_S2_boundary,ENGINEERING_PRIMARY,false_safe,-2,6,-0.000240243547548484,4.20403062004009e-05,0.000252350924344634,0.0135125365308548,0.0173281872733596,0.399838234306336,0.399835783073407,0.860175390091719,0,0
C09_S2_boundary,ENGINEERING_PRIMARY,false_safe,-1,6,-0.000618917824680046,-1.00712705831305e-05,0.000625721138226509,0.017397679411501,0.0169580319281115,0.399842274421626,0.399845390016122,0.849551698571142,0,0
C09_S2_boundary,ENGINEERING_PRIMARY,false_safe,0,6,-0.0162961555307652,0.00967847376973374,0.0189543712427998,0.0188976012439229,0.00741902367760721,0.0139528807580568,0.00725185645747421,0.719809006452203,0,1
C09_S2_boundary,ENGINEERING_PRIMARY,false_safe,1,6,-0.0302805123506634,0.0204415176611015,0.0365346112090853,0.0177876067472773,0.00620736756597401,0.399775274833816,0.399757874305367,0.944257007906315,0,0
C09_S2_boundary,ENGINEERING_PRIMARY,false_safe,2,6,-0.0187780880461255,0.0130960709310835,0.0228938399119247,0.0142334504735396,0.016400943292106,0.266030639061585,0.178224355657178,0.708665493195709,0,0
C09_S2_boundary,ENGINEERING_PRIMARY,false_safe,3,6,-0.0171135581495862,0.0076928271239165,0.0187636674046438,0.00879697672339293,0.0177325347365921,0.157284676005233,0.119524967173488,0.747408435009337,0,0
C09_S2_boundary,ENGINEERING_PRIMARY,false_safe,4,6,-0.0228954714905197,0.0108931542237336,0.0253550516315705,0.00294187161947496,0.00947054114745296,0.177669897033206,0.153474874693691,0.756691492175353,0,0
C09_S2_boundary,ENGINEERING_PRIMARY,false_safe,5,6,-0.00964584459014955,0.00552937918568238,0.0111187334698019,0.00580100852387784,0.00400184432625879,0.305396270567926,0.301168151728156,0.772468816381769,0,0
C09_S2_boundary,ENGINEERING_PRIMARY,false_safe,6,6,0.0177957567992435,-0.0112032444705837,0.0210287267563262,0.0117825328925405,0.0152155853899029,0.225103576211717,0.255176770552064,0.783839660912676,0,0
C09_S2_boundary,ENGINEERING_PRIMARY,false_safe,7,6,0.0370142116625671,-0.0259306465255502,0.0451937342314411,0.0163453832922142,0.0182278099058584,0.399802641369583,0.399896329473114,0.82984045454763,0,0
C09_S2_boundary,ENGINEERING_PRIMARY,false_safe,8,6,0.0307914541203931,-0.0238504947809671,0.0389489097451781,0.0186845365231616,0.0113756179358314,0.399810102600348,0.39988302181482,0.845083822272213,0,0
C09_S2_boundary,ENGINEERING_PRIMARY,false_safe,9,6,0.0157797845669433,-0.0133581806405007,0.020676155408749,0.0184453875152766,0.00178654948736832,0.399793950166759,0.399865161932235,0.861615651480891,0,0
C09_S2_boundary,ENGINEERING_PRIMARY,false_safe,10,6,0.00553449352645631,-0.0039038955070166,0.00677639425467924,0.0156635274899174,0.0137909455596985,0.399788885475966,0.399851363835123,0.869272506162175,0,0
C09_S2_boundary,ENGINEERING_PRIMARY,matched_control,-10,6,0.0369083077220094,-0.0260429066345012,0.0451714087103323,0.0163453832921709,0.0182278099058843,0.399756013870416,0.399991076090883,0.829824842658708,0,0
C09_S2_boundary,ENGINEERING_PRIMARY,matched_control,-9,6,0.0306775596492378,-0.0240664354428013,0.0389911013047217,0.0186845365231461,0.0113756179359887,0.39975879583089,0.399980995390832,0.845055519255053,0,0
C09_S2_boundary,ENGINEERING_PRIMARY,matched_control,-8,6,0.0156386755759288,-0.0135618216495992,0.0207000285078231,0.0184453875152944,0.0017865494872207,0.399713758090698,0.399965182073247,0.861615381533899,0,0
C09_S2_boundary,ENGINEERING_PRIMARY,matched_control,-7,6,0.0053648480488683,-0.00405372689269967,0.00672415766531709,0.0156635274899579,0.0137909455596036,0.399683521901539,0.399947628944454,0.869285330230354,0,0
C09_S2_boundary,ENGINEERING_PRIMARY,matched_control,-6,6,0.000270013560238103,0.00265389293459961,0.00266759349058851,0.0107651062407965,0.0184360125762799,0.399664499786345,0.399929305202929,0.872917947063725,0,0
C09_S2_boundary,ENGINEERING_PRIMARY,matched_control,-5,6,0.000750905183936449,0.00416617226909821,0.00423330248990851,0.00469374597306543,0.0131029449489577,0.399657375103527,0.399911676818037,0.872215445956423,0,0
C09_S2_boundary,ENGINEERING_PRIMARY,matched_control,-4,6,0.00281446057412961,0.00235039281499994,0.00366681533597389,0.00382796194225693,0.000931735724577625,0.399659383682955,0.399895362512198,0.869328251334525,0,0
C09_S2_boundary,ENGINEERING_PRIMARY,matched_control,-3,6,0.00248636226387498,0.000824123356601092,0.00261938477778981,0.00988700930507561,0.0121497281017827,0.399669126832362,0.399881028649064,0.864857735637234,0,0
C09_S2_boundary,ENGINEERING_PRIMARY,matched_control,-2,6,0.000905453909353619,0.000368621034500194,0.000977613547901084,0.0150427724286982,0.0183538460326272,0.399687580044185,0.399870153879424,0.85704314072966,0,0
C09_S2_boundary,ENGINEERING_PRIMARY,matched_control,-1,6,2.5670046131951e-05,0.000234016613202215,0.000235420318840689,0.0181817767325336,0.014624699465442,0.399713829857454,0.39986371540502,0.845311838096729,0,0
C09_S2_boundary,ENGINEERING_PRIMARY,matched_control,0,6,-0.014941995018171,0.00879677160700254,0.0173391581637868,0.0188174427616707,0.00303148103228816,0.0616157408478025,0.033430483641277,0.716677001361131,0,0
C09_S2_boundary,ENGINEERING_PRIMARY,matched_control,1,6,-0.0284326315621059,0.0183611789999993,0.0338459367105784,0.0168550760840685,0.0103182497697741,0.399649617709348,0.399784146752901,0.934365222346258,0,0
C09_S2_boundary,ENGINEERING_PRIMARY,matched_control,2,6,-0.0170222895460404,0.0114010473416002,0.0204876114243375,0.0125902779702142,0.0179826112408037,0.30140213710864,0.210562396741776,0.711773922685581,0,0
C09_S2_boundary,ENGINEERING_PRIMARY,matched_control,3,6,-0.012676028441592,0.00490452624129745,0.0135917649591076,0.0067403339715373,0.0159165775719219,0.232431585974829,0.184277052653305,0.750801400953164,0,0
C09_S2_boundary,ENGINEERING_PRIMARY,matched_control,4,6,-0.013724393104952,0.00483895419980129,0.0145524720871414,0.00247844261564311,0.00525681562764868,0.286765295126508,0.25874095090146,0.764408555741011,0,0
C09_S2_boundary,ENGINEERING_PRIMARY,matched_control,5,6,0.0040478306144082,-0.00374001068579943,0.00551113532884416,0.00787046121805879,0.00832627870927876,0.344239952695103,0.355290100349202,0.780551080831095,0,0
C09_S2_boundary,ENGINEERING_PRIMARY,matched_control,6,6,0.035963889825508,-0.0231282682303977,0.0427588372470359,0.0135125365308112,0.0173281872733174,0.0449216493233198,0.0534543167641687,0.802145183578275,0,0
C09_S2_boundary,ENGINEERING_PRIMARY,matched_control,7,6,0.0493827361897284,-0.0337467780410989,0.0598122032844428,0.0173976794114749,0.0169580319281632,0.39985584128644,0.399799947061788,0.832709016020215,0,0
C09_S2_boundary,ENGINEERING_PRIMARY,matched_control,8,6,0.0246360277944734,-0.0193191673837028,0.0313075724688068,0.0188976012439213,0.00741902367770997,0.399862100017446,0.399773138099101,0.857006894485168,0,0
C09_S2_boundary,ENGINEERING_PRIMARY,matched_control,9,6,-0.000833986091806283,-0.000371137675600153,0.000912839512497242,0.0177876067473013,0.00620736756584298,0.399878225764769,0.399756802023995,0.869731759122339,0,0
C09_S2_boundary,ENGINEERING_PRIMARY,matched_control,10,6,-0.00918441680652881,0.00944412875020006,0.0131736509717847,0.0142334504735953,0.0164009432920295,0.399901665459833,0.399752922141258,0.871323795466689,0,0
D02_id_step,SECONDARY_DYNAMIC,false_safe,-10,4,-0.00138503560669756,0.00169958538962574,0.00656974448887377,0.00552935917231543,0.00460940751321193,0.0812291089557873,0.115756761179489,0.289602826654988,0,0
D02_id_step,SECONDARY_DYNAMIC,false_safe,-9,4,-0.00314650461518773,-4.42186104483951e-05,0.00671225264026103,0.00589108391898458,0.00358457486639184,0.166963958619553,0.19278810469413,0.344101673162154,0,0
D02_id_step,SECONDARY_DYNAMIC,false_safe,-8,4,0.00043571867429759,-0.00360250123490874,0.0057243424849243,0.00614075656192707,0.0024028896228058,0.188555953679011,0.245677233971528,0.318010238280504,0,0
D02_id_step,SECONDARY_DYNAMIC,false_safe,-7,4,0.00621316310132003,-0.00352797548043934,0.0106836867829398,0.00622569052735598,0.00328098129127084,0.174210692169058,0.246538914955907,0.29023085436904,0,0
D02_id_step,SECONDARY_DYNAMIC,false_safe,-6,4,0.0114841583291874,-9.21642958334229e-05,0.0148113917890717,0.00687862887058183,0.00457781741047539,0.259308764647349,0.305998037430048,0.319448536558229,0,0
D02_id_step,SECONDARY_DYNAMIC,false_safe,-5,4,0.0139309431328949,0.000241762518216945,0.0166698735647149,0.00742232244748943,0.0049713052196794,0.241744610981106,0.304524677203817,0.299615406375673,0,0
D02_id_step,SECONDARY_DYNAMIC,false_safe,-4,4,0.0136923691821325,-0.00153568433742472,0.0165516047763242,0.00765344807798541,0.00474858140266895,0.18788042470741,0.385488220436233,0.309490301498758,0,0
D02_id_step,SECONDARY_DYNAMIC,false_safe,-3,4,0.00908278086562509,-0.00114169814536168,0.0155754766067368,0.00816071279872497,0.00457526118650168,0.0537641158365446,0.214634248154284,0.220089374678565,0,0
D02_id_step,SECONDARY_DYNAMIC,false_safe,-2,4,-0.000132074249260102,0.00151892888969141,0.0129783437587846,0.00877388364034015,0.00350464728157166,0.205112980274432,0.262118449779534,0.309594045029195,0,0
D02_id_step,SECONDARY_DYNAMIC,false_safe,-1,4,-0.00416443672487721,0.0062083498229495,0.0161293366334972,0.00897585737014706,0.00238263070596619,0.0848426280600723,0.219058196188154,0.257528550895449,0,0.25
D02_id_step,SECONDARY_DYNAMIC,false_safe,0,4,-0.0101971162222925,0.00755872398346351,0.0205257751991431,0.00873179603320151,0.00337191267529269,0.00390252965871663,0.0405702529872058,0.22011836908361,0,1
D02_id_step,SECONDARY_DYNAMIC,false_safe,1,4,-0.013249704226145,0.00370456612875156,0.0156794091500745,0.00805364119878339,0.00462515390810464,0.163823841760718,0.336635615406916,0.401060988757274,0,0.25
D02_id_step,SECONDARY_DYNAMIC,false_safe,2,4,0.0017696799376552,-0.000618534009427098,0.0115513577841778,0.00699047255641004,0.004964126258965,0.140528654778801,0.360571043878225,0.280003682460534,0,0
D02_id_step,SECONDARY_DYNAMIC,false_safe,3,4,0.0135934430006002,-0.00309968751767607,0.01830639112579,0.00585397575559498,0.00476209951315661,0.190712685917917,0.308886258732029,0.266293698347967,0,0
