decision_code,decision_label,prototype_authorized,next_project,audit_version,valid_primary_case_count,valid_all_case_count,valid_primary_cycle_count,valid_all_cycle_count,order6_stable_case_count,order12_stable_case_count,order6_peak_snr_db_median,order12_peak_snr_db_median,order6_peak_snr_db_min,order12_peak_snr_db_min,order6_amplitude_cv_max,order12_amplitude_cv_max,order6_phase_R_min,order12_phase_R_min,frequency_synchronization_pass,electrical_frequency_group_count,cross_cycle_pass,cross_cycle_positive_rate,cross_case_pass,cross_case_positive_rate,false_safe_phase_association_pass,order6_associated_case_count,order12_associated_case_count,B0_false_safe_rate,order6_false_safe_rate,order12_false_safe_rate,order6_12_false_safe_rate,order6_false_safe_relative_reduction,order12_false_safe_relative_reduction,order6_12_false_safe_relative_reduction,order6_12_false_alarm_change_pp,order6_12_rms_relative_reduction,B0_validation_vector_rms_A,order6_12_validation_vector_rms_A,gate_01_pass,gate_02_pass,gate_03_pass,gate_04_pass,gate_05_pass,gate_06_pass,gate_07_pass,gate_08_pass,gate_09_pass,gate_10_pass,gate_11_pass,gate_12_pass,all_prototype_gates_pass,closed_loop_claim,B0_rerun,upstream_added_count,upstream_deleted_count,upstream_modified_count,upstream_change_count,reason
A,stable_periodic_residual_with_material_false_safe_contribution,1,zhou_icf_mpc_periodic_compensation_prototype_iter01,periodic_residual_audit_iter01_v1,11,14,39,49,11,11,27.0247846838872,18.5719610334922,19.6683897317741,8.87021768530258,0.0575526687144999,0.216880653363831,0.991435046904134,0.94794339825828,1,3,1,1,1,0.6,1,5,7,0.0357359176256814,0.0296789824348879,0.0302846759539673,0.0266505148394912,0.169491525423729,0.152542372881356,0.254237288135593,0.454270139309509,0.121588232954872,0.0386241933347546,0.0339279459178745,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,All 12 preregistered gates pass only if the stored gate columns are true; offline results are not closed-loop performance.
