case_id,window_id,cycle_id,split,evidence_role,order,amplitude_d,amplitude_q,complex_amplitude,phase_d,phase_q
C06_low_bus_43p2V,C06_low_bus_43p2V__steady,3,validation,ENGINEERING_PRIMARY,7,0.00019584813549479,0.000716771944298889,0.000743046776664023,-0.700992321657968,-2.40032431761346
C06_low_bus_43p2V,C06_low_bus_43p2V__steady,3,validation,ENGINEERING_PRIMARY,8,0.000422449271817309,0.000217124531997332,0.000474980472918661,-1.6909550099462,1.65086118872748
C06_low_bus_43p2V,C06_low_bus_43p2V__steady,3,validation,ENGINEERING_PRIMARY,9,0.00070476145735877,0.000279920006445145,0.000758316505020633,0.997944572389387,-0.940956444292607
C06_low_bus_43p2V,C06_low_bus_43p2V__steady,3,validation,ENGINEERING_PRIMARY,10,0.000984337981858209,0.000795890521804064,0.00126584477137848,-0.198279439090072,2.41693784666406
C06_low_bus_43p2V,C06_low_bus_43p2V__steady,3,validation,ENGINEERING_PRIMARY,11,0.000943421901342932,0.000339174227321417,0.00100253879746003,-2.33032148908743,2.18437580863794
C06_low_bus_43p2V,C06_low_bus_43p2V__steady,3,validation,ENGINEERING_PRIMARY,12,0.00288024623554692,0.00294636182686925,0.00412029930857147,-0.402677406339116,1.56555978274878
C06_low_bus_43p2V,C06_low_bus_43p2V__steady,3,validation,ENGINEERING_PRIMARY,13,0.000223799159159457,0.000763579805715659,0.000795701064054362,-0.0781026520792564,1.75378906292298
C06_low_bus_43p2V,C06_low_bus_43p2V__steady,3,validation,ENGINEERING_PRIMARY,14,0.000865170129880407,0.000631174576900486,0.00107093449853984,2.11241008582767,-0.772676498917205
C06_low_bus_43p2V,C06_low_bus_43p2V__steady,3,validation,ENGINEERING_PRIMARY,15,0.000473808666778728,0.000786000771872667,0.00091776460277081,0.0121604906989485,-2.51747635864098
C06_low_bus_43p2V,C06_low_bus_43p2V__steady,3,validation,ENGINEERING_PRIMARY,16,0.00102909557175296,0.000328784937652724,0.00108034125674662,-2.40681399660009,-0.209789649364518
C06_low_bus_43p2V,C06_low_bus_43p2V__steady,3,validation,ENGINEERING_PRIMARY,17,0.000996400526345461,0.000131303802611097,0.00100501477475789,0.712725973235054,-2.83701057006532
C06_low_bus_43p2V,C06_low_bus_43p2V__steady,3,validation,ENGINEERING_PRIMARY,18,0.00463850202740953,0.00448013724248202,0.00644882398346836,-2.23165354125008,0.969485854308803
C06_low_bus_43p2V,C06_low_bus_43p2V__steady,3,validation,ENGINEERING_PRIMARY,19,0.00125854786465406,0.00107737040875005,0.00165670447735121,-2.51691647831223,0.0221892649780425
C06_low_bus_43p2V,C06_low_bus_43p2V__steady,3,validation,ENGINEERING_PRIMARY,20,0.000524846503165082,0.000879687509187638,0.00102436027144036,0.752629592413628,-2.28460565551359
C09_S2_boundary,C09_S2_boundary__steady,1,calibration,ENGINEERING_PRIMARY,1,1.66831720370853e-06,1.2409701755292e-06,2.07925209360068e-06,0.432679893161628,-2.29105404987087
C09_S2_boundary,C09_S2_boundary__steady,1,calibration,ENGINEERING_PRIMARY,2,0.0018304954155884,0.00120993180843684,0.00219423071885283,0.565163225484314,-2.47803891344174
C09_S2_boundary,C09_S2_boundary__steady,1,calibration,ENGINEERING_PRIMARY,3,0.000188434540833424,0.000103009140567519,0.000214752087811882,0.117899770327656,0.420866989620769
C09_S2_boundary,C09_S2_boundary__steady,1,calibration,ENGINEERING_PRIMARY,4,0.0015953777055245,0.0012253518791762,0.00201164540888429,2.98158630319146,0.0410416487766119
C09_S2_boundary,C09_S2_boundary__steady,1,calibration,ENGINEERING_PRIMARY,5,3.61200480696439e-06,3.36902408827043e-06,4.93932202158153e-06,-1.33091824482921,-1.24534419064591
C09_S2_boundary,C09_S2_boundary__steady,1,calibration,ENGINEERING_PRIMARY,6,0.0158319699520635,0.0103209204369845,0.0188990124405908,-0.378756785250965,3.03693158160912
C09_S2_boundary,C09_S2_boundary__steady,1,calibration,ENGINEERING_PRIMARY,7,5.29089089208425e-06,7.18149194809741e-06,8.92005342094587e-06,1.39056611914676,-2.34035466890161
C09_S2_boundary,C09_S2_boundary__steady,1,calibration,ENGINEERING_PRIMARY,8,0.00377082054057089,0.00333740173859827,0.00503560700551484,0.783833436620722,-2.29853703594838
C09_S2_boundary,C09_S2_boundary__steady,1,calibration,ENGINEERING_PRIMARY,9,4.58308680924139e-05,8.57157484359136e-05,9.71990637816696e-05,3.06742850741262,-0.986339273180633
C09_S2_boundary,C09_S2_boundary__steady,1,calibration,ENGINEERING_PRIMARY,10,0.000502828510736003,0.00045409417489973,0.000677523454123068,-0.518712424746989,2.00711310185943
C09_S2_boundary,C09_S2_boundary__steady,1,calibration,ENGINEERING_PRIMARY,11,7.23592122323377e-06,7.20853497867349e-06,1.02137912886256e-05,-0.756698092069592,-2.16784159782778
C09_S2_boundary,C09_S2_boundary__steady,1,calibration,ENGINEERING_PRIMARY,12,0.0142452002299639,0.0101528260171637,0.017493015912831,0.649264318787319,-2.56892818706087
C09_S2_boundary,C09_S2_boundary__steady,1,calibration,ENGINEERING_PRIMARY,13,2.10798149497663e-06,5.26004613910135e-06,5.66671610093879e-06,2.78848676100518,-3.09203808476403
C09_S2_boundary,C09_S2_boundary__steady,1,calibration,ENGINEERING_PRIMARY,14,0.00314813398704421,0.00249679553980363,0.0040180512151995,0.519643217021608,-2.85870797727687
C09_S2_boundary,C09_S2_boundary__steady,1,calibration,ENGINEERING_PRIMARY,15,1.40032995415991e-05,3.22727150937522e-05,3.5179831403437e-05,-2.77756594378595,-0.96695705284354
C09_S2_boundary,C09_S2_boundary__steady,1,calibration,ENGINEERING_PRIMARY,16,0.000868259176723034,0.000753104319791771,0.0011493650918889,-1.34352017398489,1.2420341802217
C09_S2_boundary,C09_S2_boundary__steady,1,calibration,ENGINEERING_PRIMARY,17,6.51019697179806e-06,6.59056750826478e-06,9.26381372290074e-06,-0.913633828566184,-2.04059145796411
C09_S2_boundary,C09_S2_boundary__steady,1,calibration,ENGINEERING_PRIMARY,18,0.00415609465333499,0.00230190156744637,0.00475098659161355,0.380284020044842,3.03543945547001
