case_id,window_id,cycle_id,split,evidence_role,axis,order,c0_real,c0_imag,c_cos_real,c_cos_imag,c_sin_real,c_sin_imag,amplitude,phase,complex_coefficient_real,complex_coefficient_imag,residual_vector_rms,interpolation_rmse,extrapolated_grid_fraction,angle_points,valid
C06_low_bus_43p2V,C06_low_bus_43p2V__steady,2,validation,ENGINEERING_PRIMARY,d,6,-1.98546261588463e-06,0,0.00736894272055445,0,0.00265405023030274,0,0.00783232401294676,-0.345703441181319,0.00736894272055445,-0.00265405023030274,0.00776556023685678,0.0011087694167134,0.00390625,256,1
C06_low_bus_43p2V,C06_low_bus_43p2V__steady,2,validation,ENGINEERING_PRIMARY,q,6,3.35382199366927e-06,0,-0.00674091905042266,0,-0.00227203035151499,0,0.00711351611810618,2.81650035949937,-0.00674091905042266,0.00227203035151499,0.00776556023685678,0.0011087694167134,0.00390625,256,1
C06_low_bus_43p2V,C06_low_bus_43p2V__steady,2,validation,ENGINEERING_PRIMARY,dq_positive,6,-1.98546261588463e-06,3.35382199366927e-06,0.00736894272055445,-0.00674091905042266,0.00265405023030274,-0.00227203035151499,0.0106884967831516,-1.07371786366626,0.00509691236903947,-0.0093949692807254,0.00776556023685678,0.0011087694167134,0.00390625,256,1
C06_low_bus_43p2V,C06_low_bus_43p2V__steady,2,validation,ENGINEERING_PRIMARY,dq_negative,6,-1.98546261588463e-06,3.35382199366927e-06,0.00736894272055445,-0.00674091905042266,0.00265405023030274,-0.00227203035151499,0.0104714305865644,-0.400943873641456,0.00964097307206944,-0.00408686882011992,0.00776556023685678,0.0011087694167134,0.00390625,256,1
C06_low_bus_43p2V,C06_low_bus_43p2V__steady,2,validation,ENGINEERING_PRIMARY,d,12,-1.98546261588463e-06,0,0.00185445916954255,0,0.00123877352792181,0,0.00223015216184463,-0.588923174624932,0.00185445916954255,-0.00123877352792181,0.00776556023685678,0.0011087694167134,0.00390625,256,1
C06_low_bus_43p2V,C06_low_bus_43p2V__steady,2,validation,ENGINEERING_PRIMARY,q,12,3.35382199366927e-06,0,0.000271977245734188,0,-0.00344389535627109,0,0.00345461819122501,1.49198617226473,0.000271977245734188,0.00344389535627109,0.00776556023685678,0.0011087694167134,0.00390625,256,1
C06_low_bus_43p2V,C06_low_bus_43p2V__steady,2,validation,ENGINEERING_PRIMARY,dq_positive,12,-1.98546261588463e-06,3.35382199366927e-06,0.00185445916954255,0.000271977245734188,0.00123877352792181,-0.00344389535627109,0.00186037696258957,-2.59511907395058,-0.00158943618672854,-0.000966796282187622,0.00776556023685678,0.0011087694167134,0.00390625,256,1
C06_low_bus_43p2V,C06_low_bus_43p2V__steady,2,validation,ENGINEERING_PRIMARY,dq_negative,12,-1.98546261588463e-06,3.35382199366927e-06,0.00185445916954255,0.000271977245734188,0.00123877352792181,-0.00344389535627109,0.00550953070427165,0.277764788824102,0.00529835452581364,0.001510750773656,0.00776556023685678,0.0011087694167134,0.00390625,256,1
C06_low_bus_43p2V,C06_low_bus_43p2V__steady,3,validation,ENGINEERING_PRIMARY,d,6,3.94633711451843e-06,0,0.00710433361232939,0,0.00201701767830726,0,0.00738511451433742,-0.276634180684715,0.00710433361232939,-0.00201701767830726,0.007369160237107,0.00111089196120268,0.01171875,256,1
C06_low_bus_43p2V,C06_low_bus_43p2V__steady,3,validation,ENGINEERING_PRIMARY,q,6,-1.06537500512373e-06,0,-0.00675228140189138,0,-0.00218162250037302,0,0.00709596933931243,2.82908551124362,-0.00675228140189138,0.00218162250037302,0.007369160237107,0.00111089196120268,0.01171875,256,1
