case_id,evidence_role,axis,order,cycle_count,calibration_cycle_count,validation_cycle_count,mean_speed,frequency_hz,amplitude_mean,amplitude_std,amplitude_cv,circular_mean_phase,phase_resultant_R,peak_snr_db,calibration_amplitude,validation_amplitude,validation_to_calibration_amplitude_ratio,validation_phase_shift,held_out_repeatable,snr_pass,cv_pass,phase_pass,stable_periodic_component
P05_cross_mismatch,ENGINEERING_PRIMARY,q,6,4,2,2,400,479.999999999998,0.0124097431961167,2.62763331620894e-14,2.11739540027806e-12,-2.15304434161002,1,27.9388186797334,0.012409743196108,0.0124097431961253,1.0000000000014,2.99340288325252e-12,1,1,1,1,1
P05_cross_mismatch,ENGINEERING_PRIMARY,dq_positive,6,4,2,2,400,479.999999999998,0.0235067628015477,5.46602083045083e-14,2.32529713963462e-12,0.0400972657448489,1,27.0247846838872,0.0235067628015316,0.0235067628015638,1.00000000000137,2.77214457430837e-12,1,1,1,1,1
P05_cross_mismatch,ENGINEERING_PRIMARY,dq_negative,6,4,2,2,400,479.999999999998,0.014848977204844,3.08666342759674e-14,2.07870440166735e-12,-1.38397996895016,1,27.0247846838872,0.0148489772048363,0.0148489772048518,1.00000000000105,2.95529403173762e-12,1,1,1,1,1
P05_cross_mismatch,ENGINEERING_PRIMARY,d,12,4,2,2,400,959.999999999996,0.0167360160258429,6.35562213844455e-14,3.79757173309976e-12,1.66769407868384,1,21.4974123147939,0.0167360160258203,0.0167360160258655,1.0000000000027,1.44372949700855e-12,1,1,1,1,1
P05_cross_mismatch,ENGINEERING_PRIMARY,q,12,4,2,2,400,959.999999999996,0.0170146767610826,9.24523058906314e-14,5.43367982764716e-12,-1.40679377522521,1,22.9282311722692,0.0170146767610409,0.0170146767611243,1.0000000000049,3.63232106591824e-12,1,1,1,1,1
P05_cross_mismatch,ENGINEERING_PRIMARY,dq_positive,12,4,2,2,400,959.999999999996,0.0246532356059355,1.01597584516736e-13,4.12106492391918e-12,0.908128279265759,1,22.1671569773593,0.0246532356059011,0.02465323560597,1.00000000000279,3.58280725777078e-12,1,1,1,1,1
P05_cross_mismatch,ENGINEERING_PRIMARY,dq_negative,12,4,2,2,400,959.999999999996,0.0230522209246966,1.20750682272841e-13,5.23813660589538e-12,-2.49547436211374,1,22.1671569773593,0.0230522209246391,0.0230522209247541,1.00000000000499,1.38186559034307e-12,1,1,1,1,1
P06_controller_high_L,ENGINEERING_PRIMARY,d,6,4,2,2,400,479.999999999998,0.0146606014568148,2.73029573207515e-14,1.86233541653641e-12,0.0520617041963603,1,25.3290507340085,0.0146606014568011,0.0146606014568286,1.00000000000188,4.35557466780456e-13,1,1,1,1,1
P06_controller_high_L,ENGINEERING_PRIMARY,q,6,4,2,2,400,479.999999999998,0.0127677170952945,1.92643464825047e-14,1.50883249830187e-12,1.1822330006106,1,25.4263065556748,0.0127677170952872,0.0127677170953018,1.00000000000114,1.48648762632266e-13,1,1,1,1,1
P06_controller_high_L,ENGINEERING_PRIMARY,dq_positive,6,4,2,2,400,479.999999999998,0.00627219016616523,2.35778639107717e-14,3.75911177533493e-12,1.10361794209102,1,25.3707715053005,0.00627219016615525,0.00627219016617521,1.00000000000318,9.6070806160533e-13,1,1,1,1,1
P06_controller_high_L,ENGINEERING_PRIMARY,dq_negative,6,4,2,2,400,479.999999999998,0.026768550583129,4.26372300065586e-14,1.59281055857507e-12,0.152796960325024,1,25.3707715053005,0.0267685505831092,0.0267685505831487,1.00000000000147,2.46423236611588e-13,1,1,1,1,1
P06_controller_high_L,ENGINEERING_PRIMARY,d,12,4,2,2,400,959.999999999996,0.018852520976755,5.78480899323797e-14,3.0684538160019e-12,0.658480477618807,1,19.1778593906896,0.0188525209767411,0.0188525209767689,1.00000000000147,1.38142012882331e-12,1,1,1,1,1
P06_controller_high_L,ENGINEERING_PRIMARY,q,12,4,2,2,400,959.999999999996,0.014282390529688,3.72350554039406e-14,2.60706044457629e-12,1.46111591183161,1,18.9631968058305,0.0142823905296886,0.0142823905296875,0.999999999999921,1.19686927348096e-12,1,1,1,1,1
P06_controller_high_L,ENGINEERING_PRIMARY,dq_positive,12,4,2,2,400,959.999999999996,0.013118975535742,4.58681163641065e-14,3.49631846169246e-12,1.51631984037189,1,19.0983617271201,0.0131189755357343,0.0131189755357497,1.00000000000118,3.05816226755455e-12,1,1,1,1,1
P06_controller_high_L,ENGINEERING_PRIMARY,dq_negative,12,4,2,2,400,959.999999999996,0.0307685055492726,8.4863543348096e-14,2.75813016697206e-12,-0.330085023553559,1,19.0983617271201,0.0307685055492594,0.0307685055492858,1.00000000000086,9.97048146600307e-13,1,1,1,1,1
P07_controller_low_L,ENGINEERING_PRIMARY,d,6,4,2,2,400,479.999999999998,0.0282533511725207,1.93378585622252e-14,6.84444774148891e-13,-0.515871891011411,1,20.3341036463724,0.0282533511725131,0.0282533511725283,1.00000000000054,1.73512691646249e-13,1,1,1,1,1
P07_controller_low_L,ENGINEERING_PRIMARY,q,6,4,2,2,400,479.999999999998,0.0214970934374213,1.53685999902088e-14,7.1491525284324e-13,-2.08200314838212,1,20.599723426931,0.021497093437417,0.0214970934374257,1.0000000000004,4.75089916048196e-15,1,1,1,1,1
P07_controller_low_L,ENGINEERING_PRIMARY,dq_positive,6,4,2,2,400,479.999999999998,0.0497503117669147,2.07628317777854e-14,4.17340736979929e-13,-0.513856121985895,1,20.4295419724979,0.0497503117669027,0.0497503117669266,1.00000000000048,1.00750334306748e-13,1,1,1,1,1
P07_controller_low_L,ENGINEERING_PRIMARY,dq_negative,6,4,2,2,400,479.999999999998,0.00675723586718664,2.80193169409074e-14,4.14656488120684e-12,0.530713573815583,1,20.4295419724979,0.00675723586718332,0.00675723586718996,1.00000000000098,7.02332484360679e-13,1,1,1,1,1
P07_controller_low_L,ENGINEERING_PRIMARY,d,12,4,2,2,400,959.999999999996,0.0270646991787352,2.3274783864386e-14,8.59968319273733e-13,-0.587531964073059,1,19.9246782851861,0.0270646991787398,0.0270646991787305,0.999999999999655,3.64115336400741e-14,1,1,1,1,1
P07_controller_low_L,ENGINEERING_PRIMARY,q,12,4,2,2,400,959.999999999996,0.0241550711499959,1.54637341225774e-14,6.40185823778044e-13,-1.33675857071173,1,19.400645374266,0.0241550711499937,0.0241550711499981,1.00000000000018,5.10588286774515e-13,1,1,1,1,1
P07_controller_low_L,ENGINEERING_PRIMARY,dq_positive,12,4,2,2,400,959.999999999996,0.046973051442554,2.55387313776598e-14,5.43689000253529e-13,-0.201485062878938,1,19.6845333110347,0.0469730514425535,0.0469730514425544,1.00000000000002,1.0417142066518e-13,1,1,1,1,1
P07_controller_low_L,ENGINEERING_PRIMARY,dq_negative,12,4,2,2,400,959.999999999996,0.0206267604332033,3.84973869886734e-14,1.86638067152336e-12,1.61785453524191,1,19.6845333110347,0.0206267604332115,0.0206267604331952,0.999999999999211,7.35053191119605e-13,1,1,1,1,1
P08_opposed_20pct,ENGINEERING_PRIMARY,d,6,4,2,2,400,479.999999999998,0.0219531436959701,1.53352523639451e-14,6.98544708508431e-13,-1.82036507582547,1,22.8888567827685,0.0219531436959603,0.0219531436959798,1.00000000000089,4.9914325101917e-12,1,1,1,1,1
P08_opposed_20pct,ENGINEERING_PRIMARY,q,6,4,2,2,400,479.999999999998,0.0217315930373041,2.31450309737113e-14,1.06504069600333e-12,1.59108121241123,1,23.8964748215222,0.021731593037323,0.0217315930372851,0.999999999998258,6.26782534276738e-12,1,1,1,1,1
P08_opposed_20pct,ENGINEERING_PRIMARY,dq_positive,6,4,2,2,400,479.999999999998,0.0347645050055975,1.52316555564243e-14,4.381381398634e-13,-2.466977229957,1,23.3581982741555,0.0347645050055962,0.0347645050055987,1.00000000000007,6.62629849401729e-12,1,1,1,1,1
P08_opposed_20pct,ENGINEERING_PRIMARY,dq_negative,6,4,2,2,400,479.999999999998,0.0264543852672031,2.08854995097408e-14,7.89491016282797e-13,0.906704811595644,1,23.3581982741555,0.0264543852672196,0.0264543852671866,0.999999999998755,3.89080496404735e-12,1,1,1,1,1
P08_opposed_20pct,ENGINEERING_PRIMARY,d,12,4,2,2,400,959.999999999996,0.0183559478216895,1.85891202088384e-14,1.01270282468734e-12,3.05014940854848,1,17.3358231822922,0.0183559478216817,0.0183559478216973,1.00000000000085,4.672038745723e-12,1,1,1,1,1
P08_opposed_20pct,ENGINEERING_PRIMARY,q,12,4,2,2,400,959.999999999996,0.0252229151967813,2.14289310849119e-14,8.49581855139665e-13,0.798581684116623,1,19.4093524333449,0.0252229151967681,0.0252229151967946,1.00000000000105,5.19848153838009e-12,1,1,1,1,1
P08_opposed_20pct,ENGINEERING_PRIMARY,dq_positive,12,4,2,2,400,959.999999999996,0.0411424901786714,2.55063678690564e-14,6.19951970779812e-13,2.65401283533643,1,18.5719610334922,0.0411424901786497,0.0411424901786932,1.00000000000106,4.9476560679992e-12,1,1,1,1,1
P08_opposed_20pct,ENGINEERING_PRIMARY,dq_negative,12,4,2,2,400,959.999999999996,0.015923820044548,4.87111875906809e-15,3.05901394605113e-13,1.58400878333921,1,18.5719610334922,0.0159238200445443,0.0159238200445517,1.00000000000046,5.47389199841474e-12,1,1,1,1,1
