rmse_d_A,rmse_q_A,mean_torque_Nm,torque_std_Nm,mean_magnet_torque_Nm,mean_reluctance_torque_Nm,illegal_commands,negative_durations,applied_illegal_commands,selected_illegal_commands,applied_negative_durations,selected_negative_durations,constraint_d_violations,constraint_q_violations,geometry_reference_outside,saturated_commands,max_projection_error_V,case1_count,case2_count,case3_count,switching_actions,switching_actions_per_step,phase_a_thd,alpha_mode,alpha_mode_metric_delta,pass
0.227372021694656,0.287045989055082,4.50350025131441,0.911344873572378,4.50487666984531,-0.00137641853091041,0,0,0,0,0,0,0,0,0,0,4.44089209850063e-15,98,398,4,1130,2.26,0.0506250677130605,axis_specific,0.276420145301583,1
0.468835998129013,0.272620782810393,4.56262011462493,0.929099597804451,4.56478896837264,-0.00216885374771147,0,0,0,0,0,0,0,0,0,0,7.105427357601e-15,101,371,28,1070,2.14,0.0708585514782964,common_Ls,0.276420145301583,1
