case_id,condition_id,stage,range_class,Jd_limit_A2,Jq_limit_A2,single_vector_ratio,double_vector_ratio,three_vector_ratio,zero_vector_dwell_ratio,mode_change_L1_vs_default,average_switching_frequency_Hz,total_switching_actions
A_C01_022,C01,coarse_scan,reasonable_extension_range,0.36,0.16,0.323017408123791,0.676982591876209,0,0.858897480135205,0.0154738878143135,5622.17923920052,2616
A_C01_023,C01,coarse_scan,reasonable_extension_range,0.36,0.64,0.499032882011605,0.500967117988395,0,0.87530483316136,0.337846550612507,4556.20030088115,2120
A_C01_024,C01,coarse_scan,reasonable_extension_range,0.36,1,0.435203094777563,0.564796905222437,0,0.862505911161098,0.210186976144423,4655.06125080593,2166
A_C01_025,C01,coarse_scan,reasonable_extension_range,0.64,0,0.000644745325596389,0.999355254674404,0,0.857533277677806,0.660219213410703,8802.92284547604,4096
A_C01_026,C01,coarse_scan,reasonable_extension_range,0.64,0.0225,0.000644745325596389,0.999355254674404,0,0.866265807627666,0.660219213410703,9202.6649473458,4282
A_C01_027,C01,coarse_scan,reasonable_extension_range,0.64,0.04,0.000644745325596389,0.999355254674404,0,0.870613435375083,0.660219213410703,9572.31893402106,4454
A_C01_028,C01,coarse_scan,reasonable_extension_range,0.64,0.16,0.386847195357834,0.613152804642166,0,0.865626172169646,0.113475177304965,5415.86073500967,2520
A_C01_029,C01,coarse_scan,reasonable_extension_range,0.64,0.64,0.553836234687298,0.446163765312701,0,0.872246226913383,0.447453255963894,4010.31592520954,1866
A_C01_030,C01,coarse_scan,reasonable_extension_range,0.64,1,0.585428755641522,0.414571244358478,0,0.871712508205689,0.510638297872341,3653.55684504621,1700
A_C01_031,C01,coarse_scan,reasonable_extension_range,1,0,0.000644745325596389,0.999355254674404,0,0.856003258345665,0.660219213410703,8669.67547818612,4034
A_C01_032,C01,coarse_scan,reasonable_extension_range,1,0.0225,0.000644745325596389,0.999355254674404,0,0.867552301772116,0.660219213410703,9482.05458843757,4412
A_C01_033,C01,coarse_scan,reasonable_extension_range,1,0.04,0.000644745325596389,0.999355254674404,0,0.863540624304028,0.660219213410703,9486.35289060821,4414
A_C01_034,C01,coarse_scan,reasonable_extension_range,1,0.16,0.411992263056093,0.588007736943907,0,0.867798436551376,0.163765312701483,5312.70148291425,2472
A_C01_035,C01,coarse_scan,reasonable_extension_range,1,0.64,0.602836879432624,0.397163120567376,0,0.876313844258593,0.545454545454545,3748.11949280034,1744
A_C01_036,C01,coarse_scan,reasonable_extension_range,1,1,0.629271437782076,0.370728562217924,0,0.874291964037993,0.598323662153449,3335.48248441865,1552
A_C02_001,C02,coarse_scan,engineering_nominal_range,0.01,0,0.000644745325596389,0.212765957446809,0.786589297227595,0.839590623436957,1.55899419729207,12581.1304534709,5854
A_C02_002,C02,coarse_scan,engineering_nominal_range,0.01,0.0225,0.000644745325596389,0.407479045776918,0.591876208897485,0.83968985248754,1.16956802063185,11927.7885235332,5550
A_C02_003,C02,coarse_scan,engineering_nominal_range,0.01,0.04,0.000644745325596389,0.538362346872985,0.460992907801418,0.84018948144174,0.907801418439715,11493.6600042983,5348
A_C02_004,C02,coarse_scan,engineering_nominal_range,0.01,0.16,0.000644745325596389,0.711154094132817,0.288201160541586,0.832458635182585,0.562217923920051,9542.23081882656,4440
A_C02_005,C02,coarse_scan,engineering_nominal_range,0.01,0.64,0.00644745325596389,0.817537072856222,0.176015473887814,0.821065754786772,0.392005157962605,9787.23404255319,4554
A_C02_006,C02,coarse_scan,engineering_nominal_range,0.01,1,0.00838168923275306,0.822695035460993,0.168923275306254,0.804184278894334,0.388136686009027,9907.58650333118,4610
A_C02_007,C02,coarse_scan,engineering_nominal_range,0.04,0,0.000644745325596389,0.422952933591231,0.576402321083172,0.839949579938848,1.13862024500322,11863.3139909736,5520
A_C02_008,C02,coarse_scan,engineering_nominal_range,0.04,0.0225,0.000644745325596389,0.696324951644101,0.303030303030303,0.840015269403203,0.591876208897484,10943.477326456,5092
A_C02_009,C02,coarse_scan,engineering_nominal_range,0.04,0.04,0.000644745325596389,0.860090264345583,0.13926499032882,0.840156006909004,0.403610573823339,10393.2946486138,4836
A_C02_010,C02,coarse_scan,engineering_nominal_range,0.04,0.16,0.194068343004513,0.631205673758865,0.174725983236622,0.839538067863523,0.335267569310123,8459.05867182463,3936
A_C02_011,C02,coarse_scan,engineering_nominal_range,0.04,0.64,0.266279819471309,0.604126370083817,0.129593810444874,0.831573259765615,0.372662798194713,7148.07650977864,3326
A_C02_012,C02,coarse_scan,engineering_nominal_range,0.04,1,0.236621534493875,0.689877498388137,0.0735009671179884,0.834609114809214,0.201160541586073,7418.86954652912,3452
A_C02_013,C02,coarse_scan,engineering_nominal_range,0.16,0,0.000644745325596389,0.932301740812379,0.0670535138620245,0.839838736427383,0.40361057382334,10126.799914034,4712
A_C02_014,C02,coarse_scan,engineering_nominal_range,0.16,0.0225,0.000644745325596389,0.989039329464861,0.0103159252095422,0.8378328767372,0.403610573823339,9490.65119277885,4416
A_C02_015,C02,coarse_scan,engineering_nominal_range,0.16,0.04,0.000644745325596389,0.99097356544165,0.00838168923275306,0.83649881240174,0.403610573823339,9241.34966688158,4300
A_C02_016,C02,coarse_scan,engineering_nominal_range,0.16,0.16,0.202450032237266,0.790457769181173,0.00709219858156028,0.839348354520303,0,7405.97464001719,3446
A_C02_017,C02,coarse_scan,engineering_nominal_range,0.16,0.64,0.273372018052869,0.725983236621535,0.000644745325596389,0.838584354168524,0.141843971631205,6645.17515581345,3092
