cohort_type,cohort,predictor,causality_class,ranking_valid,sample_count,candidate_bank_semantics,top1_flip_vs_P0_rate,top3_flip_vs_P0_rate,mode_flip_vs_P0_rate,feasibility_flip_vs_P0_rate,top1_agreement_with_P5_rate,top1_recovery_eligible_count,top1_recovered_count,top1_recovery_rate,top1_new_error_count,mode_recovery_eligible_count,mode_recovered_count,mode_recovery_rate,mode_new_error_count,top3_jaccard_vs_P5,S2_changed_command_rate,diagnostic_top1_voltage_changed_rate
phase,dynamic,P3a,causal_previous_period_oracle,1,12767,offline_diagnostic_candidate_bank_not_native_Zhou_candidates,0.0100258478890891,0.0527923552909846,0.00908592464948696,0.0262395237722253,0.994830422182188,162,112,0.691358024691358,16,124,100,0.806451612903226,16,0.987232709328738,0,0.0379885642672515
phase,dynamic,P3b,offline_physical_parameter_oracle,1,12791,offline_diagnostic_candidate_bank_not_native_Zhou_candidates,0.0104761160190759,0.0584004378078336,0.00914705652411852,0.0318974278789774,0.99515284184192,162,117,0.722222222222222,17,124,100,0.806451612903226,17,0.986553045109843,0,0.0391681651160973
phase,dynamic,P3c,noncausal_future_endpoint_oracle,0,12791,offline_diagnostic_candidate_bank_not_native_Zhou_candidates,0.0116488155734501,0.0555859588773356,0.00914705652411852,0.029161128918771,NaN,0,0,NaN,0,0,0,NaN,0,NaN,0,0.040028144789305
phase,dynamic,P4,offline_physical_parameter_oracle,1,12791,offline_diagnostic_candidate_bank_not_native_Zhou_candidates,0.0116488155734501,0.0558986787585021,0.00914705652411852,0.029161128918771,0.997420060980377,162,139,0.858024691358025,10,124,107,0.862903225806452,10,0.990422953639278,0,0.040028144789305
phase,dynamic,P5,offline_plant_replay_oracle,1,12791,offline_diagnostic_candidate_bank_not_native_Zhou_candidates,0.012665155187241,0.0630130560550387,0.0096943163161598,0.0340864670471425,1,162,162,1,0,124,124,1,0,1,0,0.0408881244625127
phase,steady,P0,causal_original,1,11362,offline_diagnostic_candidate_bank_not_native_Zhou_candidates,0,0,0,0,0.990142580531597,112,0,0,0,103,0,0,0,0.969547614856539,NaN,0.0397817285689139
phase,steady,P1,causal_original,1,11362,offline_diagnostic_candidate_bank_not_native_Zhou_candidates,0.10042246083436,0.178489702517162,0.0620489350466467,0.187643020594966,0.898257349058264,112,39,0.348214285714286,1083,103,34,0.330097087378641,652,0.907938743179018,NaN,0.116440767470516
phase,steady,P2a,causal_previous_period_oracle,1,11362,offline_diagnostic_candidate_bank_not_native_Zhou_candidates,0.0152261925717303,0.0469107551487414,0.00783312797042774,0.0254356627354339,0.976148565393417,112,7,0.0625,166,103,7,0.0679611650485437,82,0.958634043302236,NaN,0.051487414187643
phase,steady,P2b,offline_physical_parameter_oracle,1,11362,offline_diagnostic_candidate_bank_not_native_Zhou_candidates,0.152790001760253,0.224872381622954,0.068473860235874,0.202781200492871,0.846857947544446,112,54,0.482142857142857,1682,103,54,0.524271844660194,724,0.889896145044886,NaN,0.17250484069706
phase,steady,P2c,noncausal_future_endpoint_oracle,0,11362,offline_diagnostic_candidate_bank_not_native_Zhou_candidates,0.0154022179193804,0.0439183242386904,0.0133779264214047,0.0248195740186587,NaN,0,0,NaN,0,0,0,NaN,0,NaN,NaN,0.045678577715191
phase,steady,P3a,causal_previous_period_oracle,1,11362,offline_diagnostic_candidate_bank_not_native_Zhou_candidates,0.00994543214222848,0.0549199084668192,0.00994543214222848,0.022971307868333,0.997623657806724,112,99,0.883928571428571,14,103,99,0.961165048543689,14,0.989614504488646,NaN,0.0407498679809893
phase,steady,P3b,offline_physical_parameter_oracle,1,11362,offline_diagnostic_candidate_bank_not_native_Zhou_candidates,0.00985741946840345,0.059936630874846,0.00985741946840345,0.0288681570146101,0.997007569089949,112,95,0.848214285714286,17,103,95,0.922330097087379,17,0.988558352402746,NaN,0.0413659566977645
phase,steady,P3c,noncausal_future_endpoint_oracle,0,11362,offline_diagnostic_candidate_bank_not_native_Zhou_candidates,0.0100334448160535,0.0547438831191692,0.00924133075162823,0.0241154726280584,NaN,0,0,NaN,0,0,0,NaN,0,NaN,NaN,0.0418940327407147
phase,steady,P4,offline_physical_parameter_oracle,1,11362,offline_diagnostic_candidate_bank_not_native_Zhou_candidates,0.0100334448160535,0.0554479845097694,0.00924133075162823,0.0241154726280584,0.99876782256645,112,106,0.946428571428571,8,103,97,0.941747572815534,8,0.990626650237634,NaN,0.0418940327407147
phase,steady,P5,offline_plant_replay_oracle,1,11362,offline_diagnostic_candidate_bank_not_native_Zhou_candidates,0.00985741946840345,0.0609047702869213,0.00906530540397817,0.0266678401689843,1,112,112,1,0,103,103,1,0,1,NaN,0.0413659566977645
case,C01_nominal_100rpm_10A,P0,causal_original,1,1198,offline_diagnostic_candidate_bank_not_native_Zhou_candidates,0,0,0,0,1,0,0,NaN,0,0,0,NaN,0,0.999165275459099,NaN,0
case,C01_nominal_100rpm_10A,P1,causal_original,1,1198,offline_diagnostic_candidate_bank_not_native_Zhou_candidates,0,0,0,0,1,0,0,NaN,0,0,0,NaN,0,0.999165275459099,NaN,0
case,C01_nominal_100rpm_10A,P2a,causal_previous_period_oracle,1,1197,offline_diagnostic_candidate_bank_not_native_Zhou_candidates,0,0,0,0.00417710944026733,1,0,0,NaN,0,0,0,NaN,0,0.999164578111946,NaN,0
case,C01_nominal_100rpm_10A,P2b,offline_physical_parameter_oracle,1,1198,offline_diagnostic_candidate_bank_not_native_Zhou_candidates,0,0.00500834724540901,0,0.00417362270450751,1,0,0,NaN,0,0,0,NaN,0,0.996661101836394,NaN,0
case,C01_nominal_100rpm_10A,P2c,noncausal_future_endpoint_oracle,0,1198,offline_diagnostic_candidate_bank_not_native_Zhou_candidates,0,0.00166944908180301,0,0.00417362270450751,NaN,0,0,NaN,0,0,0,NaN,0,NaN,NaN,0
case,C01_nominal_100rpm_10A,P3a,causal_previous_period_oracle,1,1197,offline_diagnostic_candidate_bank_not_native_Zhou_candidates,0,0,0,0.00417710944026733,1,0,0,NaN,0,0,0,NaN,0,0.999164578111946,NaN,0
case,C01_nominal_100rpm_10A,P3b,offline_physical_parameter_oracle,1,1198,offline_diagnostic_candidate_bank_not_native_Zhou_candidates,0,0.00500834724540901,0,0.00417362270450751,1,0,0,NaN,0,0,0,NaN,0,0.996661101836394,NaN,0
case,C01_nominal_100rpm_10A,P3c,noncausal_future_endpoint_oracle,0,1198,offline_diagnostic_candidate_bank_not_native_Zhou_candidates,0,0.00166944908180301,0,0.00417362270450751,NaN,0,0,NaN,0,0,0,NaN,0,NaN,NaN,0
case,C01_nominal_100rpm_10A,P4,offline_physical_parameter_oracle,1,1198,offline_diagnostic_candidate_bank_not_native_Zhou_candidates,0,0.00166944908180301,0,0.00417362270450751,1,0,0,NaN,0,0,0,NaN,0,0.998330550918197,NaN,0
case,C01_nominal_100rpm_10A,P5,offline_plant_replay_oracle,1,1198,offline_diagnostic_candidate_bank_not_native_Zhou_candidates,0,0.00166944908180301,0,0.00250417362270451,1,0,0,NaN,0,0,0,NaN,0,1,NaN,0
case,C02_light_100rpm_4A,P0,causal_original,1,1198,offline_diagnostic_candidate_bank_not_native_Zhou_candidates,0,0,0,0,1,0,0,NaN,0,0,0,NaN,0,0.992070116861436,NaN,0
case,C02_light_100rpm_4A,P1,causal_original,1,1198,offline_diagnostic_candidate_bank_not_native_Zhou_candidates,0,0,0,0,1,0,0,NaN,0,0,0,NaN,0,0.992070116861436,NaN,0
case,C02_light_100rpm_4A,P2a,causal_previous_period_oracle,1,1197,offline_diagnostic_candidate_bank_not_native_Zhou_candidates,0,0.00417710944026733,0,0.00417710944026733,1,0,0,NaN,0,0,0,NaN,0,0.990810359231412,NaN,0
case,C02_light_100rpm_4A,P2b,offline_physical_parameter_oracle,1,1198,offline_diagnostic_candidate_bank_not_native_Zhou_candidates,0,0.010016694490818,0,0.013355592654424,1,0,0,NaN,0,0,0,NaN,0,0.992904841402337,NaN,0
case,C02_light_100rpm_4A,P2c,noncausal_future_endpoint_oracle,0,1198,offline_diagnostic_candidate_bank_not_native_Zhou_candidates,0,0.0108514190317195,0,0.00250417362270451,NaN,0,0,NaN,0,0,0,NaN,0,NaN,NaN,0
case,C02_light_100rpm_4A,P3a,causal_previous_period_oracle,1,1197,offline_diagnostic_candidate_bank_not_native_Zhou_candidates,0,0.00417710944026733,0,0.00417710944026733,1,0,0,NaN,0,0,0,NaN,0,0.990810359231412,NaN,0
case,C02_light_100rpm_4A,P3b,offline_physical_parameter_oracle,1,1198,offline_diagnostic_candidate_bank_not_native_Zhou_candidates,0,0.010016694490818,0,0.013355592654424,1,0,0,NaN,0,0,0,NaN,0,0.992904841402337,NaN,0
case,C02_light_100rpm_4A,P3c,noncausal_future_endpoint_oracle,0,1198,offline_diagnostic_candidate_bank_not_native_Zhou_candidates,0,0.0108514190317195,0,0.00250417362270451,NaN,0,0,NaN,0,0,0,NaN,0,NaN,NaN,0
case,C02_light_100rpm_4A,P4,offline_physical_parameter_oracle,1,1198,offline_diagnostic_candidate_bank_not_native_Zhou_candidates,0,0.0108514190317195,0,0.00250417362270451,1,0,0,NaN,0,0,0,NaN,0,0.993322203672788,NaN,0
case,C02_light_100rpm_4A,P5,offline_plant_replay_oracle,1,1198,offline_diagnostic_candidate_bank_not_native_Zhou_candidates,0,0.0158597662771285,0,0.000834724540901503,1,0,0,NaN,0,0,0,NaN,0,1,NaN,0
case,C03_light_200rpm_6A,P0,causal_original,1,1198,offline_diagnostic_candidate_bank_not_native_Zhou_candidates,0,0,0,0,1,0,0,NaN,0,0,0,NaN,0,1,NaN,0
case,C03_light_200rpm_6A,P1,causal_original,1,1198,offline_diagnostic_candidate_bank_not_native_Zhou_candidates,0,0,0,0,1,0,0,NaN,0,0,0,NaN,0,1,NaN,0
case,C03_light_200rpm_6A,P2a,causal_previous_period_oracle,1,1197,offline_diagnostic_candidate_bank_not_native_Zhou_candidates,0,0.000835421888053467,0,0.012531328320802,1,0,0,NaN,0,0,0,NaN,0,0.999582289055973,NaN,0
case,C03_light_200rpm_6A,P2b,offline_physical_parameter_oracle,1,1198,offline_diagnostic_candidate_bank_not_native_Zhou_candidates,0,0.00500834724540901,0,0.0317195325542571,1,0,0,NaN,0,0,0,NaN,0,0.997495826377296,NaN,0
case,C03_light_200rpm_6A,P2c,noncausal_future_endpoint_oracle,0,1198,offline_diagnostic_candidate_bank_not_native_Zhou_candidates,0,0,0,0.0208681135225376,NaN,0,0,NaN,0,0,0,NaN,0,NaN,NaN,0
case,C03_light_200rpm_6A,P3a,causal_previous_period_oracle,1,1197,offline_diagnostic_candidate_bank_not_native_Zhou_candidates,0,0.000835421888053467,0,0.012531328320802,1,0,0,NaN,0,0,0,NaN,0,0.999582289055973,NaN,0
case,C03_light_200rpm_6A,P3b,offline_physical_parameter_oracle,1,1198,offline_diagnostic_candidate_bank_not_native_Zhou_candidates,0,0.00500834724540901,0,0.0317195325542571,1,0,0,NaN,0,0,0,NaN,0,0.997495826377296,NaN,0
case,C03_light_200rpm_6A,P3c,noncausal_future_endpoint_oracle,0,1198,offline_diagnostic_candidate_bank_not_native_Zhou_candidates,0,0,0,0.0208681135225376,NaN,0,0,NaN,0,0,0,NaN,0,NaN,NaN,0
case,C03_light_200rpm_6A,P4,offline_physical_parameter_oracle,1,1198,offline_diagnostic_candidate_bank_not_native_Zhou_candidates,0,0,0,0.0208681135225376,1,0,0,NaN,0,0,0,NaN,0,1,NaN,0
case,C03_light_200rpm_6A,P5,offline_plant_replay_oracle,1,1198,offline_diagnostic_candidate_bank_not_native_Zhou_candidates,0,0,0,0.00500834724540901,1,0,0,NaN,0,0,0,NaN,0,1,NaN,0
case,C04_high_200rpm_18A,P0,causal_original,1,1198,offline_diagnostic_candidate_bank_not_native_Zhou_candidates,0,0,0,0,0.999165275459099,1,0,0,0,0,0,NaN,0,0.997913188647746,NaN,0.0158597662771285
case,C04_high_200rpm_18A,P1,causal_original,1,1198,offline_diagnostic_candidate_bank_not_native_Zhou_candidates,0,0,0,0,0.999165275459099,1,0,0,0,0,0,NaN,0,0.997913188647746,NaN,0.0158597662771285
case,C04_high_200rpm_18A,P2a,causal_previous_period_oracle,1,1197,offline_diagnostic_candidate_bank_not_native_Zhou_candidates,0,0.00334168755221387,0,0.0108604845446951,0.999164578111946,1,0,0,0,0,0,NaN,0,0.996240601503759,NaN,0.0158730158730159
case,C04_high_200rpm_18A,P2b,offline_physical_parameter_oracle,1,1198,offline_diagnostic_candidate_bank_not_native_Zhou_candidates,0,0.00333889816360601,0,0.0225375626043406,0.999165275459099,1,0,0,0,0,0,NaN,0,0.996243739565943,NaN,0.0158597662771285
case,C04_high_200rpm_18A,P2c,noncausal_future_endpoint_oracle,0,1198,offline_diagnostic_candidate_bank_not_native_Zhou_candidates,0,0,0,0.0141903171953255,NaN,0,0,NaN,0,0,0,NaN,0,NaN,NaN,0.0158597662771285
case,C04_high_200rpm_18A,P3a,causal_previous_period_oracle,1,1197,offline_diagnostic_candidate_bank_not_native_Zhou_candidates,0,0.00334168755221387,0,0.0108604845446951,0.999164578111946,1,0,0,0,0,0,NaN,0,0.996240601503759,NaN,0.0158730158730159
case,C04_high_200rpm_18A,P3b,offline_physical_parameter_oracle,1,1198,offline_diagnostic_candidate_bank_not_native_Zhou_candidates,0,0.00333889816360601,0,0.0225375626043406,0.999165275459099,1,0,0,0,0,0,NaN,0,0.996243739565943,NaN,0.0158597662771285
case,C04_high_200rpm_18A,P3c,noncausal_future_endpoint_oracle,0,1198,offline_diagnostic_candidate_bank_not_native_Zhou_candidates,0,0,0,0.0141903171953255,NaN,0,0,NaN,0,0,0,NaN,0,NaN,NaN,0.0158597662771285
case,C04_high_200rpm_18A,P4,offline_physical_parameter_oracle,1,1198,offline_diagnostic_candidate_bank_not_native_Zhou_candidates,0,0,0,0.0141903171953255,0.999165275459099,1,0,0,0,0,0,NaN,0,0.997913188647746,NaN,0.0158597662771285
case,C04_high_200rpm_18A,P5,offline_plant_replay_oracle,1,1198,offline_diagnostic_candidate_bank_not_native_Zhou_candidates,0.000834724540901503,0.00417362270450751,0,0.011686143572621,1,1,1,1,0,0,0,NaN,0,1,NaN,0.01669449081803
case,C05_negative_id,P0,causal_original,1,1198,offline_diagnostic_candidate_bank_not_native_Zhou_candidates,0,0,0,0,0.989983305509182,12,0,0,0,11,0,0,0,0.995409015025042,NaN,0.0517529215358932
case,C05_negative_id,P1,causal_original,1,1198,offline_diagnostic_candidate_bank_not_native_Zhou_candidates,0,0,0,0,0.989983305509182,12,0,0,0,11,0,0,0,0.995409015025042,NaN,0.0517529215358932
case,C05_negative_id,P2a,causal_previous_period_oracle,1,1197,offline_diagnostic_candidate_bank_not_native_Zhou_candidates,0,0.00584795321637427,0,0.00918964076858814,0.989974937343358,12,0,0,0,11,0,0,0,0.994152046783626,NaN,0.051796157059315
case,C05_negative_id,P2b,offline_physical_parameter_oracle,1,1198,offline_diagnostic_candidate_bank_not_native_Zhou_candidates,0.000834724540901503,0.00918196994991653,0.000834724540901503,0.0258764607679466,0.990818030050084,12,1,0.0833333333333333,0,11,1,0.0909090909090909,0,0.991652754590985,NaN,0.0509181969949917
case,C05_negative_id,P2c,noncausal_future_endpoint_oracle,0,1198,offline_diagnostic_candidate_bank_not_native_Zhou_candidates,0.000834724540901503,0.0125208681135225,0.000834724540901503,0.0108514190317195,NaN,0,0,NaN,0,0,0,NaN,0,NaN,NaN,0.0509181969949917
case,C05_negative_id,P3a,causal_previous_period_oracle,1,1197,offline_diagnostic_candidate_bank_not_native_Zhou_candidates,0,0.00584795321637427,0,0.00918964076858814,0.989974937343358,12,0,0,0,11,0,0,0,0.994152046783626,NaN,0.051796157059315
case,C05_negative_id,P3b,offline_physical_parameter_oracle,1,1198,offline_diagnostic_candidate_bank_not_native_Zhou_candidates,0.000834724540901503,0.00918196994991653,0.000834724540901503,0.0258764607679466,0.990818030050084,12,1,0.0833333333333333,0,11,1,0.0909090909090909,0,0.991652754590985,NaN,0.0509181969949917
case,C05_negative_id,P3c,noncausal_future_endpoint_oracle,0,1198,offline_diagnostic_candidate_bank_not_native_Zhou_candidates,0.000834724540901503,0.0125208681135225,0.000834724540901503,0.0108514190317195,NaN,0,0,NaN,0,0,0,NaN,0,NaN,NaN,0.0509181969949917
case,C05_negative_id,P4,offline_physical_parameter_oracle,1,1198,offline_diagnostic_candidate_bank_not_native_Zhou_candidates,0.000834724540901503,0.0125208681135225,0.000834724540901503,0.0108514190317195,0.990818030050084,12,1,0.0833333333333333,0,11,1,0.0909090909090909,0,0.993322203672788,NaN,0.0509181969949917
case,C05_negative_id,P5,offline_plant_replay_oracle,1,1198,offline_diagnostic_candidate_bank_not_native_Zhou_candidates,0.010016694490818,0.00918196994991653,0.00918196994991653,0.0108514190317195,1,12,12,1,0,11,11,1,0,1,NaN,0.0601001669449082
case,C06_low_bus_43p2V,P0,causal_original,1,1198,offline_diagnostic_candidate_bank_not_native_Zhou_candidates,0,0,0,0,0.996661101836394,4,0,0,0,3,0,0,0,0.991235392320534,NaN,0.122704507512521
case,C06_low_bus_43p2V,P1,causal_original,1,1198,offline_diagnostic_candidate_bank_not_native_Zhou_candidates,0,0,0,0,0.996661101836394,4,0,0,0,3,0,0,0,0.991235392320534,NaN,0.122704507512521
case,C06_low_bus_43p2V,P2a,causal_previous_period_oracle,1,1197,offline_diagnostic_candidate_bank_not_native_Zhou_candidates,0.000835421888053467,0.0325814536340852,0.000835421888053467,0.0100250626566416,0.99749373433584,4,1,0.25,0,3,1,0.333333333333333,0,0.977443609022556,NaN,0.121971595655806
case,C06_low_bus_43p2V,P2b,offline_physical_parameter_oracle,1,1198,offline_diagnostic_candidate_bank_not_native_Zhou_candidates,0.00417362270450751,0.0450751252086811,0.00417362270450751,0.0175292153589316,0.99415692821369,4,1,0.25,4,3,1,0.333333333333333,4,0.971202003338898,NaN,0.125208681135225
case,C06_low_bus_43p2V,P2c,noncausal_future_endpoint_oracle,0,1198,offline_diagnostic_candidate_bank_not_native_Zhou_candidates,0.00166944908180301,0.0350584307178631,0.000834724540901503,0.0108514190317195,NaN,0,0,NaN,0,0,0,NaN,0,NaN,NaN,0.122704507512521
case,C06_low_bus_43p2V,P3a,causal_previous_period_oracle,1,1197,offline_diagnostic_candidate_bank_not_native_Zhou_candidates,0.000835421888053467,0.0325814536340852,0.000835421888053467,0.0100250626566416,0.99749373433584,4,1,0.25,0,3,1,0.333333333333333,0,0.977443609022556,NaN,0.121971595655806
case,C06_low_bus_43p2V,P3b,offline_physical_parameter_oracle,1,1198,offline_diagnostic_candidate_bank_not_native_Zhou_candidates,0.00417362270450751,0.0450751252086811,0.00417362270450751,0.0175292153589316,0.99415692821369,4,1,0.25,4,3,1,0.333333333333333,4,0.971202003338898,NaN,0.125208681135225
case,C06_low_bus_43p2V,P3c,noncausal_future_endpoint_oracle,0,1198,offline_diagnostic_candidate_bank_not_native_Zhou_candidates,0.00166944908180301,0.0350584307178631,0.000834724540901503,0.0108514190317195,NaN,0,0,NaN,0,0,0,NaN,0,NaN,NaN,0.122704507512521
case,C06_low_bus_43p2V,P4,offline_physical_parameter_oracle,1,1198,offline_diagnostic_candidate_bank_not_native_Zhou_candidates,0.00166944908180301,0.0350584307178631,0.000834724540901503,0.0108514190317195,0.998330550918197,4,2,0.5,0,3,1,0.333333333333333,0,0.979549248747913,NaN,0.122704507512521
case,C06_low_bus_43p2V,P5,offline_plant_replay_oracle,1,1198,offline_diagnostic_candidate_bank_not_native_Zhou_candidates,0.00333889816360601,0.0175292153589316,0.00250417362270451,0.0183639398998331,1,4,4,1,0,3,3,1,0,1,NaN,0.124373956594324
case,C07_known_false_safe,P0,causal_original,1,29,offline_diagnostic_candidate_bank_not_native_Zhou_candidates,0,0,0,0,0.931034482758621,2,0,0,0,2,0,0,0,0.931034482758621,0,0
case,C07_known_false_safe,P1,causal_original,1,29,offline_diagnostic_candidate_bank_not_native_Zhou_candidates,0,0,0,0,0.931034482758621,2,0,0,0,2,0,0,0,0.931034482758621,0,0
case,C07_known_false_safe,P2a,causal_previous_period_oracle,1,28,offline_diagnostic_candidate_bank_not_native_Zhou_candidates,0,0.107142857142857,0,0.0357142857142857,0.928571428571429,2,0,0,0,2,0,0,0,0.982142857142857,0,0
case,C07_known_false_safe,P2b,offline_physical_parameter_oracle,1,29,offline_diagnostic_candidate_bank_not_native_Zhou_candidates,0,0.137931034482759,0,0.0689655172413793,0.931034482758621,2,0,0,0,2,0,0,0,1,0,0
case,C07_known_false_safe,P2c,noncausal_future_endpoint_oracle,0,29,offline_diagnostic_candidate_bank_not_native_Zhou_candidates,0.0344827586206897,0.137931034482759,0.0344827586206897,0.206896551724138,NaN,0,0,NaN,0,0,0,NaN,0,NaN,0,0.0344827586206897
case,C07_known_false_safe,P3a,causal_previous_period_oracle,1,28,offline_diagnostic_candidate_bank_not_native_Zhou_candidates,0,0.107142857142857,0,0.0357142857142857,0.928571428571429,2,0,0,0,2,0,0,0,0.982142857142857,0,0
case,C07_known_false_safe,P3b,offline_physical_parameter_oracle,1,29,offline_diagnostic_candidate_bank_not_native_Zhou_candidates,0,0.137931034482759,0,0.0689655172413793,0.931034482758621,2,0,0,0,2,0,0,0,1,0,0
case,C07_known_false_safe,P3c,noncausal_future_endpoint_oracle,0,29,offline_diagnostic_candidate_bank_not_native_Zhou_candidates,0.0344827586206897,0.137931034482759,0.0344827586206897,0.206896551724138,NaN,0,0,NaN,0,0,0,NaN,0,NaN,0,0.0344827586206897
case,C07_known_false_safe,P4,offline_physical_parameter_oracle,1,29,offline_diagnostic_candidate_bank_not_native_Zhou_candidates,0.0344827586206897,0.137931034482759,0.0344827586206897,0.206896551724138,0.96551724137931,2,1,0.5,0,2,1,0.5,0,1,0,0.0344827586206897
case,C07_known_false_safe,P5,offline_plant_replay_oracle,1,29,offline_diagnostic_candidate_bank_not_native_Zhou_candidates,0.0689655172413793,0.137931034482759,0.0689655172413793,0.655172413793103,1,2,2,1,0,2,2,1,0,1,0,0.0689655172413793
case,C08_S2_nontrigger,P0,causal_original,1,1198,offline_diagnostic_candidate_bank_not_native_Zhou_candidates,0,0,0,0,1,0,0,NaN,0,0,0,NaN,0,0.998330550918197,NaN,0
case,C08_S2_nontrigger,P1,causal_original,1,1198,offline_diagnostic_candidate_bank_not_native_Zhou_candidates,0,0,0,0,1,0,0,NaN,0,0,0,NaN,0,0.998330550918197,NaN,0
case,C08_S2_nontrigger,P2a,causal_previous_period_oracle,1,1197,offline_diagnostic_candidate_bank_not_native_Zhou_candidates,0,0,0,0.0050125313283208,1,0,0,NaN,0,0,0,NaN,0,0.998329156223893,NaN,0
case,C08_S2_nontrigger,P2b,offline_physical_parameter_oracle,1,1198,offline_diagnostic_candidate_bank_not_native_Zhou_candidates,0,0.00584307178631052,0,0.00500834724540901,1,0,0,NaN,0,0,0,NaN,0,0.996243739565943,NaN,0
case,C08_S2_nontrigger,P2c,noncausal_future_endpoint_oracle,0,1198,offline_diagnostic_candidate_bank_not_native_Zhou_candidates,0,0.00250417362270451,0,0.00500834724540901,NaN,0,0,NaN,0,0,0,NaN,0,NaN,NaN,0
case,C08_S2_nontrigger,P3a,causal_previous_period_oracle,1,1197,offline_diagnostic_candidate_bank_not_native_Zhou_candidates,0,0,0,0.0050125313283208,1,0,0,NaN,0,0,0,NaN,0,0.998329156223893,NaN,0
case,C08_S2_nontrigger,P3b,offline_physical_parameter_oracle,1,1198,offline_diagnostic_candidate_bank_not_native_Zhou_candidates,0,0.00584307178631052,0,0.00500834724540901,1,0,0,NaN,0,0,0,NaN,0,0.996243739565943,NaN,0
case,C08_S2_nontrigger,P3c,noncausal_future_endpoint_oracle,0,1198,offline_diagnostic_candidate_bank_not_native_Zhou_candidates,0,0.00250417362270451,0,0.00500834724540901,NaN,0,0,NaN,0,0,0,NaN,0,NaN,NaN,0
case,C08_S2_nontrigger,P4,offline_physical_parameter_oracle,1,1198,offline_diagnostic_candidate_bank_not_native_Zhou_candidates,0,0.00250417362270451,0,0.00500834724540901,1,0,0,NaN,0,0,0,NaN,0,0.997913188647746,NaN,0
case,C08_S2_nontrigger,P5,offline_plant_replay_oracle,1,1198,offline_diagnostic_candidate_bank_not_native_Zhou_candidates,0,0.00333889816360601,0,0.00333889816360601,1,0,0,NaN,0,0,0,NaN,0,1,NaN,0
case,C09_S2_boundary,P0,causal_original,1,1198,offline_diagnostic_candidate_bank_not_native_Zhou_candidates,0,0,0,0,0.999165275459099,1,0,0,0,1,0,0,0,0.997495826377296,0,0
case,C09_S2_boundary,P1,causal_original,1,1198,offline_diagnostic_candidate_bank_not_native_Zhou_candidates,0,0,0,0,0.999165275459099,1,0,0,0,1,0,0,0,0.997495826377296,0,0
case,C09_S2_boundary,P2a,causal_previous_period_oracle,1,1197,offline_diagnostic_candidate_bank_not_native_Zhou_candidates,0,0.0108604845446951,0,0.00417710944026733,0.999164578111946,1,0,0,0,1,0,0,0,0.993734335839599,0,0
case,C09_S2_boundary,P2b,offline_physical_parameter_oracle,1,1198,offline_diagnostic_candidate_bank_not_native_Zhou_candidates,0,0.00250417362270451,0,0.00417362270450751,0.999165275459099,1,0,0,0,1,0,0,0,0.998747913188648,0,0
case,C09_S2_boundary,P2c,noncausal_future_endpoint_oracle,0,1198,offline_diagnostic_candidate_bank_not_native_Zhou_candidates,0,0.00417362270450751,0,0.00417362270450751,NaN,0,0,NaN,0,0,0,NaN,0,NaN,0,0
case,C09_S2_boundary,P3a,causal_previous_period_oracle,1,1197,offline_diagnostic_candidate_bank_not_native_Zhou_candidates,0,0.0108604845446951,0,0.00417710944026733,0.999164578111946,1,0,0,0,1,0,0,0,0.993734335839599,0,0
case,C09_S2_boundary,P3b,offline_physical_parameter_oracle,1,1198,offline_diagnostic_candidate_bank_not_native_Zhou_candidates,0,0.00250417362270451,0,0.00417362270450751,0.999165275459099,1,0,0,0,1,0,0,0,0.998747913188648,0,0
case,C09_S2_boundary,P3c,noncausal_future_endpoint_oracle,0,1198,offline_diagnostic_candidate_bank_not_native_Zhou_candidates,0,0.00417362270450751,0,0.00417362270450751,NaN,0,0,NaN,0,0,0,NaN,0,NaN,0,0
case,C09_S2_boundary,P4,offline_physical_parameter_oracle,1,1198,offline_diagnostic_candidate_bank_not_native_Zhou_candidates,0,0.00417362270450751,0,0.00417362270450751,0.999165275459099,1,0,0,0,1,0,0,0,0.999582637729549,0,0
case,C09_S2_boundary,P5,offline_plant_replay_oracle,1,1198,offline_diagnostic_candidate_bank_not_native_Zhou_candidates,0.000834724540901503,0.00500834724540901,0.000834724540901503,0.0233722871452421,1,1,1,1,0,1,1,1,0,1,0,0.000834724540901503
case,D01_iq_step,P0,causal_original,1,451,offline_diagnostic_candidate_bank_not_native_Zhou_candidates,0,0,0,0,0.995565410199557,2,0,0,0,2,0,0,0,0.998891352549889,NaN,0.00886917960088692
case,D01_iq_step,P1,causal_original,1,451,offline_diagnostic_candidate_bank_not_native_Zhou_candidates,0,0,0,0,0.995565410199557,2,0,0,0,2,0,0,0,0.998891352549889,NaN,0.00886917960088692
case,D01_iq_step,P2a,causal_previous_period_oracle,1,450,offline_diagnostic_candidate_bank_not_native_Zhou_candidates,0,0.00222222222222222,0,0.0111111111111111,0.995555555555556,2,0,0,0,2,0,0,0,1,NaN,0.00888888888888889
case,D01_iq_step,P2b,offline_physical_parameter_oracle,1,451,offline_diagnostic_candidate_bank_not_native_Zhou_candidates,0,0.00221729490022173,0,0.0110864745011086,0.995565410199557,2,0,0,0,2,0,0,0,1,NaN,0.00886917960088692
case,D01_iq_step,P2c,noncausal_future_endpoint_oracle,0,451,offline_diagnostic_candidate_bank_not_native_Zhou_candidates,0.00221729490022173,0.00221729490022173,0.00221729490022173,0.0199556541019956,NaN,0,0,NaN,0,0,0,NaN,0,NaN,NaN,0.0110864745011086
