cohort_type,cohort,predictor,causality_class,registered_sample_count,valid_sample_count,ed_mean_A,eq_mean_A,ed_rms_A,eq_rms_A,vector_rms_A,ed_peak_A,eq_peak_A,vector_peak_A,false_safe_d_count,false_safe_q_count,false_safe_joint_count,false_safe_joint_rate,false_alarm_joint_rate,maximum_consecutive_false_safe,predicted_joint_pass_rate,actual_joint_pass_rate,steady_vector_rms_A,dynamic_vector_rms_A,S2_near_vector_rms_A,top1_flip_vs_P0_rate,mode_flip_vs_P0_rate,diagnostic_top1_voltage_changed_rate
category,dynamic,P1,causal_original,4502,4502,0.00608081507898577,-0.000380624184930172,0.0351177712426888,0.0103810449696395,0.0366199938792389,0.569829626910681,0.106986007389367,0.571712315009716,132,22,145,0.0322079075966237,0,2,0.997112394491337,0.964904486894713,0.0148678355814113,0.0456397232291263,NaN,0,0,0.0339848956019547
category,dynamic,P2a,causal_previous_period_oracle,4502,4497,0.00268537908444285,-0.000167480842065304,0.0185756574500646,0.00804742061400457,0.0202439133628073,0.268790129771214,0.0917661431034346,0.269943850411366,67,6,66,0.0146764509673115,0.00200133422281521,1,0.977540582610629,0.964865465866133,0.0128456034202335,0.0239227050039366,NaN,0.00688582852065749,0.00644158151932474,0.0373167481119502
category,dynamic,P2b,offline_physical_parameter_oracle,4502,4502,0.00179325789365623,0.000106298094189756,0.0180661189595203,0.0109446337135444,0.0211227285496735,0.19168779046709,0.0888965852280748,0.193922473833808,58,2,54,0.011994669035984,0.00866281652598845,1,0.968236339404709,0.964904486894713,0.0188748077545039,0.0224885355969914,NaN,0.00644158151932474,0.00555308751665926,0.0382052421146157
category,dynamic,P2c,noncausal_future_endpoint_oracle,4502,4502,0.000912171201017445,-5.79030028364713e-05,0.00716900911702163,0.00351726498371289,0.00798535188239016,0.0925888265851282,0.031296285251917,0.0933398900547449,56,4,55,0.0122167925366504,0.00422034651266104,1,0.972900932918703,0.964904486894713,0.00592445967210256,0.00909708484353549,NaN,0.00821856952465571,0.00533096401599289,0.0382052421146157
category,dynamic,P3a,causal_previous_period_oracle,4502,4497,0.00268537908444285,-0.000167480842065304,0.0185756574500646,0.00804742061400457,0.0202439133628073,0.268790129771214,0.0917661431034346,0.269943850411366,67,6,66,0.0146764509673115,0.00200133422281521,1,0.977540582610629,0.964865465866133,0.0128456034202335,0.0239227050039366,NaN,0.00688582852065749,0.00644158151932474,0.0373167481119502
category,dynamic,P3b,offline_physical_parameter_oracle,4502,4502,0.00179325789365623,0.000106298094189756,0.0180661189595203,0.0109446337135444,0.0211227285496735,0.19168779046709,0.0888965852280748,0.193922473833808,58,2,54,0.011994669035984,0.00866281652598845,1,0.968236339404709,0.964904486894713,0.0188748077545039,0.0224885355969914,NaN,0.00644158151932474,0.00555308751665926,0.0382052421146157
category,dynamic,P3c,noncausal_future_endpoint_oracle,4502,4502,0.000912171201017445,-5.79030028364713e-05,0.00716900911702163,0.00351726498371289,0.00798535188239016,0.0925888265851282,0.031296285251917,0.0933398900547449,56,4,55,0.0122167925366504,0.00422034651266104,1,0.972900932918703,0.964904486894713,0.00592445967210256,0.00909708484353549,NaN,0.00821856952465571,0.00533096401599289,0.0382052421146157
category,dynamic,P4,offline_physical_parameter_oracle,4502,4502,0.000898119481809403,0.000146279117718848,0.00712928007733084,0.00354326456070701,0.00796124099422877,0.0920978434860289,0.0313737444097466,0.0928817907916543,56,4,55,0.0122167925366504,0.00422034651266104,1,0.972900932918703,0.964904486894713,0.00591521737160763,0.00906588349371319,NaN,0.00821856952465571,0.00533096401599289,0.0382052421146157
category,dynamic,P5,offline_plant_replay_oracle,4502,4502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.964904486894713,0.964904486894713,0,0,NaN,0.00777432252332297,0.00466459351399378,0.0390937361172812
category,parameter,P0,causal_original,9584,9584,0.00681546884526123,-0.000749049342228173,0.0468114719393654,0.0344094041618414,0.0580975128547079,0.349679524779984,0.272063735996219,0.352540093133155,320,209,463,0.0483096828046745,0,1,1,0.951690317195326,0.047726272089765,0.0668519748327992,NaN,0,0,0.0566569282136895
category,parameter,P1,causal_original,9584,9584,0.00902199133261118,-0.0750171944844919,0.333512484625185,0.365780549804238,0.495000997994908,0.708538820598227,0.861235177114906,1.07672867772599,135,204,207,0.0215984974958264,0.417988313856427,1,0.555300500834724,0.951690317195326,0.494716858284159,0.495284028379216,NaN,0.237166110183639,0.145659432387312,0.238209515859766
category,parameter,P2a,causal_previous_period_oracle,9584,9576,0.00292531555683047,-0.000338356315240735,0.0691585211147182,0.0705090614861077,0.09876451181688,0.381284514204257,0.368891604066744,0.527630896212012,242,152,296,0.0309106098579783,0.033312447786132,1,0.949352548036759,0.951754385964912,0.0973724898872346,0.100134908984462,NaN,0.0342237061769616,0.0161727879799666,0.0816986644407346
category,parameter,P2b,offline_physical_parameter_oracle,9584,9584,-0.000338701586367381,0.0743505932336977,0.332989615687668,0.366205746158304,0.494963364982885,0.721798789173064,0.849643265841415,0.932835107893981,221,5,134,0.0139816360601002,0.422579298831386,1,0.54309265442404,0.951690317195326,0.495554293208839,0.494373703705464,NaN,0.358409849749583,0.158597662771285,0.368113522537563
category,parameter,P2c,noncausal_future_endpoint_oracle,9584,9584,0.000963851355183835,-8.27555001771217e-05,0.0488747712684708,0.0515211372058231,0.0710152859990481,0.207457327856549,0.213829380998437,0.288581654686544,162,168,271,0.0282762938230384,0.0271285475792988,1,0.952838063439065,0.951690317195326,0.0710128981364599,0.0710176658222069,NaN,0.0359974958263773,0.0299457429048414,0.0694908180300501
category,parameter,P3a,causal_previous_period_oracle,9584,9576,0.00292032237003653,-0.000317957562073642,0.0175206317068247,0.00864922132400421,0.0195392314310927,0.122368951900223,0.0462974439557904,0.128671646975446,86,0,64,0.00668337510442774,0.00365497076023392,1,0.954782790309106,0.951754385964912,0.0134500384952344,0.0241313952905874,NaN,0.0215984974958264,0.0206594323873122,0.0567612687813022
category,parameter,P3b,offline_physical_parameter_oracle,9584,9584,0.00186782090098255,8.24480914340245e-05,0.0169617249586673,0.0104427962979491,0.0199186372047371,0.0976678154446985,0.0431303422967577,0.106767170049483,88,4,74,0.0077212020033389,0.00573873121869783,1,0.953672787979967,0.951690317195326,0.0175632225024877,0.022016883228663,NaN,0.0218071786310518,0.0205550918196995,0.0584307178631052
category,parameter,P3c,noncausal_future_endpoint_oracle,9584,9584,0.000972128353345694,-0.000104879564299914,0.00657225637143039,0.00361481052169622,0.00750076055607516,0.0443948322507105,0.0179241068803151,0.0471113243637118,60,0,43,0.00448664440734558,0.00146076794657763,1,0.954716193656094,0.951690317195326,0.00581543265191609,0.0088672855901269,NaN,0.0229549248747913,0.0202420701168614,0.0604131886477462
category,parameter,P4,offline_physical_parameter_oracle,9584,9584,0.00089636390574856,0.00017274276659598,0.0065329478130846,0.00365635193029519,0.00748654236391275,0.0441880457810916,0.0179460509966862,0.0466798578527905,60,0,43,0.00448664440734558,0.00146076794657763,1,0.954716193656094,0.951690317195326,0.0058119482035145,0.008845544601521,NaN,0.0229549248747913,0.0202420701168614,0.0604131886477462
category,parameter,P5,offline_plant_replay_oracle,9584,9584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.951690317195326,0.951690317195326,0,0,NaN,0.0226419031719533,0.0196160267111853,0.0588480801335559
phase,dynamic,P0,causal_original,12791,12791,0.0112937188317141,-0.00112400157755624,0.0509152783167194,0.0229508540948016,0.0558489683857265,0.569829626910681,0.272063735996219,0.571712315009716,349,137,436,0.0340864670471425,0,11,0.998280040653585,0.964193573606442,NaN,0.0558489683857265,0.333180463861946,0,0,0.037604565710265
phase,dynamic,P1,causal_original,12791,12791,0.0120576759110519,-0.0290883892633278,0.205499875440728,0.226420760853678,0.305772071569189,0.708538820598227,0.861235177114906,1.07672867772599,257,135,305,0.0238448909389414,0.156281760612931,11,0.831756703932452,0.964193573606442,NaN,0.305772071569189,0.333180463861946,0.088499726370104,0.0540223594715034,0.105542959893675
phase,dynamic,P2a,causal_previous_period_oracle,12791,12767,0.00490645726414458,-0.000490337410814423,0.0469114066424024,0.0438075050940082,0.0641854934991574,0.381284514204257,0.368891604066744,0.527630896212012,233,87,258,0.0202083496514451,0.0142555024672985,11,0.970235764079267,0.96428291689512,NaN,0.0641854934991574,0.156290685502699,0.0147760143851145,0.00758345711828629,0.04706434211555
phase,dynamic,P2b,offline_physical_parameter_oracle,12791,12791,0.00247414623621624,0.0278904626883398,0.201553285674474,0.226665575222687,0.303316682622647,0.721798789173064,0.849643265841415,0.932835107893981,202,5,147,0.0114924556328669,0.162457978265968,10,0.813228050973341,0.964193573606442,NaN,0.303316682622647,0.107617805270988,0.135720428426237,0.0605112970057071,0.154718161207099
phase,dynamic,P2c,noncausal_future_endpoint_oracle,12791,12791,0.00164987554812206,-0.00016209376494337,0.0307694281638022,0.0315523131145109,0.0440716027891376,0.207457327856549,0.213829380998437,0.288581654686544,161,88,214,0.0167305136424048,0.0125869752169494,10,0.968337112031897,0.964193573606442,NaN,0.0440716027891376,0.0543178242153053,0.0166523336721132,0.0127433351575326,0.0434680634821359
phase,dynamic,P3a,causal_previous_period_oracle,12791,12767,0.00491472336836746,-0.000483043250121201,0.0225789496965153,0.008060936177831,0.0239747296431229,0.268790129771214,0.0917661431034346,0.269943850411366,158,8,141,0.0110440980653247,0.00321140440197384,11,0.972115610558471,0.96428291689512,NaN,0.0239747296431229,0.156290685502699,0.0100070361973262,0.00906887655382691,0.0379172855914315
phase,dynamic,P3b,offline_physical_parameter_oracle,12791,12791,0.00323810331555406,-7.39249974316588e-05,0.0192539407216321,0.00978287030196427,0.0215967308789357,0.19168779046709,0.0888965852280748,0.193922473833808,137,5,119,0.00930341646470174,0.00711437729653663,10,0.966382612774607,0.964193573606442,NaN,0.0215967308789357,0.107617805270988,0.0104761160190759,0.00914705652411852,0.0391681651160973
phase,dynamic,P3c,noncausal_future_endpoint_oracle,12791,12791,0.00165314322981883,-0.000161356592718321,0.00822094208296834,0.00340326665217573,0.00889753407621074,0.0933492054385902,0.031296285251917,0.0949396561514683,113,3,101,0.00789617699945274,0.00297083887108123,10,0.969118911734814,0.964193573606442,NaN,0.00889753407621074,0.0543178242153053,0.0116488155734501,0.00914705652411852,0.040028144789305
phase,dynamic,P4,offline_physical_parameter_oracle,12791,12791,0.00159992323249539,5.98736053387886e-05,0.00817990188363812,0.00344027574910698,0.00887391075320459,0.092756268720603,0.0313737444097466,0.0942986359173332,113,3,101,0.00789617699945274,0.00297083887108123,10,0.969118911734814,0.964193573606442,NaN,0.00887391075320459,0.0538730115446481,0.0116488155734501,0.00914705652411852,0.040028144789305
phase,dynamic,P5,offline_plant_replay_oracle,12791,12791,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.964193573606442,0.964193573606442,NaN,0,0,0.012665155187241,0.0096943163161598,0.0408881244625127
phase,steady,P0,causal_original,11362,11362,4.58399826864846e-05,-1.71403775652655e-05,0.023025876477271,0.0226007644166652,0.0322643075202947,0.195077886833449,0.181364406335703,0.250863278055335,228,109,303,0.0266678401689843,0,2,1,0.973332159831016,0.0322643075202947,NaN,NaN,0,0,0.0397817285689139
phase,steady,P1,causal_original,11362,11362,0.00104703136773777,-0.031181849069235,0.218822279806953,0.235051382420826,0.321142246547933,0.595223030187195,0.701808754187343,0.896527521262364,135,106,178,0.0156662559408555,0.176641436366837,2,0.812356979405034,0.973332159831016,0.321142246547933,NaN,NaN,0.10042246083436,0.0620489350466467,0.116440767470516
phase,steady,P2a,causal_previous_period_oracle,11362,11362,2.45742127089351e-05,-2.05454706559097e-05,0.0443182322534355,0.0458061744230182,0.0637362638169309,0.319367099385818,0.244433322761907,0.363807425009505,174,74,195,0.017162471395881,0.0159302939623306,1,0.974564337264566,0.973332159831016,0.0637362638169309,NaN,NaN,0.0152261925717303,0.00783312797042774,0.051487414187643
phase,steady,P2b,offline_physical_parameter_oracle,11362,11362,-0.00106310034831162,0.0313757396975236,0.219440329031738,0.235345548794151,0.32177878323901,0.721798789171582,0.693462478019281,0.923798917452509,153,4,108,0.00950536877310333,0.18561872909699,1,0.797218799507129,0.973332159831016,0.32177878323901,NaN,NaN,0.152790001760253,0.068473860235874,0.17250484069706
phase,steady,P2c,noncausal_future_endpoint_oracle,11362,11362,-1.53586693197385e-06,1.68672113474704e-05,0.0317445515059542,0.0336231224754423,0.0462410090213522,0.192882641419794,0.202780722864713,0.275335986221402,126,84,178,0.0156662559408555,0.0138179897905298,1,0.975180425981341,0.973332159831016,0.0462410090213522,NaN,NaN,0.0154022179193804,0.0133779264214047,0.045678577715191
phase,steady,P3a,causal_previous_period_oracle,11362,11362,1.10776355788377e-05,-1.15493510680095e-05,0.00957662596774973,0.00738920135759602,0.0120959522828621,0.0397002638473882,0.0340484854215362,0.0467203901168806,93,1,80,0.00704101390600246,0.00334448160535117,1,0.977028692131667,0.973332159831016,0.0120959522828621,NaN,NaN,0.00994543214222848,0.00994543214222848,0.0407498679809893
phase,steady,P3b,offline_physical_parameter_oracle,11362,11362,-6.19089632603289e-05,0.00021103100585391,0.0134849700353877,0.00948780859896713,0.0164882663996534,0.0464951719611624,0.0373034853361069,0.0542509385681271,85,3,76,0.00668896321070234,0.00888928005632811,1,0.97113184298539,0.973332159831016,0.0164882663996534,NaN,NaN,0.00985741946840345,0.00985741946840345,0.0413659566977645
phase,steady,P3c,noncausal_future_endpoint_oracle,11362,11362,1.76723408895741e-06,-2.62462111894817e-06,0.00435456494285402,0.00319543549022435,0.00540120762549623,0.0186647192978497,0.0144362928099504,0.0225439268435131,72,1,63,0.00554479845097694,0.00299243091005105,1,0.975884527371942,0.973332159831016,0.00540120762549623,NaN,NaN,0.0100334448160535,0.00924133075162823,0.0418940327407147
phase,steady,P4,offline_physical_parameter_oracle,11362,11362,-6.09503183777002e-05,0.000216262695464706,0.00432438156511446,0.00323818914212142,0.00540242027621462,0.0181108967048298,0.014925704540488,0.0218075061930833,72,1,63,0.00554479845097694,0.00299243091005105,1,0.975884527371942,0.973332159831016,0.00540242027621462,NaN,NaN,0.0100334448160535,0.00924133075162823,0.0418940327407147
phase,steady,P5,offline_plant_replay_oracle,11362,11362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.973332159831016,0.973332159831016,0,NaN,NaN,0.00985741946840345,0.00906530540397817,0.0413659566977645
case,C01_nominal_100rpm_10A,P0,causal_original,1198,1198,0.00107387275772715,-0.000456664635102588,0.00624485049216988,0.00372780156374247,0.0072728716589938,0.0366387946044571,0.0160433171346286,0.0382871477817572,3,1,3,0.00250417362270451,0,1,1,0.997495826377296,0.00456809907957606,0.0092095080229986,NaN,0,0,0
case,C01_nominal_100rpm_10A,P1,causal_original,1198,1198,0.00107387275772715,-0.000456664635102588,0.00624485049216988,0.00372780156374247,0.0072728716589938,0.0366387946044571,0.0160433171346286,0.0382871477817572,3,1,3,0.00250417362270451,0,1,1,0.997495826377296,0.00456809907957606,0.0092095080229986,NaN,0,0,0
case,C01_nominal_100rpm_10A,P2a,causal_previous_period_oracle,1198,1197,0.000462141842832439,-0.000193411576579675,0.00510109577763059,0.00351477349982444,0.00619474058275476,0.0250709421670571,0.0112348783232532,0.0252127099166658,2,1,2,0.00167084377610693,0.00334168755221387,1,0.995822890559733,0.99749373433584,0.00579285817703817,0.00657148180927928,NaN,0,0,0
case,C01_nominal_100rpm_10A,P2b,offline_physical_parameter_oracle,1198,1198,0.000323114047133656,-0.000120147052125237,0.00766902686529958,0.00412278084573261,0.00870696818431229,0.0249009577644568,0.0131387440595248,0.0251428098152042,2,1,0,0,0.00166944908180301,0,0.995826377295493,0.997495826377296,0.00864495735359168,0.0087683359646387,NaN,0,0,0
case,C01_nominal_100rpm_10A,P2c,noncausal_future_endpoint_oracle,1198,1198,0.000156522306478609,-6.39167235337234e-05,0.00236658770031114,0.00157989063810702,0.00284548621006009,0.00981710444660029,0.00545273814166514,0.00988214077924209,0,0,0,0,0.00166944908180301,0,0.995826377295493,0.997495826377296,0.00278835848508979,0.00290130447778429,NaN,0,0,0
case,C01_nominal_100rpm_10A,P3a,causal_previous_period_oracle,1198,1197,0.000462141842832439,-0.000193411576579675,0.00510109577763059,0.00351477349982444,0.00619474058275476,0.0250709421670571,0.0112348783232532,0.0252127099166658,2,1,2,0.00167084377610693,0.00334168755221387,1,0.995822890559733,0.99749373433584,0.00579285817703817,0.00657148180927928,NaN,0,0,0
case,C01_nominal_100rpm_10A,P3b,offline_physical_parameter_oracle,1198,1198,0.000323114047133656,-0.000120147052125237,0.00766902686529958,0.00412278084573261,0.00870696818431229,0.0249009577644568,0.0131387440595248,0.0251428098152042,2,1,0,0,0.00166944908180301,0,0.995826377295493,0.997495826377296,0.00864495735359168,0.0087683359646387,NaN,0,0,0
case,C01_nominal_100rpm_10A,P3c,noncausal_future_endpoint_oracle,1198,1198,0.000156522306478609,-6.39167235337234e-05,0.00236658770031114,0.00157989063810702,0.00284548621006009,0.00981710444660029,0.00545273814166514,0.00988214077924209,0,0,0,0,0.00166944908180301,0,0.995826377295493,0.997495826377296,0.00278835848508979,0.00290130447778429,NaN,0,0,0
case,C01_nominal_100rpm_10A,P4,offline_physical_parameter_oracle,1198,1198,0.000166812570425295,-5.87571772038621e-05,0.00236519753939943,0.00157882818932517,0.00284374011678087,0.00977485615335842,0.00544520309832031,0.00984288145572774,0,0,0,0,0.00166944908180301,0,0.995826377295493,0.997495826377296,0.00278741915774535,0.00289878473990554,NaN,0,0,0
case,C01_nominal_100rpm_10A,P5,offline_plant_replay_oracle,1198,1198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.997495826377296,0.997495826377296,0,0,NaN,0,0,0
case,C02_light_100rpm_4A,P0,causal_original,1198,1198,0.000391052480847212,-0.000189394897728897,0.00382560108531136,0.00279613320308061,0.00473852134671833,0.0163925683559616,0.0113535861371268,0.0170203513637584,1,1,1,0.000834724540901503,0,1,1,0.999165275459099,0.00433087724132403,0.00511256763322298,NaN,0,0,0
case,C02_light_100rpm_4A,P1,causal_original,1198,1198,0.000391052480847212,-0.000189394897728897,0.00382560108531136,0.00279613320308061,0.00473852134671833,0.0163925683559616,0.0113535861371268,0.0170203513637584,1,1,1,0.000834724540901503,0,1,1,0.999165275459099,0.00433087724132403,0.00511256763322298,NaN,0,0,0
case,C02_light_100rpm_4A,P2a,causal_previous_period_oracle,1198,1197,0.000167005999477726,-7.91349317521601e-05,0.00493260768013858,0.00321196250777899,0.00588619755678825,0.016387763569704,0.0127915919172263,0.0174744620713863,0,1,0,0,0.00334168755221387,0,0.995822890559733,0.999164578111946,0.00567552945361053,0.00608924810799237,NaN,0,0,0
case,C02_light_100rpm_4A,P2b,offline_physical_parameter_oracle,1198,1198,0.0001206127528274,-4.82720678169189e-05,0.00748551430572887,0.00388715971199414,0.00843462714337877,0.0212174311260534,0.0125861194273416,0.0221442003318087,0,1,0,0,0.0125208681135225,0,0.986644407345576,0.999165275459099,0.00826172654847442,0.00860349474548511,NaN,0,0,0
case,C02_light_100rpm_4A,P2c,noncausal_future_endpoint_oracle,1198,1198,5.69822679667159e-05,-2.47267587815122e-05,0.00245610575981656,0.00147186306795804,0.00286336103106523,0.00814448604739482,0.00607610392626157,0.00827330330425309,0,0,0,0,0.00166944908180301,0,0.997495826377296,0.999165275459099,0.00277749734989337,0.00294644985989852,NaN,0,0,0
case,C02_light_100rpm_4A,P3a,causal_previous_period_oracle,1198,1197,0.000167005999477726,-7.91349317521601e-05,0.00493260768013858,0.00321196250777899,0.00588619755678825,0.016387763569704,0.0127915919172263,0.0174744620713863,0,1,0,0,0.00334168755221387,0,0.995822890559733,0.999164578111946,0.00567552945361053,0.00608924810799237,NaN,0,0,0
case,C02_light_100rpm_4A,P3b,offline_physical_parameter_oracle,1198,1198,0.0001206127528274,-4.82720678169189e-05,0.00748551430572887,0.00388715971199414,0.00843462714337877,0.0212174311260534,0.0125861194273416,0.0221442003318087,0,1,0,0,0.0125208681135225,0,0.986644407345576,0.999165275459099,0.00826172654847442,0.00860349474548511,NaN,0,0,0
case,C02_light_100rpm_4A,P3c,noncausal_future_endpoint_oracle,1198,1198,5.69822679667159e-05,-2.47267587815122e-05,0.00245610575981656,0.00147186306795804,0.00286336103106523,0.00814448604739482,0.00607610392626157,0.00827330330425309,0,0,0,0,0.00166944908180301,0,0.997495826377296,0.999165275459099,0.00277749734989337,0.00294644985989852,NaN,0,0,0
case,C02_light_100rpm_4A,P4,offline_physical_parameter_oracle,1198,1198,6.64096273912842e-05,-2.13643751485566e-05,0.00245287099704751,0.00146979536242275,0.00285952348050445,0.00810585097007588,0.00604008784320609,0.00823279047818697,0,0,0,0,0.00166944908180301,0,0.997495826377296,0.999165275459099,0.00277393729661258,0.00294234834628297,NaN,0,0,0
case,C02_light_100rpm_4A,P5,offline_plant_replay_oracle,1198,1198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.999165275459099,0.999165275459099,0,0,NaN,0,0,0
case,C03_light_200rpm_6A,P0,causal_original,1198,1198,0.00125847561600895,-0.000273008373675524,0.00767954379902009,0.00415770748637795,0.00873280736666916,0.0377750546545048,0.018424187429529,0.0377966906914169,5,2,6,0.00500834724540901,0,1,1,0.994991652754591,0.0069996876851327,0.0101704146258281,NaN,0,0,0
case,C03_light_200rpm_6A,P1,causal_original,1198,1198,0.00125847561600895,-0.000273008373675524,0.00767954379902009,0.00415770748637795,0.00873280736666916,0.0377750546545048,0.018424187429529,0.0377966906914169,5,2,6,0.00500834724540901,0,1,1,0.994991652754591,0.0069996876851327,0.0101704146258281,NaN,0,0,0
case,C03_light_200rpm_6A,P2a,causal_previous_period_oracle,1198,1197,0.000538733143136693,-0.000119034940445986,0.00671790061364168,0.00500507610633701,0.00837740863781831,0.0271741295429976,0.0155038434586698,0.027246253835636,4,0,0,0,0.0075187969924812,0,0.987468671679198,0.994987468671679,0.00802181689765711,0.00871795098382734,NaN,0,0,0
case,C03_light_200rpm_6A,P2b,offline_physical_parameter_oracle,1198,1198,0.000385571746593513,-4.60060592605692e-05,0.0105427899163842,0.00830150316187971,0.0134188439877551,0.0348139729283296,0.0186035718196262,0.0352590269524952,1,0,0,0,0.0267111853088481,0,0.968280467445743,0.994991652754591,0.0133689002137288,0.0134684370068434,NaN,0,0,0
case,C03_light_200rpm_6A,P2c,noncausal_future_endpoint_oracle,1198,1198,0.000179757699807954,-3.91461854714003e-05,0.00324790492569595,0.00239331138379673,0.00403445483134599,0.0132228963845921,0.00752772246868205,0.0134636174570151,0,0,0,0,0.0158597662771285,0,0.979131886477462,0.994991652754591,0.00395928952052656,0.00410800136612212,NaN,0,0,0
case,C03_light_200rpm_6A,P3a,causal_previous_period_oracle,1198,1197,0.000538733143136693,-0.000119034940445986,0.00671790061364168,0.00500507610633701,0.00837740863781831,0.0271741295429976,0.0155038434586698,0.027246253835636,4,0,0,0,0.0075187969924812,0,0.987468671679198,0.994987468671679,0.00802181689765711,0.00871795098382734,NaN,0,0,0
case,C03_light_200rpm_6A,P3b,offline_physical_parameter_oracle,1198,1198,0.000385571746593513,-4.60060592605692e-05,0.0105427899163842,0.00830150316187971,0.0134188439877551,0.0348139729283296,0.0186035718196262,0.0352590269524952,1,0,0,0,0.0267111853088481,0,0.968280467445743,0.994991652754591,0.0133689002137288,0.0134684370068434,NaN,0,0,0
case,C03_light_200rpm_6A,P3c,noncausal_future_endpoint_oracle,1198,1198,0.000179757699807954,-3.91461854714003e-05,0.00324790492569595,0.00239331138379673,0.00403445483134599,0.0132228963845921,0.00752772246868205,0.0134636174570151,0,0,0,0,0.0158597662771285,0,0.979131886477462,0.994991652754591,0.00395928952052656,0.00410800136612212,NaN,0,0,0
case,C03_light_200rpm_6A,P4,offline_physical_parameter_oracle,1198,1198,0.000209228427653307,-5.06251561758634e-06,0.00323986154921437,0.00238657169749553,0.00402398152646908,0.0132219440634871,0.00753100670973583,0.0134504884769749,0,0,0,0,0.0158597662771285,0,0.979131886477462,0.994991652754591,0.00394790810544015,0.00409839660664278,NaN,0,0,0
case,C03_light_200rpm_6A,P5,offline_plant_replay_oracle,1198,1198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.994991652754591,0.994991652754591,0,0,NaN,0,0,0
case,C04_high_200rpm_18A,P0,causal_original,1198,1198,0.00394418242407675,-0.000822923137571015,0.0196518671310138,0.006952732991384,0.0208455361596794,0.108517666308269,0.0330693351182738,0.109852703235488,13,1,14,0.011686143572621,0,1,1,0.988313856427379,0.00751891810193222,0.0284829531237704,NaN,0,0,0.0158597662771285
case,C04_high_200rpm_18A,P1,causal_original,1198,1198,0.00394418242407675,-0.000822923137571015,0.0196518671310138,0.006952732991384,0.0208455361596794,0.108517666308269,0.0330693351182738,0.109852703235488,13,1,14,0.011686143572621,0,1,1,0.988313856427379,0.00751891810193222,0.0284829531237704,NaN,0,0,0.0158597662771285
case,C04_high_200rpm_18A,P2a,causal_previous_period_oracle,1198,1197,0.00169228926540433,-0.000356059386357208,0.0104223864263283,0.00596545533312299,0.0120088632330957,0.0592574301106568,0.0177774954334105,0.0595116020052495,10,0,10,0.00835421888053467,0.0075187969924812,1,0.989139515455305,0.988304093567251,0.00870381114463037,0.0145792653886896,NaN,0,0,0.0158597662771285
case,C04_high_200rpm_18A,P2b,offline_physical_parameter_oracle,1198,1198,0.00114662678808461,-0.00017943922023237,0.0113974153321013,0.00792056696465721,0.0138793536338706,0.0553381973639027,0.0200335799530613,0.0553385700714765,1,0,1,0.000834724540901503,0.011686143572621,1,0.977462437395659,0.988313856427379,0.0128221924331277,0.0148583378276613,NaN,0,0,0.0158597662771285
case,C04_high_200rpm_18A,P2c,noncausal_future_endpoint_oracle,1198,1198,0.000563447327356583,-0.000117445568102924,0.00414578168222717,0.00264591730338305,0.0049181687784207,0.0228895001881515,0.00967031372708149,0.022920988435766,6,0,6,0.00500834724540901,0.00751252086811352,1,0.985809682804674,0.988313856427379,0.00410671974980684,0.00561134657390827,NaN,0,0,0.0158597662771285
case,C04_high_200rpm_18A,P3a,causal_previous_period_oracle,1198,1197,0.00169228926540433,-0.000356059386357208,0.0104223864263283,0.00596545533312299,0.0120088632330957,0.0592574301106568,0.0177774954334105,0.0595116020052495,10,0,10,0.00835421888053467,0.0075187969924812,1,0.989139515455305,0.988304093567251,0.00870381114463037,0.0145792653886896,NaN,0,0,0.0158597662771285
case,C04_high_200rpm_18A,P3b,offline_physical_parameter_oracle,1198,1198,0.00114662678808461,-0.00017943922023237,0.0113974153321013,0.00792056696465721,0.0138793536338706,0.0553381973639027,0.0200335799530613,0.0553385700714765,1,0,1,0.000834724540901503,0.011686143572621,1,0.977462437395659,0.988313856427379,0.0128221924331277,0.0148583378276613,NaN,0,0,0.0158597662771285
case,C04_high_200rpm_18A,P3c,noncausal_future_endpoint_oracle,1198,1198,0.000563447327356583,-0.000117445568102924,0.00414578168222717,0.00264591730338305,0.0049181687784207,0.0228895001881515,0.00967031372708149,0.022920988435766,6,0,6,0.00500834724540901,0.00751252086811352,1,0.985809682804674,0.988313856427379,0.00410671974980684,0.00561134657390827,NaN,0,0,0.0158597662771285
case,C04_high_200rpm_18A,P4,offline_physical_parameter_oracle,1198,1198,0.000578508569848874,-6.62491303045051e-05,0.00412543584023789,0.00265499429274442,0.0049059367674711,0.0228483499723751,0.00974789520153863,0.0228837353092123,6,0,6,0.00500834724540901,0.00751252086811352,1,0.985809682804674,0.988313856427379,0.00409653813137709,0.0055973670448412,NaN,0,0,0.0158597662771285
case,C04_high_200rpm_18A,P5,offline_plant_replay_oracle,1198,1198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.988313856427379,0.988313856427379,0,0,NaN,0.000834724540901503,0,0.01669449081803
