cohort_type,cohort,predictor,causality_class,sample_count,true_violation_predicted_violation,true_safe_predicted_safe,false_safe_count,false_alarm_count,false_safe_rate,false_alarm_rate,violation_recall,safe_specificity,maximum_consecutive_false_safe
case,D01_iq_step,P2c,noncausal_future_endpoint_oracle,451,8,433,8,2,0.0177383592017738,0.00443458980044346,0.5,0.995402298850575,1
case,D01_iq_step,P3a,causal_previous_period_oracle,450,6,434,10,0,0.0222222222222222,0,0.375,1,1
case,D01_iq_step,P3b,offline_physical_parameter_oracle,451,6,435,10,0,0.0221729490022173,0,0.375,1,1
case,D01_iq_step,P3c,noncausal_future_endpoint_oracle,451,8,433,8,2,0.0177383592017738,0.00443458980044346,0.5,0.995402298850575,1
case,D01_iq_step,P4,offline_physical_parameter_oracle,451,8,433,8,2,0.0177383592017738,0.00443458980044346,0.5,0.995402298850575,1
case,D01_iq_step,P5,offline_plant_replay_oracle,451,16,435,0,0,0,0,1,1,0
case,D02_id_step,P0,causal_original,1198,0,1177,21,0,0.0175292153589316,0,0,1,2
case,D02_id_step,P1,causal_original,1198,0,1177,21,0,0.0175292153589316,0,0,1,2
case,D02_id_step,P2a,causal_previous_period_oracle,1197,10,1173,11,3,0.00918964076858814,0.0025062656641604,0.476190476190476,0.997448979591837,1
case,D02_id_step,P2b,offline_physical_parameter_oracle,1198,17,1160,4,17,0.00333889816360601,0.0141903171953255,0.80952380952381,0.985556499575191,1
case,D02_id_step,P2c,noncausal_future_endpoint_oracle,1198,15,1166,6,11,0.00500834724540901,0.00918196994991653,0.714285714285714,0.990654205607477,1
case,D02_id_step,P3a,causal_previous_period_oracle,1197,10,1173,11,3,0.00918964076858814,0.0025062656641604,0.476190476190476,0.997448979591837,1
case,D02_id_step,P3b,offline_physical_parameter_oracle,1198,17,1160,4,17,0.00333889816360601,0.0141903171953255,0.80952380952381,0.985556499575191,1
case,D02_id_step,P3c,noncausal_future_endpoint_oracle,1198,15,1166,6,11,0.00500834724540901,0.00918196994991653,0.714285714285714,0.990654205607477,1
case,D02_id_step,P4,offline_physical_parameter_oracle,1198,15,1166,6,11,0.00500834724540901,0.00918196994991653,0.714285714285714,0.990654205607477,1
case,D02_id_step,P5,offline_plant_replay_oracle,1198,21,1177,0,0,0,0,1,1,0
case,D03_id_iq_step,P0,causal_original,1198,5,1161,32,0,0.0267111853088481,0,0.135135135135135,1,1
case,D03_id_iq_step,P1,causal_original,1198,5,1161,32,0,0.0267111853088481,0,0.135135135135135,1,1
case,D03_id_iq_step,P2a,causal_previous_period_oracle,1197,28,1155,9,5,0.0075187969924812,0.00417710944026733,0.756756756756757,0.995689655172414,1
case,D03_id_iq_step,P2b,offline_physical_parameter_oracle,1198,33,1148,4,13,0.00333889816360601,0.0108514190317195,0.891891891891892,0.988802756244617,1
case,D03_id_iq_step,P2c,noncausal_future_endpoint_oracle,1198,31,1156,6,5,0.00500834724540901,0.00417362270450751,0.837837837837838,0.995693367786391,1
case,D03_id_iq_step,P3a,causal_previous_period_oracle,1197,28,1155,9,5,0.0075187969924812,0.00417710944026733,0.756756756756757,0.995689655172414,1
case,D03_id_iq_step,P3b,offline_physical_parameter_oracle,1198,33,1148,4,13,0.00333889816360601,0.0108514190317195,0.891891891891892,0.988802756244617,1
case,D03_id_iq_step,P3c,noncausal_future_endpoint_oracle,1198,31,1156,6,5,0.00500834724540901,0.00417362270450751,0.837837837837838,0.995693367786391,1
case,D03_id_iq_step,P4,offline_physical_parameter_oracle,1198,31,1156,6,5,0.00500834724540901,0.00417362270450751,0.837837837837838,0.995693367786391,1
case,D03_id_iq_step,P5,offline_plant_replay_oracle,1198,37,1161,0,0,0,0,1,1,0
case,D04_torque_ramp,P0,causal_original,1198,0,1151,47,0,0.0392320534223706,0,0,1,1
case,D04_torque_ramp,P1,causal_original,1198,0,1151,47,0,0.0392320534223706,0,0,1,1
case,D04_torque_ramp,P2a,causal_previous_period_oracle,1197,21,1149,26,1,0.0217209690893901,0.000835421888053467,0.446808510638298,0.999130434782609,1
case,D04_torque_ramp,P2b,offline_physical_parameter_oracle,1198,21,1142,26,9,0.0217028380634391,0.00751252086811352,0.446808510638298,0.992180712423979,1
case,D04_torque_ramp,P2c,noncausal_future_endpoint_oracle,1198,22,1150,25,1,0.0208681135225376,0.000834724540901503,0.468085106382979,0.999131190269331,1
case,D04_torque_ramp,P3a,causal_previous_period_oracle,1197,21,1149,26,1,0.0217209690893901,0.000835421888053467,0.446808510638298,0.999130434782609,1
case,D04_torque_ramp,P3b,offline_physical_parameter_oracle,1198,21,1142,26,9,0.0217028380634391,0.00751252086811352,0.446808510638298,0.992180712423979,1
case,D04_torque_ramp,P3c,noncausal_future_endpoint_oracle,1198,22,1150,25,1,0.0208681135225376,0.000834724540901503,0.468085106382979,0.999131190269331,1
case,D04_torque_ramp,P4,offline_physical_parameter_oracle,1198,22,1150,25,1,0.0208681135225376,0.000834724540901503,0.468085106382979,0.999131190269331,1
case,D04_torque_ramp,P5,offline_plant_replay_oracle,1198,47,1151,0,0,0,0,1,1,0
case,D05_torque_step,P0,causal_original,457,7,420,30,0,0.0656455142231947,0,0.189189189189189,1,2
case,D05_torque_step,P1,causal_original,457,7,420,30,0,0.0656455142231947,0,0.189189189189189,1,2
case,D05_torque_step,P2a,causal_previous_period_oracle,456,27,419,10,0,0.0219298245614035,0,0.72972972972973,1,1
case,D05_torque_step,P2b,offline_physical_parameter_oracle,457,27,420,10,0,0.0218818380743982,0,0.72972972972973,1,1
case,D05_torque_step,P2c,noncausal_future_endpoint_oracle,457,27,420,10,0,0.0218818380743982,0,0.72972972972973,1,1
case,D05_torque_step,P3a,causal_previous_period_oracle,456,27,419,10,0,0.0219298245614035,0,0.72972972972973,1,1
case,D05_torque_step,P3b,offline_physical_parameter_oracle,457,27,420,10,0,0.0218818380743982,0,0.72972972972973,1,1
case,D05_torque_step,P3c,noncausal_future_endpoint_oracle,457,27,420,10,0,0.0218818380743982,0,0.72972972972973,1,1
case,D05_torque_step,P4,offline_physical_parameter_oracle,457,27,420,10,0,0.0218818380743982,0,0.72972972972973,1,1
case,D05_torque_step,P5,offline_plant_replay_oracle,457,37,420,0,0,0,0,1,1,0
case,P01_Ld_minus10,P0,causal_original,1198,0,1133,65,0,0.0542570951585977,0,0,1,1
case,P01_Ld_minus10,P1,causal_original,1198,52,982,13,151,0.0108514190317195,0.126043405676127,0.8,0.866725507502207,1
case,P01_Ld_minus10,P2a,causal_previous_period_oracle,1197,23,1094,42,38,0.0350877192982456,0.0317460317460317,0.353846153846154,0.96643109540636,1
case,P01_Ld_minus10,P2b,offline_physical_parameter_oracle,1198,14,999,51,134,0.0425709515859766,0.111853088480801,0.215384615384615,0.881729920564872,1
case,P01_Ld_minus10,P2c,noncausal_future_endpoint_oracle,1198,27,1133,38,0,0.0317195325542571,0,0.415384615384615,1,1
case,P01_Ld_minus10,P3a,causal_previous_period_oracle,1197,50,1132,15,0,0.012531328320802,0,0.769230769230769,1,1
case,P01_Ld_minus10,P3b,offline_physical_parameter_oracle,1198,50,1132,15,1,0.0125208681135225,0.000834724540901503,0.769230769230769,0.999117387466902,1
case,P01_Ld_minus10,P3c,noncausal_future_endpoint_oracle,1198,55,1133,10,0,0.00834724540901502,0,0.846153846153846,1,1
case,P01_Ld_minus10,P4,offline_physical_parameter_oracle,1198,55,1133,10,0,0.00834724540901502,0,0.846153846153846,1,1
case,P01_Ld_minus10,P5,offline_plant_replay_oracle,1198,65,1133,0,0,0,0,1,1,0
case,P02_Ld_plus10,P0,causal_original,1198,0,1187,11,0,0.00918196994991653,0,0,1,1
case,P02_Ld_plus10,P1,causal_original,1198,2,1054,9,133,0.00751252086811352,0.1110183639399,0.181818181818182,0.887952822240944,1
case,P02_Ld_plus10,P2a,causal_previous_period_oracle,1197,4,1186,7,0,0.00584795321637427,0,0.363636363636364,1,1
case,P02_Ld_plus10,P2b,offline_physical_parameter_oracle,1198,9,978,2,209,0.00166944908180301,0.174457429048414,0.818181818181818,0.823925863521483,1
case,P02_Ld_plus10,P2c,noncausal_future_endpoint_oracle,1198,11,1128,0,59,0,0.0492487479131886,1,0.950294860994103,0
case,P02_Ld_plus10,P3a,causal_previous_period_oracle,1197,10,1186,1,0,0.000835421888053467,0,0.909090909090909,1,1
case,P02_Ld_plus10,P3b,offline_physical_parameter_oracle,1198,11,1187,0,0,0,0,1,1,0
case,P02_Ld_plus10,P3c,noncausal_future_endpoint_oracle,1198,10,1187,1,0,0.000834724540901503,0,0.909090909090909,1,1
case,P02_Ld_plus10,P4,offline_physical_parameter_oracle,1198,10,1187,1,0,0.000834724540901503,0,0.909090909090909,1,1
case,P02_Ld_plus10,P5,offline_plant_replay_oracle,1198,11,1187,0,0,0,0,1,1,0
case,P03_Lq_minus10,P0,causal_original,1198,0,1117,81,0,0.0676126878130217,0,0,1,1
case,P03_Lq_minus10,P1,causal_original,1198,17,1012,64,105,0.0534223706176962,0.0876460767946578,0.209876543209877,0.905998209489705,1
case,P03_Lq_minus10,P2a,causal_previous_period_oracle,1197,28,1054,53,62,0.0442773600668337,0.051796157059315,0.345679012345679,0.944444444444444,1
case,P03_Lq_minus10,P2b,offline_physical_parameter_oracle,1198,72,917,9,200,0.00751252086811352,0.1669449081803,0.888888888888889,0.82094897045658,1
case,P03_Lq_minus10,P2c,noncausal_future_endpoint_oracle,1198,10,1112,71,5,0.0592654424040067,0.00417362270450751,0.123456790123457,0.995523724261415,1
case,P03_Lq_minus10,P3a,causal_previous_period_oracle,1197,75,1108,6,8,0.0050125313283208,0.00668337510442774,0.925925925925926,0.992831541218638,1
case,P03_Lq_minus10,P3b,offline_physical_parameter_oracle,1198,72,1108,9,9,0.00751252086811352,0.00751252086811352,0.888888888888889,0.991942703670546,1
case,P03_Lq_minus10,P3c,noncausal_future_endpoint_oracle,1198,76,1112,5,5,0.00417362270450751,0.00417362270450751,0.938271604938272,0.995523724261415,1
case,P03_Lq_minus10,P4,offline_physical_parameter_oracle,1198,76,1112,5,5,0.00417362270450751,0.00417362270450751,0.938271604938272,0.995523724261415,1
case,P03_Lq_minus10,P5,offline_plant_replay_oracle,1198,81,1117,0,0,0,0,1,1,0
case,P04_Lq_plus10,P0,causal_original,1198,0,1166,32,0,0.0267111853088481,0,0,1,1
case,P04_Lq_plus10,P1,causal_original,1198,17,887,15,279,0.0125208681135225,0.232888146911519,0.53125,0.760720411663808,1
case,P04_Lq_plus10,P2a,causal_previous_period_oracle,1197,13,1161,19,4,0.0158730158730159,0.00334168755221387,0.40625,0.99656652360515,1
case,P04_Lq_plus10,P2b,offline_physical_parameter_oracle,1198,15,1084,17,82,0.0141903171953255,0.0684474123539232,0.46875,0.92967409948542,1
case,P04_Lq_plus10,P2c,noncausal_future_endpoint_oracle,1198,23,1121,9,45,0.00751252086811352,0.0375626043405676,0.71875,0.961406518010292,1
case,P04_Lq_plus10,P3a,causal_previous_period_oracle,1197,9,1165,23,0,0.0192147034252297,0,0.28125,1,1
case,P04_Lq_plus10,P3b,offline_physical_parameter_oracle,1198,10,1166,22,0,0.0183639398998331,0,0.3125,1,1
case,P04_Lq_plus10,P3c,noncausal_future_endpoint_oracle,1198,23,1166,9,0,0.00751252086811352,0,0.71875,1,1
case,P04_Lq_plus10,P4,offline_physical_parameter_oracle,1198,23,1166,9,0,0.00751252086811352,0,0.71875,1,1
case,P04_Lq_plus10,P5,offline_plant_replay_oracle,1198,32,1166,0,0,0,0,1,1,0
case,P05_cross_mismatch,P0,causal_original,1198,0,1123,75,0,0.0626043405676127,0,0,1,1
case,P05_cross_mismatch,P1,causal_original,1198,46,949,29,174,0.0242070116861436,0.145242070116861,0.613333333333333,0.845057880676759,1
case,P05_cross_mismatch,P2a,causal_previous_period_oracle,1197,37,1094,38,28,0.0317460317460317,0.0233918128654971,0.493333333333333,0.975044563279857,1
case,P05_cross_mismatch,P2b,offline_physical_parameter_oracle,1198,29,1013,46,110,0.0383973288814691,0.0918196994991653,0.386666666666667,0.902048085485307,1
case,P05_cross_mismatch,P2c,noncausal_future_endpoint_oracle,1198,29,1104,46,19,0.0383973288814691,0.0158597662771285,0.386666666666667,0.983081032947462,1
case,P05_cross_mismatch,P3a,causal_previous_period_oracle,1197,57,1113,18,9,0.0150375939849624,0.0075187969924812,0.76,0.991978609625668,1
case,P05_cross_mismatch,P3b,offline_physical_parameter_oracle,1198,48,1105,27,18,0.0225375626043406,0.015025041736227,0.64,0.983971504897596,1
case,P05_cross_mismatch,P3c,noncausal_future_endpoint_oracle,1198,57,1123,18,0,0.015025041736227,0,0.76,1,1
case,P05_cross_mismatch,P4,offline_physical_parameter_oracle,1198,57,1123,18,0,0.015025041736227,0,0.76,1,1
case,P05_cross_mismatch,P5,offline_plant_replay_oracle,1198,75,1123,0,0,0,0,1,1,0
case,P06_controller_high_L,P0,causal_original,1198,0,1107,91,0,0.0759599332220367,0,0,1,1
case,P06_controller_high_L,P1,causal_original,1198,91,0,0,1107,0,0.924040066777963,1,0,0
case,P06_controller_high_L,P2a,causal_previous_period_oracle,1197,20,1050,70,57,0.0584795321637427,0.0476190476190476,0.222222222222222,0.948509485094851,1
case,P06_controller_high_L,P2b,offline_physical_parameter_oracle,1198,91,0,0,1107,0,0.924040066777963,1,0,0
case,P06_controller_high_L,P2c,noncausal_future_endpoint_oracle,1198,34,1106,57,1,0.0475792988313856,0.000834724540901503,0.373626373626374,0.999096657633243,1
case,P06_controller_high_L,P3a,causal_previous_period_oracle,1197,90,1107,0,0,0,0,1,1,0
case,P06_controller_high_L,P3b,offline_physical_parameter_oracle,1198,91,1107,0,0,0,0,1,1,0
case,P06_controller_high_L,P3c,noncausal_future_endpoint_oracle,1198,91,1107,0,0,0,0,1,1,0
case,P06_controller_high_L,P4,offline_physical_parameter_oracle,1198,91,1107,0,0,0,0,1,1,0
case,P06_controller_high_L,P5,offline_plant_replay_oracle,1198,91,1107,0,0,0,0,1,1,0
case,P07_controller_low_L,P0,causal_original,1198,0,1178,20,0,0.01669449081803,0,0,1,1
case,P07_controller_low_L,P1,causal_original,1198,20,0,0,1178,0,0.98330550918197,1,0,0
case,P07_controller_low_L,P2a,causal_previous_period_oracle,1197,2,1138,18,39,0.0150375939849624,0.0325814536340852,0.1,0.966864910790144,1
case,P07_controller_low_L,P2b,offline_physical_parameter_oracle,1198,20,7,0,1171,0,0.977462437395659,1,0.00594227504244482,0
case,P07_controller_low_L,P2c,noncausal_future_endpoint_oracle,1198,20,1147,0,31,0,0.0258764607679466,1,0.973684210526316,0
case,P07_controller_low_L,P3a,causal_previous_period_oracle,1197,19,1177,1,0,0.000835421888053467,0,0.95,1,1
case,P07_controller_low_L,P3b,offline_physical_parameter_oracle,1198,19,1178,1,0,0.000834724540901503,0,0.95,1,1
case,P07_controller_low_L,P3c,noncausal_future_endpoint_oracle,1198,20,1178,0,0,0,0,1,1,0
case,P07_controller_low_L,P4,offline_physical_parameter_oracle,1198,20,1178,0,0,0,0,1,1,0
case,P07_controller_low_L,P5,offline_plant_replay_oracle,1198,20,1178,0,0,0,0,1,1,0
case,P08_opposed_20pct,P0,causal_original,1198,0,1110,88,0,0.0734557595993322,0,0,1,1
case,P08_opposed_20pct,P1,causal_original,1198,11,231,77,879,0.0642737896494157,0.733722871452421,0.125,0.208108108108108,1
case,P08_opposed_20pct,P2a,causal_previous_period_oracle,1197,39,1018,49,91,0.0409356725146199,0.0760233918128655,0.443181818181818,0.917944093778179,1
case,P08_opposed_20pct,P2b,offline_physical_parameter_oracle,1198,79,73,9,1037,0.00751252086811352,0.865609348914858,0.897727272727273,0.0657657657657658,1
case,P08_opposed_20pct,P2c,noncausal_future_endpoint_oracle,1198,38,1010,50,100,0.0417362270450751,0.0834724540901502,0.431818181818182,0.90990990990991,1
case,P08_opposed_20pct,P3a,causal_previous_period_oracle,1197,88,1091,0,18,0,0.0150375939849624,1,0.983769161406673,0
case,P08_opposed_20pct,P3b,offline_physical_parameter_oracle,1198,88,1083,0,27,0,0.0225375626043406,1,0.975675675675676,0
case,P08_opposed_20pct,P3c,noncausal_future_endpoint_oracle,1198,88,1101,0,9,0,0.00751252086811352,1,0.991891891891892,0
case,P08_opposed_20pct,P4,offline_physical_parameter_oracle,1198,88,1101,0,9,0,0.00751252086811352,1,0.991891891891892,0
case,P08_opposed_20pct,P5,offline_plant_replay_oracle,1198,88,1110,0,0,0,0,1,1,0
case,B01_500rpm_20A_48V_fast,P0,causal_original,3,0,3,0,0,0,0,NaN,1,0
case,B01_500rpm_20A_48V_fast,P1,causal_original,3,0,3,0,0,0,0,NaN,1,0
case,B01_500rpm_20A_48V_fast,P2a,causal_previous_period_oracle,2,0,2,0,0,0,0,NaN,1,0
case,B01_500rpm_20A_48V_fast,P2b,offline_physical_parameter_oracle,3,0,3,0,0,0,0,NaN,1,0
case,B01_500rpm_20A_48V_fast,P2c,noncausal_future_endpoint_oracle,3,0,3,0,0,0,0,NaN,1,0
case,B01_500rpm_20A_48V_fast,P3a,causal_previous_period_oracle,2,0,2,0,0,0,0,NaN,1,0
case,B01_500rpm_20A_48V_fast,P3b,offline_physical_parameter_oracle,3,0,3,0,0,0,0,NaN,1,0
case,B01_500rpm_20A_48V_fast,P3c,noncausal_future_endpoint_oracle,3,0,3,0,0,0,0,NaN,1,0
case,B01_500rpm_20A_48V_fast,P4,offline_physical_parameter_oracle,3,0,3,0,0,0,0,NaN,1,0
case,B01_500rpm_20A_48V_fast,P5,offline_plant_replay_oracle,3,0,3,0,0,0,0,NaN,1,0
case,B02_500rpm_negid_48V,P0,causal_original,451,1,429,21,0,0.0465631929046563,0,0.0454545454545455,1,1
case,B02_500rpm_negid_48V,P1,causal_original,451,1,429,21,0,0.0465631929046563,0,0.0454545454545455,1,1
case,B02_500rpm_negid_48V,P2a,causal_previous_period_oracle,450,3,428,19,0,0.0422222222222222,0,0.136363636363636,1,1
case,B02_500rpm_negid_48V,P2b,offline_physical_parameter_oracle,451,12,429,10,0,0.0221729490022173,0,0.545454545454545,1,1
case,B02_500rpm_negid_48V,P2c,noncausal_future_endpoint_oracle,451,12,429,10,0,0.0221729490022173,0,0.545454545454545,1,1
case,B02_500rpm_negid_48V,P3a,causal_previous_period_oracle,450,3,428,19,0,0.0422222222222222,0,0.136363636363636,1,1
case,B02_500rpm_negid_48V,P3b,offline_physical_parameter_oracle,451,12,429,10,0,0.0221729490022173,0,0.545454545454545,1,1
case,B02_500rpm_negid_48V,P3c,noncausal_future_endpoint_oracle,451,12,429,10,0,0.0221729490022173,0,0.545454545454545,1,1
case,B02_500rpm_negid_48V,P4,offline_physical_parameter_oracle,451,12,429,10,0,0.0221729490022173,0,0.545454545454545,1,1
case,B02_500rpm_negid_48V,P5,offline_plant_replay_oracle,451,22,429,0,0,0,0,1,1,0
