method,cohort,sample_count,false_safe_rate,false_alarm_rate,vector_rms_A,phase_thd,torque_ripple_Nm,id_tracking_rms_A,iq_tracking_rms_A,alpha_boundary_hit_rate,alpha_update_rate,gate_freeze_rate,decision_gate_rate,s2_gate_rate,execution_mean_us,termination_semantics_pass,estimator_finite,S2_count,illegal_duration_count
P,core,1198,0.00667779632721202,0,0.0306467800657867,NaN,0.0777638129555459,0.225554201274108,0.265597751292968,0,0.0466666666666667,0.953333333333333,0.325,0.999166666666667,848.77382053654,1,1,0,0
P,dynamic,1198,0.0492487479131886,0,0.0940185357494791,1.57425695312066,0.0754199392385226,0.249015100766354,0.480779481837104,0,0.0391666666666667,0.960833333333333,0.6175,0.999166666666667,770.1710453284,1,1,0,0
P,parameter,1198,0.0634390651085142,0,0.13758457825951,1.34152243142038,0.0767427958115756,0.194598237132222,0.278621136058687,0,0.0391666666666667,0.960833333333333,0.739166666666667,0.999166666666667,726.355226641998,1,1,0,0
