case_id,method,repeat,category,range_class,trace_rows,completed,illegal,ed_mean_A,eq_mean_A,ed_rms_A,eq_rms_A,vector_rms_A,vector_peak_A,false_safe_rate,false_alarm_rate,max_false_safe_run,actual_violation_rate,id_tracking_rms_A,iq_tracking_rms_A,id_steady_error_A,iq_steady_error_A,torque_mean_Nm,torque_ripple_Nm,phase_thd,thd_valid,thd_cycles,switching_actions,equivalent_switching_Hz,voltage_utilization_mean,S2_count,illegal_duration_count,alpha_d_mean,alpha_q_mean,alpha_d_variance,alpha_q_variance,alpha_d_min,alpha_d_max,alpha_q_min,alpha_q_max,alpha_boundary_hit_rate,alpha_update_rate,gate_freeze_rate,F_d_rms,F_q_rms,decision_gate_rate,s2_gate_rate,reset_count,reacquire_count,execution_mean_us,execution_p95_us,execution_p99_us,execution_max_us,estimator_finite,timing_pass
C01_nominal_100rpm_10A,P,1,core,normal,1200,1,0,-0.00109433005164201,0.00240517177627691,0.0062893888747636,0.0278079534109305,0.0285103259420597,0.564393097298535,0.00751252086811352,0,3,0.00751252086811352,0.224816925073067,0.267339189972414,0.0301525960112708,-0.188190718555598,4.7663802199393,0.0766234713204011,NaN,0,1,2650,22101.38279595,0.160397233321829,0,0,1251.17281347479,834.69395325416,1.25552138924047,0.872922926725621,1249.74226005819,1257.2380512289,833.333333333333,836.777285625647,0,0.0475,0.9525,1817.73505517831,3595.08341915633,0.335,0.999166666666667,0,0,589.469287696577,915.5,1387.78,3617.4,1,1
D03_id_iq_step,P,1,dynamic,reasonable_extension,1200,1,0,-0.00587209219507129,0.00547506864198853,0.0354319864669999,0.0770373826331349,0.084794952608995,1.69529459659468,0.0459098497495826,0,5,0.0500834724540902,0.247756707797426,0.478054435484452,-0.0348312030857891,-0.0696577622115754,8.20471372302571,0.0755335957090633,1.57585967208095,1,3,4052,33794.2653166753,0.423442198898202,0,0,1207.7310008872,832.8322150564,595.216009103928,0.770014330623947,1173.42135485945,1250,831.042524021981,834.228269824034,0,0.0383333333333333,0.961666666666667,7636.28426357468,8656.95693837055,0.616666666666667,0.999166666666667,0,0,643.503607770582,1101.5,1782.96,2596.1,1,1
P08_opposed_20pct,P,1,parameter,reasonable_extension,1200,1,0,-0.00341018662889067,0.00510276068220718,0.0493640611375293,0.128835369750136,0.137968703083866,2.73987924263311,0.0751252086811352,0,2,0.0759599332220367,0.193597608005085,0.270627078904368,-0.0547189394205176,-0.0529326899434758,8.23627471268747,0.0745898486450526,1.30632708779518,1,4,4250,35445.6139180331,0.553869991443509,1,0,1191.06019827858,889.273229501862,1031.91982526383,1120.67484820295,1142.36213529195,1282.97849730723,833.333333333333,943.62199756193,0,0.0408333333333333,0.959166666666667,9912.83262944771,12152.7148441088,0.74,0.999166666666667,0,0,619.099722479186,1030.6,1540.54,2319,1,1
