method,cohort,sample_count,false_safe_rate,false_alarm_rate,vector_rms_A,phase_thd,torque_ripple_Nm,id_tracking_rms_A,iq_tracking_rms_A,alpha_boundary_hit_rate,alpha_update_rate,gate_freeze_rate,decision_gate_rate,s2_gate_rate,execution_mean_us,termination_semantics_pass,estimator_finite,S2_count,illegal_duration_count
P,core,1198,0.00667779632721202,0,0.0309565803714233,NaN,0.0777584073184112,0.225520601521915,0.265782053502183,0,0.0466666666666667,0.953333333333333,0.325833333333333,0.999166666666667,780.921646623497,1,1,0,0
P,dynamic,1198,0.0525876460767947,0,0.0907908409774908,1.59178359000564,0.0768810482952087,0.251117874340154,0.481365806504242,0,0.04,0.96,0.605,0.999166666666667,689.695282146161,1,1,0,0
P,parameter,1198,0.0667779632721202,0,0.136659002432724,1.3408096977641,0.0769947092027071,0.189889604483793,0.276811449439666,0,0.0391666666666667,0.960833333333333,0.735,0.999166666666667,523.932932469935,1,1,1,0
