candidate,false_safe_rate,false_alarm_rate,vector_rms_A,phase_thd,torque_ripple_Nm,numerically_stable,selected
design_default,0.0425709515859766,0,0.0955137375511889,1.4656879085744,0.0771924959571818,1,0
conservative,0.042014468558709,0,0.105562907846734,1.48132720107761,0.0777832792710032,1,0
aggressive,0.0414579855314413,0.000278241513633834,0.0936579360124568,1.43332299568112,0.0766668961244376,1,1
