upstream_project,source_absolute_path,source_relative_path,file_size_bytes,modified_time,sha256,copied_to_new_project,byte_identical,destination_absolute_path,destination_relative_path,use_in_new_project
sequence_decomposition,C:\Users\catkin\Documents\baseline_zhou\zhou_icf_mpc_sequence_decomposition_iter01\src\+zhou_feasibility\generate_manifests.m,src\+zhou_feasibility\generate_manifests.m,3146,2026-07-13T10:57:50.000,2770554c846607632d15f08a7a5b937780f68f269436eaaf867b2c6200b6bb67,1,1,C:\Users\catkin\Documents\baseline_zhou\zhou_icf_mpc_model_error_decomposition_iter01\src\+zhou_feasibility\generate_manifests.m,src\+zhou_feasibility\generate_manifests.m,runtime frozen controller/plant/S2 closure
sequence_decomposition,C:\Users\catkin\Documents\baseline_zhou\zhou_icf_mpc_sequence_decomposition_iter01\src\+zhou_feasibility\generate_plots.m,src\+zhou_feasibility\generate_plots.m,21238,2026-07-13T11:00:29.000,2cd3726c80cda2443015deca1930b3e7a416ae326b638013ac96bb489188e12a,1,1,C:\Users\catkin\Documents\baseline_zhou\zhou_icf_mpc_model_error_decomposition_iter01\src\+zhou_feasibility\generate_plots.m,src\+zhou_feasibility\generate_plots.m,runtime frozen controller/plant/S2 closure
sequence_decomposition,C:\Users\catkin\Documents\baseline_zhou\zhou_icf_mpc_sequence_decomposition_iter01\src\+zhou_feasibility\generate_reports.m,src\+zhou_feasibility\generate_reports.m,15161,2026-07-13T11:14:12.000,dd4aa9a53a68b49526d27f803af101d01a83ef4df2ca23a45490df35ef0631c6,1,1,C:\Users\catkin\Documents\baseline_zhou\zhou_icf_mpc_model_error_decomposition_iter01\src\+zhou_feasibility\generate_reports.m,src\+zhou_feasibility\generate_reports.m,runtime frozen controller/plant/S2 closure
sequence_decomposition,C:\Users\catkin\Documents\baseline_zhou\zhou_icf_mpc_sequence_decomposition_iter01\src\+zhou_feasibility\minimum_normalized_constraint_violation_in_hexagon.m,src\+zhou_feasibility\minimum_normalized_constraint_violation_in_hexagon.m,2389,2026-07-13T10:36:45.000,091ab6d9bf3d06ca5771ce212a10ffd06fdef7050a0d96b8a2d56866a311db3a,1,1,C:\Users\catkin\Documents\baseline_zhou\zhou_icf_mpc_model_error_decomposition_iter01\src\+zhou_feasibility\minimum_normalized_constraint_violation_in_hexagon.m,src\+zhou_feasibility\minimum_normalized_constraint_violation_in_hexagon.m,runtime frozen controller/plant/S2 closure
sequence_decomposition,C:\Users\catkin\Documents\baseline_zhou\zhou_icf_mpc_sequence_decomposition_iter01\src\+zhou_feasibility\nearest_point_in_rectangle_hexagon_intersection.m,src\+zhou_feasibility\nearest_point_in_rectangle_hexagon_intersection.m,1817,2026-07-13T10:36:45.000,1a04cbec6c237274648797eb0e61e556ff7042fadff5fe1a0154bb8cc3e8a155,1,1,C:\Users\catkin\Documents\baseline_zhou\zhou_icf_mpc_model_error_decomposition_iter01\src\+zhou_feasibility\nearest_point_in_rectangle_hexagon_intersection.m,src\+zhou_feasibility\nearest_point_in_rectangle_hexagon_intersection.m,runtime frozen controller/plant/S2 closure
sequence_decomposition,C:\Users\catkin\Documents\baseline_zhou\zhou_icf_mpc_sequence_decomposition_iter01\src\+zhou_feasibility\point_in_hexagon.m,src\+zhou_feasibility\point_in_hexagon.m,1883,2026-07-13T10:36:45.000,817b81489e98402c0bf18159fe58a9aab68ee4b6733b0c976cdcb7ec6ba8e8ec,1,1,C:\Users\catkin\Documents\baseline_zhou\zhou_icf_mpc_model_error_decomposition_iter01\src\+zhou_feasibility\point_in_hexagon.m,src\+zhou_feasibility\point_in_hexagon.m,runtime frozen controller/plant/S2 closure
sequence_decomposition,C:\Users\catkin\Documents\baseline_zhou\zhou_icf_mpc_sequence_decomposition_iter01\src\+zhou_feasibility\project_point_to_polygon.m,src\+zhou_feasibility\project_point_to_polygon.m,2411,2026-07-13T10:36:45.000,39f289bf9c6610f34328b74754c1432667e0522161f60abeb9a94fe194381783,1,1,C:\Users\catkin\Documents\baseline_zhou\zhou_icf_mpc_model_error_decomposition_iter01\src\+zhou_feasibility\project_point_to_polygon.m,src\+zhou_feasibility\project_point_to_polygon.m,runtime frozen controller/plant/S2 closure
sequence_decomposition,C:\Users\catkin\Documents\baseline_zhou\zhou_icf_mpc_sequence_decomposition_iter01\src\+zhou_feasibility\rectangle_hexagon_intersection.m,src\+zhou_feasibility\rectangle_hexagon_intersection.m,4046,2026-07-13T10:37:29.000,a7704ddf48a876fa0664cdee1ff9c3edf82e845fb72fb6c5970e1f9198806040,1,1,C:\Users\catkin\Documents\baseline_zhou\zhou_icf_mpc_model_error_decomposition_iter01\src\+zhou_feasibility\rectangle_hexagon_intersection.m,src\+zhou_feasibility\rectangle_hexagon_intersection.m,runtime frozen controller/plant/S2 closure
sequence_decomposition,C:\Users\catkin\Documents\baseline_zhou\zhou_icf_mpc_sequence_decomposition_iter01\src\+zhou_feasibility\run_campaign.m,src\+zhou_feasibility\run_campaign.m,7304,2026-07-13T10:53:43.000,1ac76f91f7ce0640bd393d4df2910e7f8d68b07cfbd53c235e541ebd399c7846,1,1,C:\Users\catkin\Documents\baseline_zhou\zhou_icf_mpc_model_error_decomposition_iter01\src\+zhou_feasibility\run_campaign.m,src\+zhou_feasibility\run_campaign.m,runtime frozen controller/plant/S2 closure
sequence_decomposition,C:\Users\catkin\Documents\baseline_zhou\zhou_icf_mpc_sequence_decomposition_iter01\src\+zhou_feasibility\run_control_case.m,src\+zhou_feasibility\run_control_case.m,20087,2026-07-13T10:59:35.000,446481c4849a6cdd7f902f9fa7e617f39faf4f304bee77342b949bc794c8ea09,1,1,C:\Users\catkin\Documents\baseline_zhou\zhou_icf_mpc_model_error_decomposition_iter01\src\+zhou_feasibility\run_control_case.m,src\+zhou_feasibility\run_control_case.m,runtime frozen controller/plant/S2 closure
sequence_decomposition,C:\Users\catkin\Documents\baseline_zhou\zhou_icf_mpc_sequence_decomposition_iter01\src\+zhou_feasibility\run_p0_strict_regression.m,src\+zhou_feasibility\run_p0_strict_regression.m,2370,2026-07-13T10:38:37.000,a416c691042453560daf3572c1691d58d6bd423b0d3d046cb4b57fecdf4d6007,1,1,C:\Users\catkin\Documents\baseline_zhou\zhou_icf_mpc_model_error_decomposition_iter01\src\+zhou_feasibility\run_p0_strict_regression.m,src\+zhou_feasibility\run_p0_strict_regression.m,runtime frozen controller/plant/S2 closure
sequence_decomposition,C:\Users\catkin\Documents\baseline_zhou\zhou_icf_mpc_sequence_decomposition_iter01\src\+zhou_feasibility\synthesize_feasible_three_vector_command.m,src\+zhou_feasibility\synthesize_feasible_three_vector_command.m,2679,2026-07-13T10:36:45.000,322d095008b1ac6cc4380d24fcde40e274cf2b8568550377cbccbe76c375bf25,1,1,C:\Users\catkin\Documents\baseline_zhou\zhou_icf_mpc_model_error_decomposition_iter01\src\+zhou_feasibility\synthesize_feasible_three_vector_command.m,src\+zhou_feasibility\synthesize_feasible_three_vector_command.m,runtime frozen controller/plant/S2 closure
sequence_decomposition,C:\Users\catkin\Documents\baseline_zhou\zhou_icf_mpc_sequence_decomposition_iter01\src\+zhou_feasibility\voltage_feasibility.m,src\+zhou_feasibility\voltage_feasibility.m,8181,2026-07-13T09:50:25.000,fe8edd8e62ea46a9e6c0abb0ef9f2cfdb974c5d0a7c86ec537bc6e6e86859f44,1,1,C:\Users\catkin\Documents\baseline_zhou\zhou_icf_mpc_model_error_decomposition_iter01\src\+zhou_feasibility\voltage_feasibility.m,src\+zhou_feasibility\voltage_feasibility.m,runtime frozen controller/plant/S2 closure
sequence_decomposition,C:\Users\catkin\Documents\baseline_zhou\zhou_icf_mpc_sequence_decomposition_iter01\src\+zhou_ipmsm\+baseline\fcs_mpcc_step.m,src\+zhou_ipmsm\+baseline\fcs_mpcc_step.m,3354,2026-07-12T21:51:35.000,3ce8f12ed4744282483a65aa86ebf59962071812e5dc2b05d9bf67c9f6740af5,1,1,C:\Users\catkin\Documents\baseline_zhou\zhou_icf_mpc_model_error_decomposition_iter01\src\+zhou_ipmsm\+baseline\fcs_mpcc_step.m,src\+zhou_ipmsm\+baseline\fcs_mpcc_step.m,runtime frozen controller/plant/S2 closure
sequence_decomposition,C:\Users\catkin\Documents\baseline_zhou\zhou_icf_mpc_sequence_decomposition_iter01\src\+zhou_ipmsm\+controller\compute_V_terms.m,src\+zhou_ipmsm\+controller\compute_V_terms.m,194,2026-07-12T21:51:35.000,dd060c641e39132c2d7dac528dbabb2bef65d010decd9f78d088fbfa1d1c9209,1,1,C:\Users\catkin\Documents\baseline_zhou\zhou_icf_mpc_model_error_decomposition_iter01\src\+zhou_ipmsm\+controller\compute_V_terms.m,src\+zhou_ipmsm\+controller\compute_V_terms.m,runtime frozen controller/plant/S2 closure
sequence_decomposition,C:\Users\catkin\Documents\baseline_zhou\zhou_icf_mpc_sequence_decomposition_iter01\src\+zhou_ipmsm\+controller\compute_V_terms.m,src\+zhou_ipmsm\+controller\compute_V_terms.m,194,2026-07-12T21:51:34.000,dd060c641e39132c2d7dac528dbabb2bef65d010decd9f78d088fbfa1d1c9209,1,1,C:\Users\catkin\Documents\baseline_zhou\zhou_icf_mpc_model_error_decomposition_iter01\src\+zhou_iter11_ref\+controller\compute_V_terms.m,src\+zhou_iter11_ref\+controller\compute_V_terms.m,runtime frozen controller/plant/S2 closure
sequence_decomposition,C:\Users\catkin\Documents\baseline_zhou\zhou_icf_mpc_sequence_decomposition_iter01\src\+zhou_ipmsm\+controller\costs_from_voltage.m,src\+zhou_ipmsm\+controller\costs_from_voltage.m,276,2026-07-12T21:51:35.000,aa1113be43cd2e91b11fee3a1183a42c5ac4f1a3002c5c23b82171830b5933c1,1,1,C:\Users\catkin\Documents\baseline_zhou\zhou_icf_mpc_model_error_decomposition_iter01\src\+zhou_ipmsm\+controller\costs_from_voltage.m,src\+zhou_ipmsm\+controller\costs_from_voltage.m,runtime frozen controller/plant/S2 closure
sequence_decomposition,C:\Users\catkin\Documents\baseline_zhou\zhou_icf_mpc_sequence_decomposition_iter01\src\+zhou_ipmsm\+controller\estimate_F.m,src\+zhou_ipmsm\+controller\estimate_F.m,777,2026-07-12T21:51:35.000,1e01d613f54e53e9a6f1cc91bb5996e74ee23d9efc881b6c89a6870b45af5332,1,1,C:\Users\catkin\Documents\baseline_zhou\zhou_icf_mpc_model_error_decomposition_iter01\src\+zhou_ipmsm\+controller\estimate_F.m,src\+zhou_ipmsm\+controller\estimate_F.m,runtime frozen controller/plant/S2 closure
sequence_decomposition,C:\Users\catkin\Documents\baseline_zhou\zhou_icf_mpc_sequence_decomposition_iter01\src\+zhou_ipmsm\+controller\estimate_F.m,src\+zhou_ipmsm\+controller\estimate_F.m,777,2026-07-12T21:51:34.000,1e01d613f54e53e9a6f1cc91bb5996e74ee23d9efc881b6c89a6870b45af5332,1,1,C:\Users\catkin\Documents\baseline_zhou\zhou_icf_mpc_model_error_decomposition_iter01\src\+zhou_iter11_ref\+controller\estimate_F.m,src\+zhou_iter11_ref\+controller\estimate_F.m,runtime frozen controller/plant/S2 closure
sequence_decomposition,C:\Users\catkin\Documents\baseline_zhou\zhou_icf_mpc_sequence_decomposition_iter01\src\+zhou_ipmsm\+controller\estimate_F_algebraic.m,src\+zhou_ipmsm\+controller\estimate_F_algebraic.m,1090,2026-07-12T21:51:35.000,9db774e2f535254c0b369237e0a7f862f1a114e5865111c01c59c9a8a55fca37,1,1,C:\Users\catkin\Documents\baseline_zhou\zhou_icf_mpc_model_error_decomposition_iter01\src\+zhou_ipmsm\+controller\estimate_F_algebraic.m,src\+zhou_ipmsm\+controller\estimate_F_algebraic.m,runtime frozen controller/plant/S2 closure
sequence_decomposition,C:\Users\catkin\Documents\baseline_zhou\zhou_icf_mpc_sequence_decomposition_iter01\src\+zhou_ipmsm\+controller\icf_mpc_step.m,src\+zhou_ipmsm\+controller\icf_mpc_step.m,3402,2026-07-13T01:50:54.000,c88fdc47b49327eff8058aeaa7929b85aae7da6dd30bc4c98a90fb03f05fb2ba,1,1,C:\Users\catkin\Documents\baseline_zhou\zhou_icf_mpc_model_error_decomposition_iter01\src\+zhou_ipmsm\+controller\icf_mpc_step.m,src\+zhou_ipmsm\+controller\icf_mpc_step.m,runtime frozen controller/plant/S2 closure
sequence_decomposition,C:\Users\catkin\Documents\baseline_zhou\zhou_icf_mpc_sequence_decomposition_iter01\src\+zhou_ipmsm\+controller\independent_costs.m,src\+zhou_ipmsm\+controller\independent_costs.m,197,2026-07-12T21:51:35.000,cbabe47925f93c0a82e738ef906afc34111e130c534f9c9b7e9ce7bf8eaedc43,1,1,C:\Users\catkin\Documents\baseline_zhou\zhou_icf_mpc_model_error_decomposition_iter01\src\+zhou_ipmsm\+controller\independent_costs.m,src\+zhou_ipmsm\+controller\independent_costs.m,runtime frozen controller/plant/S2 closure
sequence_decomposition,C:\Users\catkin\Documents\baseline_zhou\zhou_icf_mpc_sequence_decomposition_iter01\src\+zhou_ipmsm\+controller\independent_costs.m,src\+zhou_ipmsm\+controller\independent_costs.m,197,2026-07-12T21:51:34.000,cbabe47925f93c0a82e738ef906afc34111e130c534f9c9b7e9ce7bf8eaedc43,1,1,C:\Users\catkin\Documents\baseline_zhou\zhou_icf_mpc_model_error_decomposition_iter01\src\+zhou_iter11_ref\+controller\independent_costs.m,src\+zhou_iter11_ref\+controller\independent_costs.m,runtime frozen controller/plant/S2 closure
sequence_decomposition,C:\Users\catkin\Documents\baseline_zhou\zhou_icf_mpc_sequence_decomposition_iter01\src\+zhou_ipmsm\+controller\predict_k1.m,src\+zhou_ipmsm\+controller\predict_k1.m,251,2026-07-12T21:51:35.000,eaf4f7a03d736828d00503c93fef60ae8a7d21c7d3f9d3fdc5df258131737f62,1,1,C:\Users\catkin\Documents\baseline_zhou\zhou_icf_mpc_model_error_decomposition_iter01\src\+zhou_ipmsm\+controller\predict_k1.m,src\+zhou_ipmsm\+controller\predict_k1.m,runtime frozen controller/plant/S2 closure
sequence_decomposition,C:\Users\catkin\Documents\baseline_zhou\zhou_icf_mpc_sequence_decomposition_iter01\src\+zhou_ipmsm\+controller\predict_k1.m,src\+zhou_ipmsm\+controller\predict_k1.m,251,2026-07-12T21:51:35.000,eaf4f7a03d736828d00503c93fef60ae8a7d21c7d3f9d3fdc5df258131737f62,1,1,C:\Users\catkin\Documents\baseline_zhou\zhou_icf_mpc_model_error_decomposition_iter01\src\+zhou_iter11_ref\+controller\predict_k1.m,src\+zhou_iter11_ref\+controller\predict_k1.m,runtime frozen controller/plant/S2 closure
sequence_decomposition,C:\Users\catkin\Documents\baseline_zhou\zhou_icf_mpc_sequence_decomposition_iter01\src\+zhou_ipmsm\+controller\predict_k2.m,src\+zhou_ipmsm\+controller\predict_k2.m,223,2026-07-12T21:51:35.000,1b331a04db899a1d79a5e706b79de909368b99e622afa35c27fdab3e35199f00,1,1,C:\Users\catkin\Documents\baseline_zhou\zhou_icf_mpc_model_error_decomposition_iter01\src\+zhou_ipmsm\+controller\predict_k2.m,src\+zhou_ipmsm\+controller\predict_k2.m,runtime frozen controller/plant/S2 closure
sequence_decomposition,C:\Users\catkin\Documents\baseline_zhou\zhou_icf_mpc_sequence_decomposition_iter01\src\+zhou_ipmsm\+controller\predict_k2.m,src\+zhou_ipmsm\+controller\predict_k2.m,223,2026-07-12T21:51:35.000,1b331a04db899a1d79a5e706b79de909368b99e622afa35c27fdab3e35199f00,1,1,C:\Users\catkin\Documents\baseline_zhou\zhou_icf_mpc_model_error_decomposition_iter01\src\+zhou_iter11_ref\+controller\predict_k2.m,src\+zhou_iter11_ref\+controller\predict_k2.m,runtime frozen controller/plant/S2 closure
sequence_decomposition,C:\Users\catkin\Documents\baseline_zhou\zhou_icf_mpc_sequence_decomposition_iter01\src\+zhou_ipmsm\+controller\sequence_equivalent_dq_voltage.m,src\+zhou_ipmsm\+controller\sequence_equivalent_dq_voltage.m,639,2026-07-12T21:51:35.000,7704a6a289746af8b07849098b27b4728d6b0537d3ef67092ff9ff352dce5580,1,1,C:\Users\catkin\Documents\baseline_zhou\zhou_icf_mpc_model_error_decomposition_iter01\src\+zhou_ipmsm\+controller\sequence_equivalent_dq_voltage.m,src\+zhou_ipmsm\+controller\sequence_equivalent_dq_voltage.m,runtime frozen controller/plant/S2 closure
sequence_decomposition,C:\Users\catkin\Documents\baseline_zhou\zhou_icf_mpc_sequence_decomposition_iter01\src\+zhou_ipmsm\+geometry\active_lines.m,src\+zhou_ipmsm\+geometry\active_lines.m,299,2026-07-12T21:51:35.000,0b24b5c92b9646da7e3cc27b4a1b9016710f35000c340b32d27f38424151d0d2,1,1,C:\Users\catkin\Documents\baseline_zhou\zhou_icf_mpc_model_error_decomposition_iter01\src\+zhou_ipmsm\+geometry\active_lines.m,src\+zhou_ipmsm\+geometry\active_lines.m,runtime frozen controller/plant/S2 closure
sequence_decomposition,C:\Users\catkin\Documents\baseline_zhou\zhou_icf_mpc_sequence_decomposition_iter01\src\+zhou_ipmsm\+geometry\active_lines.m,src\+zhou_ipmsm\+geometry\active_lines.m,299,2026-07-12T21:51:35.000,0b24b5c92b9646da7e3cc27b4a1b9016710f35000c340b32d27f38424151d0d2,1,1,C:\Users\catkin\Documents\baseline_zhou\zhou_icf_mpc_model_error_decomposition_iter01\src\+zhou_iter11_ref\+geometry\active_lines.m,src\+zhou_iter11_ref\+geometry\active_lines.m,runtime frozen controller/plant/S2 closure
sequence_decomposition,C:\Users\catkin\Documents\baseline_zhou\zhou_icf_mpc_sequence_decomposition_iter01\src\+zhou_ipmsm\+geometry\analyze_rectangle.m,src\+zhou_ipmsm\+geometry\analyze_rectangle.m,2927,2026-07-12T21:51:35.000,12014527a857c48bc1e695924d34ea57527b1dc985535091aee5caf21444f95f,1,1,C:\Users\catkin\Documents\baseline_zhou\zhou_icf_mpc_model_error_decomposition_iter01\src\+zhou_ipmsm\+geometry\analyze_rectangle.m,src\+zhou_ipmsm\+geometry\analyze_rectangle.m,runtime frozen controller/plant/S2 closure
sequence_decomposition,C:\Users\catkin\Documents\baseline_zhou\zhou_icf_mpc_sequence_decomposition_iter01\src\+zhou_ipmsm\+geometry\build_rectangle.m,src\+zhou_ipmsm\+geometry\build_rectangle.m,3142,2026-07-12T21:51:35.000,6958df981109def4d01962425350285a48aa08edc537fca674c6e218ed42cf9f,1,1,C:\Users\catkin\Documents\baseline_zhou\zhou_icf_mpc_model_error_decomposition_iter01\src\+zhou_ipmsm\+geometry\build_rectangle.m,src\+zhou_ipmsm\+geometry\build_rectangle.m,runtime frozen controller/plant/S2 closure
sequence_decomposition,C:\Users\catkin\Documents\baseline_zhou\zhou_icf_mpc_sequence_decomposition_iter01\src\+zhou_ipmsm\+geometry\build_rectangle.m,src\+zhou_ipmsm\+geometry\build_rectangle.m,3142,2026-07-12T21:51:35.000,6958df981109def4d01962425350285a48aa08edc537fca674c6e218ed42cf9f,1,1,C:\Users\catkin\Documents\baseline_zhou\zhou_icf_mpc_model_error_decomposition_iter01\src\+zhou_iter11_ref\+geometry\build_rectangle.m,src\+zhou_iter11_ref\+geometry\build_rectangle.m,runtime frozen controller/plant/S2 closure
sequence_decomposition,C:\Users\catkin\Documents\baseline_zhou\zhou_icf_mpc_sequence_decomposition_iter01\src\+zhou_ipmsm\+geometry\case2_midpoint.m,src\+zhou_ipmsm\+geometry\case2_midpoint.m,4110,2026-07-12T21:51:35.000,487bd01617334af89902a3843682105db5c9f6712c192ea3616a4b9237c0f733,1,1,C:\Users\catkin\Documents\baseline_zhou\zhou_icf_mpc_model_error_decomposition_iter01\src\+zhou_ipmsm\+geometry\case2_midpoint.m,src\+zhou_ipmsm\+geometry\case2_midpoint.m,runtime frozen controller/plant/S2 closure
sequence_decomposition,C:\Users\catkin\Documents\baseline_zhou\zhou_icf_mpc_sequence_decomposition_iter01\src\+zhou_ipmsm\+geometry\classify_case.m,src\+zhou_ipmsm\+geometry\classify_case.m,1205,2026-07-12T21:51:35.000,7ae89fe19b4e2235d9b49d872161d727d500ccaa568c00555d68426f913fa744,1,1,C:\Users\catkin\Documents\baseline_zhou\zhou_icf_mpc_model_error_decomposition_iter01\src\+zhou_ipmsm\+geometry\classify_case.m,src\+zhou_ipmsm\+geometry\classify_case.m,runtime frozen controller/plant/S2 closure
sequence_decomposition,C:\Users\catkin\Documents\baseline_zhou\zhou_icf_mpc_sequence_decomposition_iter01\src\+zhou_ipmsm\+geometry\line_rectangle_intersections.m,src\+zhou_ipmsm\+geometry\line_rectangle_intersections.m,2508,2026-07-12T21:51:35.000,c9b185702588f8663a221257c115c24ea8bda39a199aa97f494b117f38260594,1,1,C:\Users\catkin\Documents\baseline_zhou\zhou_icf_mpc_model_error_decomposition_iter01\src\+zhou_ipmsm\+geometry\line_rectangle_intersections.m,src\+zhou_ipmsm\+geometry\line_rectangle_intersections.m,runtime frozen controller/plant/S2 closure
sequence_decomposition,C:\Users\catkin\Documents\baseline_zhou\zhou_icf_mpc_sequence_decomposition_iter01\src\+zhou_ipmsm\+geometry\line_side_signature.m,src\+zhou_ipmsm\+geometry\line_side_signature.m,852,2026-07-12T21:51:35.000,319c102e427e9e7568765a6912a82ab9d52495a3fea95834025d3e2fe16aecb5,1,1,C:\Users\catkin\Documents\baseline_zhou\zhou_icf_mpc_model_error_decomposition_iter01\src\+zhou_ipmsm\+geometry\line_side_signature.m,src\+zhou_ipmsm\+geometry\line_side_signature.m,runtime frozen controller/plant/S2 closure
sequence_decomposition,C:\Users\catkin\Documents\baseline_zhou\zhou_icf_mpc_sequence_decomposition_iter01\src\+zhou_ipmsm\+geometry\point_in_rectangle.m,src\+zhou_ipmsm\+geometry\point_in_rectangle.m,467,2026-07-12T21:51:35.000,60b01e2aea45803d1f71a6ca4bb1b5f0bde7e98651cd54d166379b652abe8218,1,1,C:\Users\catkin\Documents\baseline_zhou\zhou_icf_mpc_model_error_decomposition_iter01\src\+zhou_ipmsm\+geometry\point_in_rectangle.m,src\+zhou_ipmsm\+geometry\point_in_rectangle.m,runtime frozen controller/plant/S2 closure
sequence_decomposition,C:\Users\catkin\Documents\baseline_zhou\zhou_icf_mpc_sequence_decomposition_iter01\src\+zhou_ipmsm\+geometry\sector_of_point.m,src\+zhou_ipmsm\+geometry\sector_of_point.m,702,2026-07-12T21:51:35.000,cc4b6b23cebae4193655bde73ea1cd736ce7011f1a49ef38c9f177a2fcd8693b,1,1,C:\Users\catkin\Documents\baseline_zhou\zhou_icf_mpc_model_error_decomposition_iter01\src\+zhou_ipmsm\+geometry\sector_of_point.m,src\+zhou_ipmsm\+geometry\sector_of_point.m,runtime frozen controller/plant/S2 closure
sequence_decomposition,C:\Users\catkin\Documents\baseline_zhou\zhou_icf_mpc_sequence_decomposition_iter01\src\+zhou_ipmsm\+geometry\sector_of_point.m,src\+zhou_ipmsm\+geometry\sector_of_point.m,702,2026-07-12T21:51:35.000,cc4b6b23cebae4193655bde73ea1cd736ce7011f1a49ef38c9f177a2fcd8693b,1,1,C:\Users\catkin\Documents\baseline_zhou\zhou_icf_mpc_model_error_decomposition_iter01\src\+zhou_iter11_ref\+geometry\sector_of_point.m,src\+zhou_iter11_ref\+geometry\sector_of_point.m,runtime frozen controller/plant/S2 closure
sequence_decomposition,C:\Users\catkin\Documents\baseline_zhou\zhou_icf_mpc_sequence_decomposition_iter01\src\+zhou_ipmsm\+geometry\select_savv.m,src\+zhou_ipmsm\+geometry\select_savv.m,3193,2026-07-12T21:51:35.000,0ef107490d3ac634ab2144f2e59087d225b56aebaf72c83a670bc96b38b61e72,1,1,C:\Users\catkin\Documents\baseline_zhou\zhou_icf_mpc_model_error_decomposition_iter01\src\+zhou_ipmsm\+geometry\select_savv.m,src\+zhou_ipmsm\+geometry\select_savv.m,runtime frozen controller/plant/S2 closure
sequence_decomposition,C:\Users\catkin\Documents\baseline_zhou\zhou_icf_mpc_sequence_decomposition_iter01\src\+zhou_ipmsm\+inverter\count_sequence_transitions.m,src\+zhou_ipmsm\+inverter\count_sequence_transitions.m,346,2026-07-12T21:51:35.000,dca4634a4ac20d76660e3f2eec252fc8f1f69652ca05dfb6c08aac3a3cb810eb,1,1,C:\Users\catkin\Documents\baseline_zhou\zhou_icf_mpc_model_error_decomposition_iter01\src\+zhou_ipmsm\+inverter\count_sequence_transitions.m,src\+zhou_ipmsm\+inverter\count_sequence_transitions.m,runtime frozen controller/plant/S2 closure
sequence_decomposition,C:\Users\catkin\Documents\baseline_zhou\zhou_icf_mpc_sequence_decomposition_iter01\src\+zhou_ipmsm\+inverter\deadtime_voltage_error.m,src\+zhou_ipmsm\+inverter\deadtime_voltage_error.m,2085,2026-07-12T21:51:35.000,3d3466602f27879071dd93beef8e48b234794f8dcd7f318e9298d5bf8f0e22a4,1,1,C:\Users\catkin\Documents\baseline_zhou\zhou_icf_mpc_model_error_decomposition_iter01\src\+zhou_ipmsm\+inverter\deadtime_voltage_error.m,src\+zhou_ipmsm\+inverter\deadtime_voltage_error.m,runtime frozen controller/plant/S2 closure
sequence_decomposition,C:\Users\catkin\Documents\baseline_zhou\zhou_icf_mpc_sequence_decomposition_iter01\src\+zhou_ipmsm\+inverter\voltage_vectors.m,src\+zhou_ipmsm\+inverter\voltage_vectors.m,783,2026-07-12T21:51:35.000,3e5567c0790a8d06adcda9e6e63e6e939abfc2829f52c194f6745710776e7f88,1,1,C:\Users\catkin\Documents\baseline_zhou\zhou_icf_mpc_model_error_decomposition_iter01\src\+zhou_ipmsm\+inverter\voltage_vectors.m,src\+zhou_ipmsm\+inverter\voltage_vectors.m,runtime frozen controller/plant/S2 closure
sequence_decomposition,C:\Users\catkin\Documents\baseline_zhou\zhou_icf_mpc_sequence_decomposition_iter01\src\+zhou_ipmsm\+inverter\voltage_vectors.m,src\+zhou_ipmsm\+inverter\voltage_vectors.m,783,2026-07-12T21:51:35.000,3e5567c0790a8d06adcda9e6e63e6e939abfc2829f52c194f6745710776e7f88,1,1,C:\Users\catkin\Documents\baseline_zhou\zhou_icf_mpc_model_error_decomposition_iter01\src\+zhou_iter11_ref\+inverter\voltage_vectors.m,src\+zhou_iter11_ref\+inverter\voltage_vectors.m,runtime frozen controller/plant/S2 closure
sequence_decomposition,C:\Users\catkin\Documents\baseline_zhou\zhou_icf_mpc_sequence_decomposition_iter01\src\+zhou_ipmsm\+io\append_standard_tables.m,src\+zhou_ipmsm\+io\append_standard_tables.m,836,2026-07-12T21:51:35.000,53755356b1c074c80e057532c4203f89d369394bd69a42ad89a655ebba9e566c,1,1,C:\Users\catkin\Documents\baseline_zhou\zhou_icf_mpc_model_error_decomposition_iter01\src\+zhou_ipmsm\+io\append_standard_tables.m,src\+zhou_ipmsm\+io\append_standard_tables.m,runtime frozen controller/plant/S2 closure
sequence_decomposition,C:\Users\catkin\Documents\baseline_zhou\zhou_icf_mpc_sequence_decomposition_iter01\src\+zhou_ipmsm\+io\append_text.m,src\+zhou_ipmsm\+io\append_text.m,410,2026-07-12T21:51:35.000,1a3dd71fc20d24bb3eb6ac5e20b73aa574e05d7e3c0da018126385a68c2a7d7b,1,1,C:\Users\catkin\Documents\baseline_zhou\zhou_icf_mpc_model_error_decomposition_iter01\src\+zhou_ipmsm\+io\append_text.m,src\+zhou_ipmsm\+io\append_text.m,runtime frozen controller/plant/S2 closure
sequence_decomposition,C:\Users\catkin\Documents\baseline_zhou\zhou_icf_mpc_sequence_decomposition_iter01\src\+zhou_ipmsm\+io\create_run_context.m,src\+zhou_ipmsm\+io\create_run_context.m,2214,2026-07-12T21:51:35.000,f2af610e6ef9f884e7ffaadaa51f0f221937db735534111378bad51399076517,1,1,C:\Users\catkin\Documents\baseline_zhou\zhou_icf_mpc_model_error_decomposition_iter01\src\+zhou_ipmsm\+io\create_run_context.m,src\+zhou_ipmsm\+io\create_run_context.m,runtime frozen controller/plant/S2 closure
