upstream_project,source_absolute_path,source_relative_path,file_size_bytes,modified_time,sha256,copied_to_new_project,byte_identical,destination_absolute_path,destination_relative_path,use_in_new_project
sequence_decomposition,C:\Users\catkin\Documents\baseline_zhou\zhou_icf_mpc_sequence_decomposition_iter01\src\+zhou_ipmsm\+io\file_sha256.m,src\+zhou_ipmsm\+io\file_sha256.m,503,2026-07-12T21:51:35.000,b7b7ec8761d93aea16ea198c585bfc6ba8bac5fda80a3cd6321ad6ff1a0c69b4,1,1,C:\Users\catkin\Documents\baseline_zhou\zhou_icf_mpc_model_error_decomposition_iter01\src\+zhou_ipmsm\+io\file_sha256.m,src\+zhou_ipmsm\+io\file_sha256.m,runtime frozen controller/plant/S2 closure
sequence_decomposition,C:\Users\catkin\Documents\baseline_zhou\zhou_icf_mpc_sequence_decomposition_iter01\src\+zhou_ipmsm\+io\write_code_manifest.m,src\+zhou_ipmsm\+io\write_code_manifest.m,1382,2026-07-12T21:51:35.000,1086740d2c44054665b23a08b80df92b5f894e41f1c3a0569653ce89b0ae4505,1,1,C:\Users\catkin\Documents\baseline_zhou\zhou_icf_mpc_model_error_decomposition_iter01\src\+zhou_ipmsm\+io\write_code_manifest.m,src\+zhou_ipmsm\+io\write_code_manifest.m,runtime frozen controller/plant/S2 closure
sequence_decomposition,C:\Users\catkin\Documents\baseline_zhou\zhou_icf_mpc_sequence_decomposition_iter01\src\+zhou_ipmsm\+io\write_or_append_table.m,src\+zhou_ipmsm\+io\write_or_append_table.m,764,2026-07-12T21:51:35.000,d1cd89497fabeff504515e420752d0b028ba16d15db8f4dba69b62f75384cc5e,1,1,C:\Users\catkin\Documents\baseline_zhou\zhou_icf_mpc_model_error_decomposition_iter01\src\+zhou_ipmsm\+io\write_or_append_table.m,src\+zhou_ipmsm\+io\write_or_append_table.m,runtime frozen controller/plant/S2 closure
sequence_decomposition,C:\Users\catkin\Documents\baseline_zhou\zhou_icf_mpc_sequence_decomposition_iter01\src\+zhou_ipmsm\+io\write_text_new.m,src\+zhou_ipmsm\+io\write_text_new.m,425,2026-07-12T21:51:35.000,6f02a340d13307db188973ebf3e0aa92f1fa8e18cbe90909435f9ecd944793e5,1,1,C:\Users\catkin\Documents\baseline_zhou\zhou_icf_mpc_model_error_decomposition_iter01\src\+zhou_ipmsm\+io\write_text_new.m,src\+zhou_ipmsm\+io\write_text_new.m,runtime frozen controller/plant/S2 closure
sequence_decomposition,C:\Users\catkin\Documents\baseline_zhou\zhou_icf_mpc_sequence_decomposition_iter01\src\+zhou_ipmsm\+math\inv_park.m,src\+zhou_ipmsm\+math\inv_park.m,182,2026-07-12T21:51:35.000,9aba0e5069d057e46a4505db9cbfcdda1fb4915f9e42d4a8dba849811cba6624,1,1,C:\Users\catkin\Documents\baseline_zhou\zhou_icf_mpc_model_error_decomposition_iter01\src\+zhou_ipmsm\+math\inv_park.m,src\+zhou_ipmsm\+math\inv_park.m,runtime frozen controller/plant/S2 closure
sequence_decomposition,C:\Users\catkin\Documents\baseline_zhou\zhou_icf_mpc_sequence_decomposition_iter01\src\+zhou_ipmsm\+math\inv_park.m,src\+zhou_ipmsm\+math\inv_park.m,182,2026-07-12T21:51:35.000,9aba0e5069d057e46a4505db9cbfcdda1fb4915f9e42d4a8dba849811cba6624,1,1,C:\Users\catkin\Documents\baseline_zhou\zhou_icf_mpc_model_error_decomposition_iter01\src\+zhou_iter11_ref\+math\inv_park.m,src\+zhou_iter11_ref\+math\inv_park.m,runtime frozen controller/plant/S2 closure
sequence_decomposition,C:\Users\catkin\Documents\baseline_zhou\zhou_icf_mpc_sequence_decomposition_iter01\src\+zhou_ipmsm\+math\park.m,src\+zhou_ipmsm\+math\park.m,180,2026-07-12T21:51:35.000,dcb18e96c63efa8f4741f93ad4e203c1c1fceb4f0e5e91c864203161bdcc2c14,1,1,C:\Users\catkin\Documents\baseline_zhou\zhou_icf_mpc_model_error_decomposition_iter01\src\+zhou_ipmsm\+math\park.m,src\+zhou_ipmsm\+math\park.m,runtime frozen controller/plant/S2 closure
sequence_decomposition,C:\Users\catkin\Documents\baseline_zhou\zhou_icf_mpc_sequence_decomposition_iter01\src\+zhou_ipmsm\+math\park.m,src\+zhou_ipmsm\+math\park.m,180,2026-07-12T21:51:35.000,dcb18e96c63efa8f4741f93ad4e203c1c1fceb4f0e5e91c864203161bdcc2c14,1,1,C:\Users\catkin\Documents\baseline_zhou\zhou_icf_mpc_model_error_decomposition_iter01\src\+zhou_iter11_ref\+math\park.m,src\+zhou_iter11_ref\+math\park.m,runtime frozen controller/plant/S2 closure
sequence_decomposition,C:\Users\catkin\Documents\baseline_zhou\zhou_icf_mpc_sequence_decomposition_iter01\src\+zhou_ipmsm\+metrics\case_statistics_table.m,src\+zhou_ipmsm\+metrics\case_statistics_table.m,559,2026-07-12T21:51:35.000,9ed4200f5ed837bc968ce47635ad3179af416dc1e5842ca517e6eb313b50ac16,1,1,C:\Users\catkin\Documents\baseline_zhou\zhou_icf_mpc_model_error_decomposition_iter01\src\+zhou_ipmsm\+metrics\case_statistics_table.m,src\+zhou_ipmsm\+metrics\case_statistics_table.m,runtime frozen controller/plant/S2 closure
sequence_decomposition,C:\Users\catkin\Documents\baseline_zhou\zhou_icf_mpc_sequence_decomposition_iter01\src\+zhou_ipmsm\+metrics\case_statistics_table.m,src\+zhou_ipmsm\+metrics\case_statistics_table.m,559,2026-07-12T21:51:35.000,9ed4200f5ed837bc968ce47635ad3179af416dc1e5842ca517e6eb313b50ac16,1,1,C:\Users\catkin\Documents\baseline_zhou\zhou_icf_mpc_model_error_decomposition_iter01\src\+zhou_iter11_ref\+metrics\case_statistics_table.m,src\+zhou_iter11_ref\+metrics\case_statistics_table.m,runtime frozen controller/plant/S2 closure
sequence_decomposition,C:\Users\catkin\Documents\baseline_zhou\zhou_icf_mpc_sequence_decomposition_iter01\src\+zhou_ipmsm\+metrics\constraint_violations_table.m,src\+zhou_ipmsm\+metrics\constraint_violations_table.m,1331,2026-07-12T21:51:35.000,42fa7c9e356b5a6daa2147fd848beb7e176ea4c87032cb0bc64e817a21251636,1,1,C:\Users\catkin\Documents\baseline_zhou\zhou_icf_mpc_model_error_decomposition_iter01\src\+zhou_ipmsm\+metrics\constraint_violations_table.m,src\+zhou_ipmsm\+metrics\constraint_violations_table.m,runtime frozen controller/plant/S2 closure
sequence_decomposition,C:\Users\catkin\Documents\baseline_zhou\zhou_icf_mpc_sequence_decomposition_iter01\src\+zhou_ipmsm\+metrics\constraint_violations_table.m,src\+zhou_ipmsm\+metrics\constraint_violations_table.m,1331,2026-07-12T21:51:35.000,42fa7c9e356b5a6daa2147fd848beb7e176ea4c87032cb0bc64e817a21251636,1,1,C:\Users\catkin\Documents\baseline_zhou\zhou_icf_mpc_model_error_decomposition_iter01\src\+zhou_iter11_ref\+metrics\constraint_violations_table.m,src\+zhou_iter11_ref\+metrics\constraint_violations_table.m,runtime frozen controller/plant/S2 closure
sequence_decomposition,C:\Users\catkin\Documents\baseline_zhou\zhou_icf_mpc_sequence_decomposition_iter01\src\+zhou_ipmsm\+metrics\phase_thd.m,src\+zhou_ipmsm\+metrics\phase_thd.m,687,2026-07-12T21:51:35.000,5e43604055e7238b6c841301e71bf462bca80ddc7facf48370ed8ce6f485b638,1,1,C:\Users\catkin\Documents\baseline_zhou\zhou_icf_mpc_model_error_decomposition_iter01\src\+zhou_ipmsm\+metrics\phase_thd.m,src\+zhou_ipmsm\+metrics\phase_thd.m,runtime frozen controller/plant/S2 closure
sequence_decomposition,C:\Users\catkin\Documents\baseline_zhou\zhou_icf_mpc_sequence_decomposition_iter01\src\+zhou_ipmsm\+metrics\phase_thd.m,src\+zhou_ipmsm\+metrics\phase_thd.m,687,2026-07-12T21:51:35.000,5e43604055e7238b6c841301e71bf462bca80ddc7facf48370ed8ce6f485b638,1,1,C:\Users\catkin\Documents\baseline_zhou\zhou_icf_mpc_model_error_decomposition_iter01\src\+zhou_iter11_ref\+metrics\phase_thd.m,src\+zhou_iter11_ref\+metrics\phase_thd.m,runtime frozen controller/plant/S2 closure
sequence_decomposition,C:\Users\catkin\Documents\baseline_zhou\zhou_icf_mpc_sequence_decomposition_iter01\src\+zhou_ipmsm\+metrics\phase_thd_total_rms.m,src\+zhou_ipmsm\+metrics\phase_thd_total_rms.m,838,2026-07-12T21:51:35.000,160d74ef7333bd6d2915f11816ff495428c5fd32481873b99c8f5eadaac59b01,1,1,C:\Users\catkin\Documents\baseline_zhou\zhou_icf_mpc_model_error_decomposition_iter01\src\+zhou_ipmsm\+metrics\phase_thd_total_rms.m,src\+zhou_ipmsm\+metrics\phase_thd_total_rms.m,runtime frozen controller/plant/S2 closure
sequence_decomposition,C:\Users\catkin\Documents\baseline_zhou\zhou_icf_mpc_sequence_decomposition_iter01\src\+zhou_ipmsm\+metrics\summarize_simulation.m,src\+zhou_ipmsm\+metrics\summarize_simulation.m,4194,2026-07-12T21:51:35.000,6a03b268a2b0082409d7a8874ad071f4059446963d58ebdef3a1f291125a3e63,1,1,C:\Users\catkin\Documents\baseline_zhou\zhou_icf_mpc_model_error_decomposition_iter01\src\+zhou_ipmsm\+metrics\summarize_simulation.m,src\+zhou_ipmsm\+metrics\summarize_simulation.m,runtime frozen controller/plant/S2 closure
sequence_decomposition,C:\Users\catkin\Documents\baseline_zhou\zhou_icf_mpc_sequence_decomposition_iter01\src\+zhou_ipmsm\+metrics\summary_to_long_table.m,src\+zhou_ipmsm\+metrics\summary_to_long_table.m,2141,2026-07-12T21:51:35.000,fe7d4f860976f61e77fdfc721a0fbfab0f209bd5b5ea23f089ce4a93a4b42cd0,1,1,C:\Users\catkin\Documents\baseline_zhou\zhou_icf_mpc_model_error_decomposition_iter01\src\+zhou_ipmsm\+metrics\summary_to_long_table.m,src\+zhou_ipmsm\+metrics\summary_to_long_table.m,runtime frozen controller/plant/S2 closure
sequence_decomposition,C:\Users\catkin\Documents\baseline_zhou\zhou_icf_mpc_sequence_decomposition_iter01\src\+zhou_ipmsm\+metrics\summary_to_long_table.m,src\+zhou_ipmsm\+metrics\summary_to_long_table.m,2141,2026-07-12T21:51:35.000,fe7d4f860976f61e77fdfc721a0fbfab0f209bd5b5ea23f089ce4a93a4b42cd0,1,1,C:\Users\catkin\Documents\baseline_zhou\zhou_icf_mpc_model_error_decomposition_iter01\src\+zhou_iter11_ref\+metrics\summary_to_long_table.m,src\+zhou_iter11_ref\+metrics\summary_to_long_table.m,runtime frozen controller/plant/S2 closure
sequence_decomposition,C:\Users\catkin\Documents\baseline_zhou\zhou_icf_mpc_sequence_decomposition_iter01\src\+zhou_ipmsm\+model\electromagnetic_torque.m,src\+zhou_ipmsm\+model\electromagnetic_torque.m,666,2026-07-12T21:55:11.000,95ac234dfe63cfa064a863de845c3d6258fb87879acc9883fe40bcf85e887ed0,1,1,C:\Users\catkin\Documents\baseline_zhou\zhou_icf_mpc_model_error_decomposition_iter01\src\+zhou_ipmsm\+model\electromagnetic_torque.m,src\+zhou_ipmsm\+model\electromagnetic_torque.m,runtime frozen controller/plant/S2 closure
sequence_decomposition,C:\Users\catkin\Documents\baseline_zhou\zhou_icf_mpc_sequence_decomposition_iter01\src\+zhou_ipmsm\+model\integrate_command.m,src\+zhou_ipmsm\+model\integrate_command.m,2561,2026-07-12T21:55:11.000,e7c8364b36845d5367c9c3ad701d845e7069c9fd170c7c24f321f16510e7c6cd,1,1,C:\Users\catkin\Documents\baseline_zhou\zhou_icf_mpc_model_error_decomposition_iter01\src\+zhou_ipmsm\+model\integrate_command.m,src\+zhou_ipmsm\+model\integrate_command.m,runtime frozen controller/plant/S2 closure
sequence_decomposition,C:\Users\catkin\Documents\baseline_zhou\zhou_icf_mpc_sequence_decomposition_iter01\src\+zhou_ipmsm\+model\phase_currents.m,src\+zhou_ipmsm\+model\phase_currents.m,355,2026-07-12T21:51:35.000,bc263f05bfbb0820a01de930044c4262636f9ccf03003ff291eb3bf05904e256,1,1,C:\Users\catkin\Documents\baseline_zhou\zhou_icf_mpc_model_error_decomposition_iter01\src\+zhou_ipmsm\+model\phase_currents.m,src\+zhou_ipmsm\+model\phase_currents.m,runtime frozen controller/plant/S2 closure
sequence_decomposition,C:\Users\catkin\Documents\baseline_zhou\zhou_icf_mpc_sequence_decomposition_iter01\src\+zhou_ipmsm\+model\pmsm_derivative.m,src\+zhou_ipmsm\+model\pmsm_derivative.m,1310,2026-07-12T21:55:11.000,2cb48bef4e266a0a667c9adae3ac813d9ddb5b807403e837d7fbf4317ac6dd90,1,1,C:\Users\catkin\Documents\baseline_zhou\zhou_icf_mpc_model_error_decomposition_iter01\src\+zhou_ipmsm\+model\pmsm_derivative.m,src\+zhou_ipmsm\+model\pmsm_derivative.m,runtime frozen controller/plant/S2 closure
sequence_decomposition,C:\Users\catkin\Documents\baseline_zhou\zhou_icf_mpc_sequence_decomposition_iter01\src\+zhou_ipmsm\+model\sample_command_waveform.m,src\+zhou_ipmsm\+model\sample_command_waveform.m,3011,2026-07-12T21:51:35.000,80006bd04039b9aba53ef4b799b1ba632965ddb42692a4e09396056eee8f1ebf,1,1,C:\Users\catkin\Documents\baseline_zhou\zhou_icf_mpc_model_error_decomposition_iter01\src\+zhou_ipmsm\+model\sample_command_waveform.m,src\+zhou_ipmsm\+model\sample_command_waveform.m,runtime frozen controller/plant/S2 closure
sequence_decomposition,C:\Users\catkin\Documents\baseline_zhou\zhou_icf_mpc_sequence_decomposition_iter01\src\+zhou_ipmsm\+model\torque_components.m,src\+zhou_ipmsm\+model\torque_components.m,564,2026-07-12T21:55:11.000,84c241a755f47a1f450185b8b16411e7d74a863479f1f7127b22f6d76dd97996,1,1,C:\Users\catkin\Documents\baseline_zhou\zhou_icf_mpc_model_error_decomposition_iter01\src\+zhou_ipmsm\+model\torque_components.m,src\+zhou_ipmsm\+model\torque_components.m,runtime frozen controller/plant/S2 closure
sequence_decomposition,C:\Users\catkin\Documents\baseline_zhou\zhou_icf_mpc_sequence_decomposition_iter01\src\+zhou_ipmsm\+modulation\case1_command.m,src\+zhou_ipmsm\+modulation\case1_command.m,619,2026-07-12T21:51:35.000,5b047ffe7e63b29d02e0c81bfed76e49e22d0a675d664c209cd039486fa12bac,1,1,C:\Users\catkin\Documents\baseline_zhou\zhou_icf_mpc_model_error_decomposition_iter01\src\+zhou_ipmsm\+modulation\case1_command.m,src\+zhou_ipmsm\+modulation\case1_command.m,runtime frozen controller/plant/S2 closure
sequence_decomposition,C:\Users\catkin\Documents\baseline_zhou\zhou_icf_mpc_sequence_decomposition_iter01\src\+zhou_ipmsm\+modulation\case1_command.m,src\+zhou_ipmsm\+modulation\case1_command.m,619,2026-07-12T21:51:35.000,5b047ffe7e63b29d02e0c81bfed76e49e22d0a675d664c209cd039486fa12bac,1,1,C:\Users\catkin\Documents\baseline_zhou\zhou_icf_mpc_model_error_decomposition_iter01\src\+zhou_iter11_ref\+modulation\case1_command.m,src\+zhou_iter11_ref\+modulation\case1_command.m,runtime frozen controller/plant/S2 closure
sequence_decomposition,C:\Users\catkin\Documents\baseline_zhou\zhou_icf_mpc_sequence_decomposition_iter01\src\+zhou_ipmsm\+modulation\case2_command.m,src\+zhou_ipmsm\+modulation\case2_command.m,1772,2026-07-12T21:51:35.000,e4bc191b2b8ab749ce618666fc095246435e69462fb6b88aa8793aa470e3ca93,1,1,C:\Users\catkin\Documents\baseline_zhou\zhou_icf_mpc_model_error_decomposition_iter01\src\+zhou_ipmsm\+modulation\case2_command.m,src\+zhou_ipmsm\+modulation\case2_command.m,runtime frozen controller/plant/S2 closure
sequence_decomposition,C:\Users\catkin\Documents\baseline_zhou\zhou_icf_mpc_sequence_decomposition_iter01\src\+zhou_ipmsm\+modulation\case3_command.m,src\+zhou_ipmsm\+modulation\case3_command.m,2008,2026-07-12T21:51:35.000,b26516623a953dcf0b2b4ab28830d65948fccdf3de7d12efbfb3009abe80ac69,1,1,C:\Users\catkin\Documents\baseline_zhou\zhou_icf_mpc_model_error_decomposition_iter01\src\+zhou_ipmsm\+modulation\case3_command.m,src\+zhou_ipmsm\+modulation\case3_command.m,runtime frozen controller/plant/S2 closure
sequence_decomposition,C:\Users\catkin\Documents\baseline_zhou\zhou_icf_mpc_sequence_decomposition_iter01\src\+zhou_ipmsm\+reference\build_current_reference.m,src\+zhou_ipmsm\+reference\build_current_reference.m,213,2026-07-13T08:46:12.000,b43d0e9d913311f026d3255161f0648ba13945481aa793fdc20a430be2fbbd2d,1,1,C:\Users\catkin\Documents\baseline_zhou\zhou_icf_mpc_model_error_decomposition_iter01\src\+zhou_ipmsm\+reference\build_current_reference.m,src\+zhou_ipmsm\+reference\build_current_reference.m,runtime frozen controller/plant/S2 closure
sequence_decomposition,C:\Users\catkin\Documents\baseline_zhou\zhou_icf_mpc_sequence_decomposition_iter01\src\+zhou_ipmsm\+sim\run_closed_loop.m,src\+zhou_ipmsm\+sim\run_closed_loop.m,17971,2026-07-13T01:57:16.000,0273f4cbcb7a9425f88c2ef4e7a2307a6aa3ba3085708bad1419cf2a4662cb6d,1,1,C:\Users\catkin\Documents\baseline_zhou\zhou_icf_mpc_model_error_decomposition_iter01\src\+zhou_ipmsm\+sim\run_closed_loop.m,src\+zhou_ipmsm\+sim\run_closed_loop.m,runtime frozen controller/plant/S2 closure
sequence_decomposition,C:\Users\catkin\Documents\baseline_zhou\zhou_icf_mpc_sequence_decomposition_iter01\src\+zhou_iter11_ref\+baseline\fcs_mpcc_step.m,src\+zhou_iter11_ref\+baseline\fcs_mpcc_step.m,3394,2026-07-12T21:51:34.000,18e41c6fd318ac697b48d1b03875ee57e19c4b76ac2bd31653df29e4f4112520,1,1,C:\Users\catkin\Documents\baseline_zhou\zhou_icf_mpc_model_error_decomposition_iter01\src\+zhou_iter11_ref\+baseline\fcs_mpcc_step.m,src\+zhou_iter11_ref\+baseline\fcs_mpcc_step.m,runtime frozen controller/plant/S2 closure
sequence_decomposition,C:\Users\catkin\Documents\baseline_zhou\zhou_icf_mpc_sequence_decomposition_iter01\src\+zhou_iter11_ref\+controller\costs_from_voltage.m,src\+zhou_iter11_ref\+controller\costs_from_voltage.m,281,2026-07-12T21:51:34.000,0c9817a3afb3ab06553daa2d55d596bddb2850686af68b5fbb7ce6921eaa1eef,1,1,C:\Users\catkin\Documents\baseline_zhou\zhou_icf_mpc_model_error_decomposition_iter01\src\+zhou_iter11_ref\+controller\costs_from_voltage.m,src\+zhou_iter11_ref\+controller\costs_from_voltage.m,runtime frozen controller/plant/S2 closure
sequence_decomposition,C:\Users\catkin\Documents\baseline_zhou\zhou_icf_mpc_sequence_decomposition_iter01\src\+zhou_iter11_ref\+controller\estimate_F_algebraic.m,src\+zhou_iter11_ref\+controller\estimate_F_algebraic.m,1094,2026-07-12T21:51:34.000,117e376087651cdee280061d00364583fba05e3ecc7398a513b4d565403ee46a,1,1,C:\Users\catkin\Documents\baseline_zhou\zhou_icf_mpc_model_error_decomposition_iter01\src\+zhou_iter11_ref\+controller\estimate_F_algebraic.m,src\+zhou_iter11_ref\+controller\estimate_F_algebraic.m,runtime frozen controller/plant/S2 closure
sequence_decomposition,C:\Users\catkin\Documents\baseline_zhou\zhou_icf_mpc_sequence_decomposition_iter01\src\+zhou_iter11_ref\+controller\icf_mpc_step.m,src\+zhou_iter11_ref\+controller\icf_mpc_step.m,3389,2026-07-12T21:51:34.000,eadea63d0c1bb678310e48e1109afde9d3c549af68daae59921f99fb7738b4f5,1,1,C:\Users\catkin\Documents\baseline_zhou\zhou_icf_mpc_model_error_decomposition_iter01\src\+zhou_iter11_ref\+controller\icf_mpc_step.m,src\+zhou_iter11_ref\+controller\icf_mpc_step.m,runtime frozen controller/plant/S2 closure
sequence_decomposition,C:\Users\catkin\Documents\baseline_zhou\zhou_icf_mpc_sequence_decomposition_iter01\src\+zhou_iter11_ref\+controller\sequence_equivalent_dq_voltage.m,src\+zhou_iter11_ref\+controller\sequence_equivalent_dq_voltage.m,649,2026-07-12T21:51:35.000,b41d0cb1ecc5de5a5c29ec80f1fc7a52bce0fd830f3a91d1344034d143ed0f5e,1,1,C:\Users\catkin\Documents\baseline_zhou\zhou_icf_mpc_model_error_decomposition_iter01\src\+zhou_iter11_ref\+controller\sequence_equivalent_dq_voltage.m,src\+zhou_iter11_ref\+controller\sequence_equivalent_dq_voltage.m,runtime frozen controller/plant/S2 closure
sequence_decomposition,C:\Users\catkin\Documents\baseline_zhou\zhou_icf_mpc_sequence_decomposition_iter01\src\+zhou_iter11_ref\+geometry\analyze_rectangle.m,src\+zhou_iter11_ref\+geometry\analyze_rectangle.m,2972,2026-07-12T21:51:35.000,5171a18aa30ebb0a016f50695a64d51d09bbbdc1174b0725de8ccbc931bfe906,1,1,C:\Users\catkin\Documents\baseline_zhou\zhou_icf_mpc_model_error_decomposition_iter01\src\+zhou_iter11_ref\+geometry\analyze_rectangle.m,src\+zhou_iter11_ref\+geometry\analyze_rectangle.m,runtime frozen controller/plant/S2 closure
sequence_decomposition,C:\Users\catkin\Documents\baseline_zhou\zhou_icf_mpc_sequence_decomposition_iter01\src\+zhou_iter11_ref\+geometry\case2_midpoint.m,src\+zhou_iter11_ref\+geometry\case2_midpoint.m,4119,2026-07-12T21:51:35.000,6f05566ca872b6677c43611ac6619cd821d2f345fa2aeaa8f097f645347811f3,1,1,C:\Users\catkin\Documents\baseline_zhou\zhou_icf_mpc_model_error_decomposition_iter01\src\+zhou_iter11_ref\+geometry\case2_midpoint.m,src\+zhou_iter11_ref\+geometry\case2_midpoint.m,runtime frozen controller/plant/S2 closure
sequence_decomposition,C:\Users\catkin\Documents\baseline_zhou\zhou_icf_mpc_sequence_decomposition_iter01\src\+zhou_iter11_ref\+geometry\classify_case.m,src\+zhou_iter11_ref\+geometry\classify_case.m,1220,2026-07-12T21:51:35.000,5f2b25ba2d45d229f053ab206fa6911274f95d254677940db898d5d44da1d658,1,1,C:\Users\catkin\Documents\baseline_zhou\zhou_icf_mpc_model_error_decomposition_iter01\src\+zhou_iter11_ref\+geometry\classify_case.m,src\+zhou_iter11_ref\+geometry\classify_case.m,runtime frozen controller/plant/S2 closure
sequence_decomposition,C:\Users\catkin\Documents\baseline_zhou\zhou_icf_mpc_sequence_decomposition_iter01\src\+zhou_iter11_ref\+geometry\line_rectangle_intersections.m,src\+zhou_iter11_ref\+geometry\line_rectangle_intersections.m,2517,2026-07-12T21:51:35.000,5e6c04de6218045d7171382a9049c2d7923b78026ca7dc763463e4955859ae57,1,1,C:\Users\catkin\Documents\baseline_zhou\zhou_icf_mpc_model_error_decomposition_iter01\src\+zhou_iter11_ref\+geometry\line_rectangle_intersections.m,src\+zhou_iter11_ref\+geometry\line_rectangle_intersections.m,runtime frozen controller/plant/S2 closure
sequence_decomposition,C:\Users\catkin\Documents\baseline_zhou\zhou_icf_mpc_sequence_decomposition_iter01\src\+zhou_iter11_ref\+geometry\line_side_signature.m,src\+zhou_iter11_ref\+geometry\line_side_signature.m,861,2026-07-12T21:51:35.000,800a83a4095a7b6f243735abacf2c7a5c24690c2c03d5e1ae2d71abc3b4b3468,1,1,C:\Users\catkin\Documents\baseline_zhou\zhou_icf_mpc_model_error_decomposition_iter01\src\+zhou_iter11_ref\+geometry\line_side_signature.m,src\+zhou_iter11_ref\+geometry\line_side_signature.m,runtime frozen controller/plant/S2 closure
sequence_decomposition,C:\Users\catkin\Documents\baseline_zhou\zhou_icf_mpc_sequence_decomposition_iter01\src\+zhou_iter11_ref\+geometry\point_in_rectangle.m,src\+zhou_iter11_ref\+geometry\point_in_rectangle.m,472,2026-07-12T21:51:35.000,219275c5d58bfd4641fc0534500bd8aae7a4cf85e7b3bef816c03ea97b3476a2,1,1,C:\Users\catkin\Documents\baseline_zhou\zhou_icf_mpc_model_error_decomposition_iter01\src\+zhou_iter11_ref\+geometry\point_in_rectangle.m,src\+zhou_iter11_ref\+geometry\point_in_rectangle.m,runtime frozen controller/plant/S2 closure
sequence_decomposition,C:\Users\catkin\Documents\baseline_zhou\zhou_icf_mpc_sequence_decomposition_iter01\src\+zhou_iter11_ref\+geometry\select_savv.m,src\+zhou_iter11_ref\+geometry\select_savv.m,3202,2026-07-12T21:51:35.000,450814bff6067a497ef8df2ba5611bf106d14f344a2c4eef0c3e703423f8cdd0,1,1,C:\Users\catkin\Documents\baseline_zhou\zhou_icf_mpc_model_error_decomposition_iter01\src\+zhou_iter11_ref\+geometry\select_savv.m,src\+zhou_iter11_ref\+geometry\select_savv.m,runtime frozen controller/plant/S2 closure
sequence_decomposition,C:\Users\catkin\Documents\baseline_zhou\zhou_icf_mpc_sequence_decomposition_iter01\src\+zhou_iter11_ref\+inverter\count_sequence_transitions.m,src\+zhou_iter11_ref\+inverter\count_sequence_transitions.m,350,2026-07-12T21:51:35.000,0f498d541e59f0f0389b67edacc1bd3c6c7c958ae4e41bcb6b177f0bf59bad12,1,1,C:\Users\catkin\Documents\baseline_zhou\zhou_icf_mpc_model_error_decomposition_iter01\src\+zhou_iter11_ref\+inverter\count_sequence_transitions.m,src\+zhou_iter11_ref\+inverter\count_sequence_transitions.m,runtime frozen controller/plant/S2 closure
sequence_decomposition,C:\Users\catkin\Documents\baseline_zhou\zhou_icf_mpc_sequence_decomposition_iter01\src\+zhou_iter11_ref\+inverter\deadtime_voltage_error.m,src\+zhou_iter11_ref\+inverter\deadtime_voltage_error.m,2090,2026-07-12T21:51:35.000,7e706179b5f4217bf81900dec13410151b662ac4d53d3d6d54a7357fdafd1452,1,1,C:\Users\catkin\Documents\baseline_zhou\zhou_icf_mpc_model_error_decomposition_iter01\src\+zhou_iter11_ref\+inverter\deadtime_voltage_error.m,src\+zhou_iter11_ref\+inverter\deadtime_voltage_error.m,runtime frozen controller/plant/S2 closure
sequence_decomposition,C:\Users\catkin\Documents\baseline_zhou\zhou_icf_mpc_sequence_decomposition_iter01\src\+zhou_iter11_ref\+io\append_standard_tables.m,src\+zhou_iter11_ref\+io\append_standard_tables.m,866,2026-07-12T21:51:35.000,a5c8f68f5e9d767beb7c9d986e0e738738dd35c4f0932be5a428c561c55a0b2d,1,1,C:\Users\catkin\Documents\baseline_zhou\zhou_icf_mpc_model_error_decomposition_iter01\src\+zhou_iter11_ref\+io\append_standard_tables.m,src\+zhou_iter11_ref\+io\append_standard_tables.m,runtime frozen controller/plant/S2 closure
sequence_decomposition,C:\Users\catkin\Documents\baseline_zhou\zhou_icf_mpc_sequence_decomposition_iter01\src\+zhou_iter11_ref\+io\append_text.m,src\+zhou_iter11_ref\+io\append_text.m,414,2026-07-12T21:51:35.000,3d7270aa180228ca10f59bacc57bab904f863775951ada403af95c0946331064,1,1,C:\Users\catkin\Documents\baseline_zhou\zhou_icf_mpc_model_error_decomposition_iter01\src\+zhou_iter11_ref\+io\append_text.m,src\+zhou_iter11_ref\+io\append_text.m,runtime frozen controller/plant/S2 closure
sequence_decomposition,C:\Users\catkin\Documents\baseline_zhou\zhou_icf_mpc_sequence_decomposition_iter01\src\+zhou_iter11_ref\+io\create_run_context.m,src\+zhou_iter11_ref\+io\create_run_context.m,2223,2026-07-12T21:51:35.000,ecb9dd6aac8eb90a72ffdfd420e62ecbce54d0bf1189f68c1d455d9c5beb9e1d,1,1,C:\Users\catkin\Documents\baseline_zhou\zhou_icf_mpc_model_error_decomposition_iter01\src\+zhou_iter11_ref\+io\create_run_context.m,src\+zhou_iter11_ref\+io\create_run_context.m,runtime frozen controller/plant/S2 closure
