rmse_d_A,rmse_q_A,mean_torque_Nm,torque_std_Nm,mean_magnet_torque_Nm,mean_reluctance_torque_Nm,illegal_commands,negative_durations,applied_illegal_commands,selected_illegal_commands,applied_negative_durations,selected_negative_durations,constraint_d_violations,constraint_q_violations,geometry_reference_outside,saturated_commands,max_projection_error_V,case1_count,case2_count,case3_count,switching_actions,switching_actions_per_step,phase_a_thd,reduction_residual_Nm,max_smpmsm_derivative_residual_A_per_s,max_smpmsm_torque_residual_Nm,iter11_target_contract_pass,iter11_target_count,pass
0.192605061419213,0.213279338118358,4.55322228624636,0.923011755498888,4.55322228624636,0,0,0,0,0,0,0,0,0,0,0,3.97205464519564e-15,2,496,2,1422,2.844,0.0528361277947031,0,0,0,1,7,1
