rmse_d_A,rmse_q_A,mean_torque_Nm,torque_std_Nm,illegal_commands,negative_durations,switching_actions,id_reference
0.873023794249886,0.906024983620218,4.81827168319637,0.448156475712599,0,0,444,0
0.954967632638684,0.917163837188409,4.9547333137047,0.461809356943164,0,0,460,-2
0.924979776886466,0.92034367958231,5.12317907988059,0.481354855256963,0,0,436,-4
0.969321809502634,0.924043580431978,5.22459434111301,0.493508400996604,0,0,428,-6
