case_id,method,freeze_reason_d,freeze_reason_q,sample_index,time_s,alpha_d,alpha_q,F_d,F_q,F_pred_d,F_pred_q,gate_exc_d,gate_exc_q,gate_s2,gate_decision,alpha_update_d,alpha_update_q,reset_event,u_hp_d,u_hp_q,y_hp_d,y_hp_q
C01_nominal_100rpm_10A,RLS,startup_no_completed_command,startup_no_completed_command,1,0,1250,833.333333333333,0,0,0,0,0,0,0,0,0,0,0,NaN,NaN,NaN,NaN
C01_nominal_100rpm_10A,RLS,trusted_post_s2_execution,trusted_post_s2_execution,2,0.0001,1250,833.333333333333,0,0,0,0,0,0,1,0,0,0,0,NaN,NaN,NaN,NaN
C01_nominal_100rpm_10A,RLS,not_slow_tick,not_slow_tick,3,0.0002,1250,833.333333333333,-26.764838869007,-2813.51746413056,-26.764838869007,-2813.51746413056,0,0,1,0,0,0,0,-0.0202524012450623,-3.2232101443422,-50.6573782567286,-2675.36923324613
C01_nominal_100rpm_10A,RLS,not_slow_tick,not_slow_tick,4,0.0003,1250,833.333333333333,-52.9097850020392,-2800.69036059688,-52.9097850020392,-2800.69036059688,0,0,1,1,0,0,0,-0.0192397811828092,-3.06204963712509,-97.7506440095242,-2519.92798154804
C01_nominal_100rpm_10A,RLS,not_slow_tick,not_slow_tick,5,0.0004,1250,833.333333333333,-47.048854426976,-2797.88971409396,-47.048854426976,-2797.88971409396,0,0,1,0,0,0,0,0.0226100572235175,11.276645954764,20.1642541817316,9401.84530588128
C01_nominal_100rpm_10A,RLS,not_slow_tick,not_slow_tick,6,0.0005,1250,833.333333333333,-46.6932112559306,-2795.09261706978,-46.6932112559306,-2795.09261706978,0,0,1,0,0,0,0,-1.62349266672515,1.76749356363096,-1924.50221864267,1442.02735381517
C01_nominal_100rpm_10A,RLS,not_slow_tick,not_slow_tick,7,0.0006,1250,833.333333333333,-46.2436599871396,-2792.29961185829,-46.2436599871396,-2792.29961185829,0,0,1,0,0,0,0,-0.769822481378296,-0.717290094384733,-833.518935286865,-620.566656874231
C01_nominal_100rpm_10A,RLS,not_slow_tick,not_slow_tick,8,0.0007,1250,833.333333333333,-46.2113170849389,-2789.50715242047,-46.2113170849389,-2789.50715242047,0,0,1,1,0,0,0,4.71628959876091,1.1851103728315,5996.12089895389,941.576124145397
C01_nominal_100rpm_10A,RLS,not_slow_tick,not_slow_tick,9,0.0008,1250,833.333333333333,-46.1295901318752,-2786.71695339755,-46.1295901318752,-2786.71695339755,0,0,1,0,0,0,0,-2.57243179837268,5.59988488984728,-3080.19253666839,4586.37718403943
C01_nominal_100rpm_10A,RLS,not_slow_tick,not_slow_tick,10,0.0009,1250,833.333333333333,-46.014480341237,-2783.93039634948,-46.014480341237,-2783.93039634948,0,0,1,0,0,0,0,-1.40575454817506,1.68809940761196,-1538.89517091202,1322.12625363189
C01_nominal_100rpm_10A,RLS,not_slow_tick,not_slow_tick,11,0.001,1250,833.333333333333,-45.869598697554,-2781.14764433663,-45.869598697554,-2781.14764433663,0,0,1,1,0,0,0,-0.895216084432382,0.0685712718577429,-874.305566604249,-22.7225353843347
C01_nominal_100rpm_10A,RLS,not_slow_tick,not_slow_tick,12,0.0011,1250,833.333333333333,-45.7064519722023,-2778.36818869258,-45.7064519722023,-2778.36818869258,0,0,1,1,0,0,0,-0.637971431939211,-0.64165862797144,-550.375088865325,-606.25105601597
C01_nominal_100rpm_10A,RLS,not_slow_tick,not_slow_tick,13,0.0012,1250,833.333333333333,-45.6359918154126,-2775.58892351669,-45.6359918154126,-2775.58892351669,0,0,1,0,0,0,0,5.72765509565909,1.10726625018843,7367.81324018296,821.49812446851
C01_nominal_100rpm_10A,RLS,not_slow_tick,not_slow_tick,14,0.0013,1250,833.333333333333,-45.5844523824002,-2772.81202869973,-45.5844523824002,-2772.81202869973,0,0,1,1,0,0,0,-2.14797882271945,6.07819648868808,-2452.01418476725,4920.58728414226
C01_nominal_100rpm_10A,RLS,not_slow_tick,not_slow_tick,15,0.0014,1250,833.333333333333,-45.4606333781453,-2770.0394871866,-45.4606333781453,-2770.0394871866,0,0,1,1,0,0,0,-1.08845019967997,1.36108923546349,-1051.37912664822,980.618114666107
C01_nominal_100rpm_10A,RLS,not_slow_tick,not_slow_tick,16,0.0015,1250,833.333333333333,-45.3578796004752,-2767.26955051161,-45.3578796004752,-2767.26955051161,0,0,1,0,0,0,0,-0.970915214212816,1.35113685004112,-874.688736425059,972.493016864406
C01_nominal_100rpm_10A,RLS,not_slow_tick,not_slow_tick,17,0.0016,1250,833.333333333333,-45.2618209597782,-2764.50232182881,-45.2618209597782,-2764.50232182881,0,0,1,0,0,0,0,-0.851897362760996,1.30312027060446,-698.712013544057,931.371870064072
C01_nominal_100rpm_10A,RLS,not_slow_tick,not_slow_tick,18,0.0017,1250,833.333333333333,-45.1628868879889,-2761.73783477601,-45.1628868879889,-2761.73783477601,0,0,1,0,0,0,0,-0.737073855586473,1.24698530293809,-530.87660983684,882.409627404106
C01_nominal_100rpm_10A,RLS,not_slow_tick,not_slow_tick,19,0.0018,1250,833.333333333333,-45.0531001785523,-2758.97609746656,-45.0531001785523,-2758.97609746656,0,0,1,0,0,0,0,-0.628236714823624,1.19517827022732,-373.361138551974,836.076254635772
C01_nominal_100rpm_10A,RLS,window_incomplete,window_incomplete,20,0.0019,1250,833.333333333333,-44.9232582684193,-2756.21711281869,-44.9232582684193,-2756.21711281869,0,0,1,0,0,0,0,-0.524985045258176,1.14731903248431,-225.498219038133,792.118414786621
C01_nominal_100rpm_10A,RLS,not_slow_tick,not_slow_tick,21,0.002,1250,833.333333333333,-44.7605004794965,-2753.46088097414,-44.7605004794965,-2753.46088097414,0,0,1,0,0,0,0,-0.426958914092766,1.1031570523888,-86.683052758226,750.387063363056
C01_nominal_100rpm_10A,RLS,not_slow_tick,none,22,0.0021,1250,775.991024869374,-44.5442399177409,-2750.70740060006,-44.5442399177409,-2750.70740060006,0,1,1,0,0,1,0,-0.33382291474874,1.06248998414698,43.649057309919,710.769473290055
C01_nominal_100rpm_10A,RLS,not_slow_tick,none,23,0.0022,1250,774.520285672006,-44.2380315904906,-2747.94337742045,-44.2380315904906,-2747.94337742045,0,1,1,0,0,1,0,-0.245259651590973,1.025126249681,166.031666484068,673.158179892662
C01_nominal_100rpm_10A,RLS,not_slow_tick,none,24,0.0023,1250,775.998529892482,-44.0210519227587,-2746.33803175099,-44.0210519227587,-2746.33803175099,0,1,1,0,0,1,0,-0.221825116830876,1.8483279280532,212.054604495113,1349.44663780268
C01_nominal_100rpm_10A,RLS,not_slow_tick,none,25,0.0024,1250,773.88365544253,-43.0974466940981,-2744.63101816826,-43.0974466940981,-2744.63101816826,0,1,1,0,0,1,0,-0.0791581647330986,0.943030479828818,404.793158490991,584.654990120179
C01_nominal_100rpm_10A,RLS,not_slow_tick,none,26,0.0025,1250,771.882433877721,-41.4006595311883,-2743.37993806838,-41.4006595311883,-2743.37993806838,0,1,1,0,0,1,0,0.00247068326555117,0.810703849757462,511.156804027781,466.287360996059
C01_nominal_100rpm_10A,RLS,not_slow_tick,none,27,0.0026,1250,770.028035067665,-37.9797703659124,-2741.09856147816,-37.9797703659124,-2741.09856147816,0,1,1,0,0,1,0,0.0702818248143865,0.911335774019447,598.694843781489,541.418000320369
C01_nominal_100rpm_10A,RLS,not_slow_tick,none,28,0.0027,1250,768.161943639532,-26.8947925657791,-2738.61275436705,-26.8947925657791,-2738.61275436705,0,1,1,1,0,1,0,0.140481607075405,0.895772184885809,688.651503711268,518.768123256571
C01_nominal_100rpm_10A,RLS,not_slow_tick,none,29,0.0028,1250,766.255231892882,50.9503642881709,-2736.05913876656,50.9503642881709,-2736.05913876656,0,1,1,1,0,1,0,0.20805267015579,0.860359798934141,773.691607531341,479.09586521231
C01_nominal_100rpm_10A,RLS,not_slow_tick,none,30,0.0029,1250,764.291096967202,250.065930695196,-2733.29032964206,250.065930695196,-2733.29032964206,0,1,1,0,0,1,0,0.272532727697821,0.841455763558193,853.265855272107,452.757280340727
C01_nominal_100rpm_10A,RLS,not_slow_tick,none,31,0.003,1250,762.252316790877,269.529920827009,-2730.23477359464,269.529920827009,-2730.23477359464,0,1,1,0,0,1,0,0.334468718404258,0.827311427017568,928.276069027999,429.936369837519
C01_nominal_100rpm_10A,RLS,not_slow_tick,none,32,0.0031,1250,760.125797234153,271.669785256192,-2726.85229396907,271.669785256192,-2726.85229396907,0,1,1,0,0,1,0,0.39404052793758,0.813807203901983,999.033650510399,407.222445126273
C01_nominal_100rpm_10A,RLS,none,none,33,0.0032,1070.35727744748,774.430735212047,271.600993797482,-2826.95830604487,271.600993797482,-2826.95830604487,1,1,1,1,1,1,0,-3.89058549972555,-2.66191153473232,-4356.29219127428,-2466.90179659111
C01_nominal_100rpm_10A,RLS,none,none,34,0.0033,1142.81723933489,779.911999828081,498.030282541339,-2847.10052230887,498.030282541339,-2847.10052230887,1,1,1,0,1,1,0,0.913994387740692,4.4294429572989,1674.96416797527,3449.77600820498
C01_nominal_100rpm_10A,RLS,none,none,35,0.0034,1182.29536304187,778.093868723981,629.458584486505,-2844.07576073382,629.458584486505,-2844.07576073382,1,1,1,0,1,1,0,0.771602211169221,0.98918190702567,1515.42436986976,553.492047512464
C01_nominal_100rpm_10A,RLS,none,none,36,0.0035,1153.67075709272,787.599778389455,635.462522946199,-2914.55350870268,635.462522946199,-2914.55350870268,1,1,1,0,1,1,0,-3.64807794779827,-2.66933890847558,-4012.57966536082,-2477.1045359287
C01_nominal_100rpm_10A,RLS,none,none,37,0.0036,1189.27848822029,787.428661708192,744.475237364002,-2910.94730601718,744.475237364002,-2910.94730601718,1,1,1,0,1,1,0,1.33596802614641,3.87907605909826,2233.12839142201,2985.23492705293
C01_nominal_100rpm_10A,RLS,none,none,38,0.0037,1211.27022787638,785.8862917261,817.872077603372,-2909.64165551534,817.872077603372,-2909.64165551534,1,1,1,0,1,1,0,1.08811353789482,0.868495198528501,1930.56576235676,445.23799080704
C01_nominal_100rpm_10A,RLS,none,none,39,0.0038,1189.70185943104,792.453249407786,823.98559202342,-2961.23644175525,823.98559202342,-2961.23644175525,1,1,1,0,1,1,0,-3.88395670179635,-2.32563554347044,-4287.14697487443,-2199.60610292196
C01_nominal_100rpm_10A,RLS,none,none,40,0.0039,1212.76234682837,790.622753948637,893.851950950344,-2950.96360015366,893.851950950344,-2950.96360015366,1,1,1,1,1,1,0,1.73005138450477,3.5453248340285,2744.48105156621,2697.22003485422
C01_nominal_100rpm_10A,RLS,none,none,41,0.004,1222.03055051965,799.186053224366,936.752692035368,-3014.83756344957,936.752692035368,-3014.83756344957,1,1,1,0,1,1,0,0.824045626361599,-3.12797075316837,1584.03857843967,-2881.33022978494
C01_nominal_100rpm_10A,RLS,none,not_slow_tick,42,0.0041,1207.16224575101,799.186053224366,935.174567591211,-3019.95783556593,935.174567591211,-3019.95783556593,1,0,1,1,1,0,0,-6.42120064380208,0.12764505444178,-7465.66720770654,-131.473706237891
C01_nominal_100rpm_10A,RLS,none,none,43,0.0042,1224.84916942292,798.371650671529,995.175030324223,-3013.24939144262,995.175030324223,-3013.24939144262,1,1,1,0,1,1,0,2.58316596337455,5.37975835209828,3850.36909298394,4243.82537371623
C01_nominal_100rpm_10A,RLS,none,not_slow_tick,44,0.0043,1235.1370816647,798.371650671529,1038.25839280899,-3016.12315740044,1038.25839280899,-3016.12315740044,1,0,1,0,1,0,0,1.75074099985355,0.490228254993457,2810.92280371865,123.842836916794
C01_nominal_100rpm_10A,RLS,none,none,45,0.0044,1223.58791689764,802.656034689685,1050.94413136573,-3052.77558232643,1050.94413136573,-3052.77558232643,1,1,1,0,1,1,0,-3.52909891624247,-2.16047562874357,-3801.47600867083,-2073.06826809275
C01_nominal_100rpm_10A,RLS,none,none,46,0.0045,1235.01012084363,800.091713481173,1092.01619780059,-3042.87972852683,1092.01619780059,-3042.87972852683,1,1,1,0,1,1,0,2.32183726483784,2.11390520966108,3508.62280227329,1492.32575928156
C01_nominal_100rpm_10A,RLS,none,none,47,0.0046,1223.25507982319,802.410686540519,1101.05351379363,-3066.01681176158,1101.05351379363,-3066.01681176158,1,1,1,0,1,1,0,-4.16604783885567,-1.3353362597346,-4593.8486526338,-1377.84076318692
C01_nominal_100rpm_10A,RLS,none,none,48,0.0047,1235.89044323779,799.189387093919,1143.37414308647,-3050.29677075808,1143.37414308647,-3050.29677075808,1,1,1,0,1,1,0,2.91315317921092,3.33420967539301,4267.94718730148,2510.13977736649
C01_nominal_100rpm_10A,RLS,none,none,49,0.0048,1226.28246371345,802.343323261559,1154.89814964255,-3079.08020967393,1154.89814964255,-3079.08020967393,1,1,1,0,1,1,0,-3.54612256659619,-1.74680514572233,-3801.82080211275,-1729.00993904629
C01_nominal_100rpm_10A,RLS,none,none,50,0.0049,1236.73213887732,800.166536279322,1192.39915952297,-3071.80916782214,1192.39915952297,-3071.80916782214,1,1,1,0,1,1,0,2.74560591864581,1.57866050763421,4054.98733917918,1043.73443306258
C01_nominal_100rpm_10A,RLS,none,none,51,0.005,1226.45215891802,801.391884558461,1200.99194890175,-3087.49408591165,1200.99194890175,-3087.49408591165,1,1,1,0,1,1,0,-4.24016167985755,-0.785502590608831,-4672.53935474442,-924.151462203793
C01_nominal_100rpm_10A,RLS,none,none,52,0.0051,1237.25624447324,798.727514658747,1238.62285925098,-3076.5380925827,1238.62285925098,-3076.5380925827,1,1,1,0,1,1,0,3.15087437730132,2.00113473780986,4571.41691989116,1396.40555768979
C01_nominal_100rpm_10A,RLS,none,none,53,0.0052,1227.91340022001,799.816156480377,1247.89391940497,-3091.32064541869,1247.89391940497,-3091.32064541869,1,1,1,0,1,1,0,-4.07674114029735,-0.704064580508196,-4458.8738461414,-860.391520150314
C01_nominal_100rpm_10A,RLS,none,not_slow_tick,54,0.0053,1236.52411194404,799.816156480377,1281.69441901956,-3097.47316758798,1281.69441901956,-3097.47316758798,1,0,1,0,1,0,0,2.79978847606788,0.00606009244038042,4128.20293271572,-262.943698365846
C01_nominal_100rpm_10A,RLS,none,none,55,0.0054,1231.20383875738,803.945835272621,1294.30470702334,-3131.41821512473,1294.30470702334,-3131.41821512473,1,1,1,0,1,1,0,-2.52396203611043,-2.0714343791255,-2557.24711908637,-1991.67537714902
C01_nominal_100rpm_10A,RLS,none,none,56,0.0055,1236.1913703449,809.76019558129,1319.14585130339,-3174.74867420179,1319.14585130339,-3174.74867420179,1,1,1,0,1,1,0,1.91532884415196,-2.89404380315196,2945.6576214189,-2660.39703097157
C01_nominal_100rpm_10A,RLS,none,not_slow_tick,57,0.0056,1230.11342236157,809.76019558129,1326.67178512519,-3185.88329573126,1326.67178512519,-3185.88329573126,1,0,1,0,1,0,0,-3.45090990892171,-0.499147299973863,-3788.21832958999,-647.778236210665
C01_nominal_100rpm_10A,RLS,none,none,58,0.0057,1235.53155608999,813.170740403485,1350.18512847787,-3212.32118595426,1350.18512847787,-3212.32118595426,1,1,1,0,1,1,0,2.35921777738208,-1.95316357692715,3452.86235498176,-1848.27872188946
C01_nominal_100rpm_10A,RLS,none,not_slow_tick,59,0.0058,1230.54918158373,813.170740403485,1357.12119921919,-3221.80129002204,1357.12119921919,-3221.80129002204,1,0,1,0,1,0,0,-3.14885531344504,-0.41736063574387,-3454.87275159847,-558.689329392995
C01_nominal_100rpm_10A,RLS,none,none,60,0.0059,1235.24523468998,817.073038658709,1377.74414087308,-3249.85900658869,1377.74414087308,-3249.85900658869,1,1,1,1,1,1,0,2.31175053201645,-2.31003955881741,3346.16572507554,-2124.9374579425
C01_nominal_100rpm_10A,RLS,none,not_slow_tick,61,0.006,1230.82448374458,817.073038658709,1383.50652338179,-3254.819102682,1383.50652338179,-3254.819102682,1,0,1,0,1,0,0,-3.13587386182571,0.0238933256898743,-3484.10750590302,-170.109184190417
C01_nominal_100rpm_10A,RLS,none,none,62,0.0061,1235.09969949537,820.926452865517,1402.01143197966,-3281.4710873446,1402.01143197966,-3281.4710873446,1,1,1,1,1,1,0,2.35295023729671,-2.40908190342585,3355.37363854476,-2187.82411497112
C01_nominal_100rpm_10A,RLS,none,not_slow_tick,63,0.0062,1231.19160300086,820.926452865517,1406.95296152006,-3283.38245020355,1406.95296152006,-3283.38245020355,1,0,1,0,1,0,0,-3.06933925179551,0.392756694491154,-3441.04607494262,155.663383730613
C01_nominal_100rpm_10A,RLS,none,none,64,0.0063,1235.05882794602,824.790437685044,1423.58581664402,-3309.19578718369,1423.58581664402,-3309.19578718369,1,1,1,1,1,1,0,2.36053461069866,-2.55934244546842,3326.69684378622,-2295.58704408863
C01_nominal_100rpm_10A,RLS,none,none,65,0.0064,1231.57480786759,824.136633755678,1427.859386744,-3308.56220465119,1427.859386744,-3308.56220465119,1,1,1,0,1,1,0,-3.00173233938513,0.760226664152014,-3392.76402418291,478.407683576661
C01_nominal_100rpm_10A,RLS,none,none,66,0.0065,1235.07906381911,827.966575776506,1442.87494713891,-3333.32676695786,1442.87494713891,-3333.32676695786,1,1,1,1,1,1,0,2.35304342507857,-2.71615762985369,3283.0171317943,-2410.59705654299
C01_nominal_100rpm_10A,RLS,none,none,67,0.0066,1231.95216693233,826.979747695749,1446.60908760671,-3330.48884282538,1446.60908760671,-3330.48884282538,1,1,1,0,1,1,0,-2.92760984842709,1.12052555733442,-3332.61806127667,793.463254031874
C01_nominal_100rpm_10A,RLS,none,none,68,0.0067,1235.13179085354,830.742154336747,1460.22046824194,-3354.11457146672,1460.22046824194,-3354.11457146672,1,1,1,1,1,1,0,2.33007044954399,-2.8804684265806,3223.58097622332,-2533.48737582777
C01_nominal_100rpm_10A,RLS,none,none,69,0.0068,1232.3099755006,829.462860083481,1463.52033652998,-3349.41228934602,1463.52033652998,-3349.41228934602,1,1,1,1,1,1,0,-2.84416690881155,1.47064008036622,-3257.39082884605,1098.47145027935
C01_nominal_100rpm_10A,RLS,none,none,70,0.0069,1233.76350681297,834.771107836246,1473.46519070169,-3380.38988316912,1473.46519070169,-3380.38988316912,1,1,1,0,1,1,0,1.22497084045044,-4.97114268993128,1807.73702123277,-4251.21323641774
C01_nominal_100rpm_10A,RLS,none,none,71,0.007,1231.32724157942,833.38751385089,1476.04464735157,-3374.50884045932,1476.04464735157,-3374.50884045932,1,1,1,0,1,1,0,-2.72437739313557,1.95255364914919,-3146.28811997786,1535.13656203576
C01_nominal_100rpm_10A,RLS,none,none,72,0.0071,1235.45530532971,834.849605123825,1489.72559806396,-3384.07971538729,1489.72559806396,-3384.07971538729,1,1,1,1,1,1,0,3.388117126536,-1.27523389784134,4489.69149523055,-1161.99914700804
C01_nominal_100rpm_10A,RLS,none,none,73,0.0072,1233.22292144092,833.322133260587,1492.56449508353,-3377.73536794563,1492.56449508353,-3377.73536794563,1,1,1,0,1,1,0,-2.54819013277313,1.94073989568652,-2936.59727369162,1510.2657985544
C01_nominal_100rpm_10A,RLS,none,none,74,0.0073,1234.51175568627,837.564496953359,1500.97255076832,-3401.75454997793,1500.97255076832,-3401.75454997793,1,1,1,0,1,1,0,1.25794481839656,-4.85348853778444,1802.83662569367,-4136.54161408744
C01_nominal_100rpm_10A,RLS,none,none,75,0.0074,1232.48611720871,835.833043223103,1503.1810101907,-3393.9208575713,1503.1810101907,-3393.9208575713,1,1,1,1,1,1,0,-2.51288180425194,2.5609650438527,-2923.33590872897,2055.32906479109
C01_nominal_100rpm_10A,RLS,none,none,76,0.0075,1235.67896166999,837.773135058297,1514.26276883421,-3405.38662122732,1514.26276883421,-3405.38662122732,1,1,1,1,1,1,0,3.01309351781339,-2.17027725382886,3979.17239171016,-1892.64047022785
C01_nominal_100rpm_10A,RLS,none,none,77,0.0076,1234.01877148061,836.308155422222,1516.82992753546,-3399.16863935605,1516.82992753546,-3399.16863935605,1,1,1,0,1,1,0,-2.11324046603013,2.13137940481713,-2439.74560635839,1686.61852269186
C01_nominal_100rpm_10A,RLS,none,none,78,0.0077,1235.15491692484,839.740783280667,1523.79030509668,-3417.9707347575,1523.79030509668,-3417.9707347575,1,1,1,0,1,1,0,1.27569901510016,-4.73691747063726,1778.08061247705,-4025.02685131921
C01_nominal_100rpm_10A,RLS,none,none,79,0.0078,1233.30885092659,837.276146156125,1525.39567199054,-3406.32706061967,1525.39567199054,-3406.32706061967,1,1,1,0,1,1,0,-2.53855672446242,3.74494209442643,-2991.33299134856,3052.32990912439
C01_nominal_100rpm_10A,RLS,none,none,80,0.0079,1234.47961495224,840.107568164638,1532.33441647577,-3421.42989243454,1532.33441647577,-3421.42989243454,1,1,1,0,1,1,0,1.33884190056828,-4.68731870182672,1853.28186230683,-3966.33150084721
C01_nominal_100rpm_10A,RLS,none,none,81,0.008,1233.03762702757,838.404145372055,1534.32918576677,-3413.4800415436,1534.32918576677,-3413.4800415436,1,1,1,0,1,1,0,-1.94134976409173,3.10975172115712,-2257.7012186896,2538.77300918896
C01_nominal_100rpm_10A,RLS,not_slow_tick,none,82,0.0081,1233.03762702757,839.060291955132,1539.18901118671,-3417.37090834936,1539.18901118671,-3417.37090834936,0,1,1,0,0,1,0,-0.211390827276074,-0.75507497278113,-63.996651088831,-679.691792115724
C01_nominal_100rpm_10A,RLS,none,none,83,0.0082,1236.03271291608,840.548973236066,1548.49980547921,-3425.47815598843,1548.49980547921,-3425.47815598843,1,1,1,1,1,1,0,3.25286756304497,-2.20884948095048,4217.13351810502,-1898.39458959818
C01_nominal_100rpm_10A,RLS,none,none,84,0.0083,1235.08250854096,839.234915600015,1550.7265697781,-3419.77977213063,1550.7265697781,-3419.77977213063,1,1,1,0,1,1,0,-1.38404773119982,2.36534303731332,-1594.49478179627,1902.59341383574
C01_nominal_100rpm_10A,RLS,none,none,85,0.0084,1236.03171180673,841.805297521183,1555.81268584161,-3433.12464583467,1555.81268584161,-3433.12464583467,1,1,1,1,1,1,0,1.28609584351599,-4.57851128197233,1723.53686120942,-3876.761708653
C01_nominal_100rpm_10A,RLS,none,none,86,0.0085,1234.9837753919,839.581947980186,1557.2628313742,-3422.79845138283,1557.2628313742,-3422.79845138283,1,1,1,0,1,1,0,-1.69247402145172,3.91683744959955,-2003.99169279018,3206.7016287835
C01_nominal_100rpm_10A,RLS,none,none,87,0.0086,1235.92203497225,841.883900461264,1562.09559408724,-3434.53633168095,1562.09559408724,-3434.53633168095,1,1,1,1,1,1,0,1.30641475241278,-4.54542759035369,1739.88580501118,-3841.71277611692
C01_nominal_100rpm_10A,RLS,none,none,88,0.0087,1235.03455565518,839.823960965586,1563.57180734919,-3424.98170947504,1563.57180734919,-3424.98170947504,1,1,1,0,1,1,0,-1.44148481225454,3.94792792146006,-1700.58662373203,3238.47796703168
C01_nominal_100rpm_10A,RLS,none,none,89,0.0088,1235.94777271843,841.935864251881,1568.07760736082,-3435.59393824611,1568.07760736082,-3435.59393824611,1,1,1,0,1,1,0,1.31316825540487,-4.51555260690901,1736.77503246598,-3812.44400359208
C01_nominal_100rpm_10A,RLS,none,none,90,0.0089,1235.22128380588,839.997692631927,1569.53999978969,-3426.63626766856,1569.53999978969,-3426.63626766856,1,1,1,0,1,1,0,-1.20633924057238,3.97324251230081,-1419.36708151632,3262.56300038197
