case_id,method,freeze_reason_d,freeze_reason_q,sample_index,time_s,alpha_d,alpha_q,F_d,F_q,F_pred_d,F_pred_q,gate_exc_d,gate_exc_q,gate_s2,gate_decision,alpha_update_d,alpha_update_q,reset_event,u_hp_d,u_hp_q,y_hp_d,y_hp_q
C01_nominal_100rpm_10A,B1,startup_no_completed_command,startup_no_completed_command,1,0,1250,833.333333333333,0,0,0,0,0,0,0,0,0,0,0,NaN,NaN,NaN,NaN
C01_nominal_100rpm_10A,B1,trusted_post_s2_execution,trusted_post_s2_execution,2,0.0001,1250,833.333333333333,0,0,0,0,0,0,1,0,0,0,0,NaN,NaN,NaN,NaN
C01_nominal_100rpm_10A,B1,not_slow_tick,not_slow_tick,3,0.0002,1250,833.333333333333,-2.8150904278725,-2826.30373878448,-2.8150904278725,-2826.30373878448,0,0,1,0,0,0,0,-0.0202524012450623,-3.2232101443422,-50.6573782567286,-2675.36923324613
C01_nominal_100rpm_10A,B1,not_slow_tick,not_slow_tick,4,0.0003,1250,833.333333333333,-14.8977372647453,-2821.1832287856,-14.8977372647453,-2821.1832287856,0,0,1,1,0,0,0,-0.0192397811828092,-3.06204963712509,-97.7506440095242,-2519.92798154804
C01_nominal_100rpm_10A,B1,not_slow_tick,not_slow_tick,5,0.0004,1250,833.333333333333,-28.9444440147356,-2815.02222787874,-28.9444440147356,-2815.02222787874,0,0,1,0,0,0,0,-0.0137935260415646,11.305798553551,-24.8401996420488,9426.23175963859
C01_nominal_100rpm_10A,B1,not_slow_tick,not_slow_tick,6,0.0005,1250,833.333333333333,-22.3158320176419,-2816.01088449994,-22.3158320176419,-2816.01088449994,0,0,1,0,0,0,0,-1.63504917699052,1.80973532126729,-1937.53753246557,1477.32591319071
C01_nominal_100rpm_10A,B1,not_slow_tick,not_slow_tick,7,0.0006,1250,833.333333333333,14.2070703452196,-2825.61730932439,14.2070703452196,-2825.61730932439,0,0,1,0,0,0,0,-0.751537119926094,-0.775191329780785,-809.442928885614,-668.717360712336
C01_nominal_100rpm_10A,B1,not_slow_tick,not_slow_tick,8,0.0007,1250,833.333333333333,65.5852970372376,-2841.84647979475,65.5852970372376,-2841.84647979475,0,0,1,1,0,0,0,4.72959893632651,1.19650307444065,6013.36886383694,951.151916456668
C01_nominal_100rpm_10A,B1,not_slow_tick,not_slow_tick,9,0.0008,1250,833.333333333333,109.701653565857,-2862.18224828027,109.701653565857,-2862.18224828027,0,0,1,0,0,0,0,-2.5835562915796,5.64365213211054,-3093.07887342631,4622.73130962908
C01_nominal_100rpm_10A,B1,not_slow_tick,not_slow_tick,10,0.0009,1250,833.333333333333,143.185400297106,-2882.4458881492,143.185400297106,-2882.4458881492,0,0,1,0,0,0,0,-1.4152765041391,1.72792041888694,-1548.98848047098,1355.01190786983
